"accepted_id","accepted_name","synonym"
170924,"Aegopis acies","Zonites kleciachi"
170924,"Aegopis acies","Aegopis acies"
170927,"Discus rotundatus","Helix rotundatus"
170927,"Discus rotundatus","Discus rotundatus"
170929,"Pseudofusulus varians","Clausilia diaphana"
170929,"Pseudofusulus varians","Pseudofusulus varians"
170933,"Alopia nixa","Alopia fussi"
170933,"Alopia nixa","Alopia nixa"
170935,"Carinigera praecipua","Isabellaria praecipua"
170935,"Carinigera praecipua","Carinigera praecipua"
170936,"Hypnophila cylindrica","Bulimus cylindraceus"
170936,"Hypnophila cylindrica","Hypnophila cylindrica"
170937,"Mediterranea pygmaeus","Mediterranea pygmaea"
170937,"Mediterranea pygmaeus","Mediterranea pygmaeus"
170938,"Ruthenica filograna","Clausilia filograna"
170938,"Ruthenica filograna","Ruthenica filograna"
170939,"Euxina circumdata","Clausilia byzantina"
170939,"Euxina circumdata","Clausilia circumdata"
170939,"Euxina circumdata","Clausilia nectarina"
170939,"Euxina circumdata","Euxina circumdata"
170940,"Vitrea crystallina","Helix crystallina"
170940,"Vitrea crystallina","Vitrea crystallina"
