Scientific name,Common name,"IUCN Red List(2016)Category","IUCN RedList (2017)Category","Reason forchange","Red Listversion"
Pristimantis carmelitae,Carmelita's Robber Frog,DD,EN,N,2017-3
Pristimantis cordovae,Rana Campanita,VU,EN,N,2017-3
Pristimantis cosnipatae,Rio Cosnipata Robber Frog,EN,CR,N,2017-3
Pristimantis cristinae,Cristina's Robber Frog,DD,EN,N,2017-2
Pristimantis delicatus,Delicate Robber Frog,DD,EN,N,2017-3
Pristimantis diaphonus,Rio Calima Robber Frog,VU,CR,N,2017-3
Pristimantis dorsopictus,Serna's Robber Frog,EN,VU,N,2017-3
Pristimantis fetosus,Rana Camuflada,EN,NT,N,2017-3
Pristimantis frater,Meta Robber Frog,VU,LC,N,2017-3
Pristimantis hybotragus,Agua Bonita Robber Frog,VU,EN,N,2017-3
Pristimantis insignitus,Ground Robber Frog,EN,NT,N,2017-3
Pristimantis jaimei,Jaime's Robber Frog,DD,CR,N,2017-3
Pristimantis johannesdei,,EN,VU,N,2017-3
Pristimantis juanchoi,Rana Duende Juancho,NT,VU,N,2017-3
Pristimantis kelephus,,VU,CR,N,2017-3
Pristimantis lasalleorum,,DD,EN,N,2017-3
Pristimantis lemur,Rana Picuda,EN,VU,N,2017-3
Pristimantis lindae,,DD,LC,N,2017-3
Pristimantis maculosus,Spotted Robber Frog,EN,VU,N,2017-3
Pristimantis mars,,EN,CR,N,2017-3
Pristimantis melanogaster,,EN,NT,N,2017-3
Pristimantis merostictus,Bogotacito Robber Frog,EN,VU,N,2017-3
Pristimantis miyatai,Miyata's Robber Frog,NT,LC,N,2017-3
Pristimantis molybrignus,Uribe Robber Frog,NT,CR,G,2017-3
Pristimantis orpacobates,,VU,NT,N,2017-3
Pristimantis pardalinus,,CR,EN,N,2017-3
Pristimantis penelopus,Rana de Ingles Negras y Amarillas,VU,LC,N,2017-3
Pristimantis phalarus,,VU,EN,N,2017-3
Pristimantis polychrus,,EN,VU,N,2017-3
Pristimantis quantus,,VU,EN,N,2017-3
Pristimantis salaputium,,DD,LC,N,2017-2
Pristimantis satagius,,DD,EN,N,2017-3
Pristimantis spilogaster,Gambita Robber Frog,EN,CR,N,2017-3
Pristimantis suetus,Rana Minuscula,EN,VU,N,2017-3
Pristimantis viridis,,NT,EN,N,2017-3
Pristimantis xylochobates,,VU,CR,N,2017-3
Pristimantis zophus,,EN,NT,N,2017-3
Psychrophrynella bagrecito,Bagrecito Andes Frog,VU,CR,N,2017-2
Ptychadena broadleyi,Broadley’s Ridged Frog,EN,NT,N,2017-2
Quasipaa delacouri,Doi Chang Asian Frog,DD,LC,N,2017-2
Raorchestes gryllus,,DD,VU,N,2017-2
Rhacophorus annamensis,Annam Flying Frog,VU,LC,N,2017-2
Rhacophorus robinsonii,Robinson's Flying Frog,DD,LC,N,2017-2
Rhaebo hypomelas,Choco Toad,NT,LC,N,2017-2
Rhinella lindae,Murri Beaked Toad,DD,EN,N,2017-2
Rhinella macrorhina,Santa Rita Beaked Toad,EN,VU,N,2017-3
Rhinella manu,,VU,LC,N,2017-3
Rhinella ruizi,,DD,VU,N,2017-3
Rhinella tenrec,Antioquia Beaked Toad,DD,EN,N,2017-2
Rulyrana susatamai,,VU,NT,N,2017-3
Sachatamia punctulata,,EN,VU,N,2017-2
Scaphiophryne boribory,,EN,VU,N,2017-2
Sclerophrys perreti,Perret's Toad,VU,CR,N,2017-2
Strabomantis cadenai,Nutibara Robber Frog,DD,CR,N,2017-2
Telmatobius atahualpai,Amazonas Water Frog,NT,VU,N,2017-3
Telmatobius brevipes,Huahachuco Water Frog,EN,VU,N,2017-3
Telmatobius colanensis,Colan Water Frog,EN,DD,N,2017-3
Telmatobius necopinus,Wiens' Water Frog,EN,DD,N,2017-3
Telmatobius punctatus,Huánaco Water Frog,CR,EN,N,2017-3
Telmatobius rimac,Rimac Water Frog,LC,VU,N,2017-3
Telmatobius truebae,Trueb's Water Frog,EN,VU,N,2017-3
Telmatobufo australis,Pelado Mountains False Toad,VU,LC,N,2017-2
Telmatobufo bullocki,Bullock’s Mountains False Toad,CR,EN,N,2017-2
Theloderma corticale,Tonkin Bug-eyed Frog,DD,LC,N,2017-2
Theloderma petilum,,DD,VU,N,2017-2
Theloderma phrynoderma,Burmese Bug-eyed Frog,DD,LC,N,2017-2
Theloderma ryabovi,,DD,EN,N,2017-2
Vandijkophrynus inyangae,Inyanga Toad,EN,VU,N,2017-2
Xenopus fraseri,Fraser's Clawed Frog,LC,DD,N,2017-2
Xenopus itombwensis,Itombwe Massif Clawed Frog,CR,EN,N,2017-2
BONY FISHES,,,,,
Austroglanis gilli,Clanwilliam Rock Catfish,VU,NT,N,2017-3
Chiloglanis bifurcus,Incomati Suckermouth,EN,CR,G,2017-3
Coregonus huntsmani,Atlantic Whitefish,VU,CR,N,2017-3
Doryichthys boaja,Long-snouted Pipefish,LC,DD,N,2017-3
Doryichthys contiguus,Pygmy pipefish,LC,DD,N,2017-3
Doryichthys deokhatoides,,LC,DD,N,2017-3
Doryichthys martensii,Longsnouted Pipefish,LC,DD,N,2017-3
Enteromius gurneyi,Redtail Barb,LC,VU,G,2017-3
Enteromius treurensis,Treur River Barb,EN,CR,N,2017-3
Eurypegasus draconis,Short Dragonfish,DD,LC,N,2017-3
Favonigobius reichei,Indo-pacific Tropical Sand Goby,LR/nt,LC,N,2017-3
Hippocampus abdominalis,Pot-bellied Seahorse,DD,LC,N,2017-3
Hippocampus angustus,Narrow-bellied Seahorse,DD,LC,N,2017-3
Hippocampus breviceps,Short-snouted Seahorse,DD,LC,N,2017-3
Hippocampus fisheri,Hawaiian Seahorse,DD,LC,N,2017-3
Hippocampus jayakari,Jayakar's Seahorse,DD,LC,N,2017-3
Hippocampus mohnikei,Japanese Seahorse,DD,VU,N,2017-3
Hippocampus planifrons,Flatface Seahorse,VU,LC,N,2017-3
Hippocampus pontohi,Pontoh`s Pygmy Seahorse,DD,LC,N,2017-3
Hippocampus reidi,Long-snout Seahorse,DD,NT,N,2017-3
Hippocampus whitei,White's Seahorse,DD,EN,N,2017-3
Hippocampus zosterae,Dwarf Seahorse,DD,LC,N,2017-3
Kneria sp. nov. 'South Africa',Southern Kneria 'South Africa',CR,EN,N,2017-3
Labeo seeberi,Clanwilliam Sandfish,CR,EN,N,2017-3
Labeobarbus seeberi,Clanwilliam Yellowfish,VU,NT,N,2017-3
Marcusenius pongolensis,,DD,LC,N,2017-3
Microphis dunckeri,,LC,DD,N,2017-3
Pegasus laternarius,Brick Seamoth,VU,DD,N,2017-3
Phycodurus eques,Leafy Seadragon,NT,LC,N,2017-2
Phyllopteryx taeniolatus,Weedy Seadragon,NT,LC,N,2017-2
Pseudobarbus calidus,Clanwilliam Redfin,VU,NT,N,2017-3
Pseudobarbus serra,Clanwilliam Sawfin,EN,NT,N,2017-3
Siokunichthys nigrolineatus,Mushroom-coral Pipefish,LC,DD,N,2017-2
Solegnathus robustus,Robust Pipehorse,DD,LC,N,2017-3
Syngnathoides biaculeatus,Alligator Pipefish,DD,LC,N,2017-2
Vanacampus vercoi,Verco's Pipefish,VU,LC,N,2017-3
SHARKS & RAYS,,,,,
Acroteriobatus salalah,Salalah Guitarfish,DD,NT,N,2017-2
Acroteriobatus variegatus,Stripenose Guitarfish,DD,CR,N,2017-2
Apristurus indicus,Smallbelly Catshark,DD,LC,N,2017-2
Benthobatis moresbyi,Indian Blind Numbfish,DD,LC,N,2017-2
Carcharhinus falciformis,Silky Shark,NT,VU,N,2017-3
Carcharhinus leiodon,Smoothtooth Blacktip Shark,VU,EN,N,2017-2
Ctenacis fehlmanni,Harlequin Catshark,DD,LC,N,2017-2
Glaucostegus halavi,Halavi Guitarfish,DD,VU,N,2017-2
Halaelurus boesemani,Speckled Catshark,DD,VU,N,2017-2
Neoharriotta pumila,Arabian Sicklefin Chimaera,DD,LC,N,2017-2
Pastinachus sephen,Cowtail Ray,DD,NT,N,2017-2
Rhinobatos punctifer,Spotted Guitarfish,DD,NT,N,2017-2
Torpedo adenensis,Aden Torpedo,NT,EN,N,2017-2
Torpedo suessii,Red Sea Torpedo,DD,CR,N,2017-2
Entosphenus macrostoma,Lake Lamprey,DD,EN,N,2017-3
MOLLUSCS,,,,,
Acroloxus coloradensis,Rocky Mountain Capshell,VU,NT,N,2017-3
Alasmidonta marginata,Elktoe,DD,LC,N,2017-3
Alasmidonta varicosa,Brook Floater,DD,VU,N,2017-3
Amphorella cimensis,,VU,NT,G,2017-3
Amphorella melampoides,,VU,LC,G,2017-3
Arion obesoductus,,DD,LC,N,2017-3
Atlantica engonata,,DD,CR,N,2017-3
Atlantica scutula,,LR/nt,LC,N,2017-3
Boettgeria crispa,,NT,EN,G,2017-3
Boettgeria obesiuscula,,VU,CR,G,2017-3
Bofilliella subarcuata,,VU,NT,N,2017-3
Charpentieria dyodon,,LR/nt,LC,N,2017-3
Cryptazeca elongata,,VU,CR,N,2017-3
Cryptazeca monodonta,,VU,EN,N,2017-3
Cryptazeca spelaea,,VU,NT,N,2017-3
Cryptazeca subcylindrica,,VU,LC,N,2017-3
Hypnophila remyi,Brillante corse,DD,LC,N,2017-3
Lampsilis cardium,,LR/nt,LC,N,2017-3
Lampsilis cariosa,Yellow Lampmussel,EN,VU,N,2017-3
Lampsilis ovata,,LR/nt,LC,N,2017-3
Ligumia nasuta,Eastern Pondmussel,LR/nt,VU,G,2017-3
Ligumia recta,Black Sandshell,LC,NT,N,2017-3
Malacolimax wiktori,,LR/nt,EN,G,2017-3
Mediterranea amaltheae,,VU,CR,N,2017-3
Muticaria macrostoma,,LR/nt,LC,N,2017-3
Neniatlanta pauli,Clausilie basque,VU,LC,N,2017-3
Obovaria subrotunda,Round Hickorynut,LR/nt,EN,G,2017-3
Oxychilus agostinhoi,,VU,CR,G,2017-3
Oxychilus basajauna,,LR/nt,EN,N,2017-3
Oxychilus lineolatus,,VU,LC,N,2017-3
Pomatias raricosta,,LR/lc,DD,N,2017-3
Ptychobranchus fasciolaris,Kidneyshell,LR/lc,NT,G,2017-3
Retinella stabilei,,VU,DD,N,2017-3
Sculptiferussacia clausiliaeformis,,EN,NT,N,2017-3
Simpsonaias ambigua,Salamander Mussel,LR/cd,VU,N,2017-3
Tandonia nigra,,DD,LC,N,2017-3
Valvata tricarinata,Threeridge Valvata,DD,LC,N,2017-3
Vitrea pseudotrolli,Cristalline des Alpes-Maritimes,VU,NT,N,2017-3
Vitrea striata,,DD,CR,N,2017-3
Zonites anaphiensis,,LR/nt,VU,N,2017-3
Zospeum biscaiense,,VU,NT,N,2017-3
DRAGONFLIES & DAMSELFLIES,,,,,
Acanthaeschna victoria,Thylacine Darner,VU,EN,N,2017-1
Aciagrion brosseti,Yellow-winged Slim,DD,LC,N,2017-3
Acisoma ascalaphoides,Littoral Pintail,LC,EN,N,2017-2
Aethiothemis mediofasciata,Orange Flasher,DD,LC,N,2017-3
Africocypha lacuselephantum,Kaleidoscope Jewel,VU,LC,N,2017-3
Agriocnemis angustirami,Liberian Wisp,VU,LC,N,2017-3
Agriocnemis dobsoni,Tropical Wisp,DD,NT,N,2017-1
Antipodogomphus dentosus,Top End Dragon,VU,DD,N,2017-1
Austroargiolestes brookhousei,Barrington Flatwing,DD,LC,N,2017-1
Austrolestes minjerriba,Dune Ringtail,EN,LC,N,2017-1
Azuragrion buchholzi,Forest Azuret,NT,LC,N,2017-3
Ceriagrion katamborae,White-faced Waxtail,DD,LC,N,2017-3
Ceriagrion nigrolineatum,,DD,LC,N,2017-1
Coenagriocnemis insularis,,CR,EN,N,2017-2
Cordulegaster princeps,Atlas Goldenring,NT,LC,N,2017-3
Cordulephya bidens,Tropical Shutwing,DD,VU,N,2017-1
Cornigomphus guineensis,,DD,LC,N,2017-3
Cornigomphus mariannae,,DD,LC,N,2017-3
Dromaeschna forcipata,Green-striped Darner,NT,LC,N,2017-1
Elattoneura morini,Mealy Threadtail,DD,LC,N,2017-3
Erpetogomphus heterodon,Dashed Ringtail,DD,LC,N,2017-3
Griseargiolestes bucki,Turquoise Flatwing,DD,VU,N,2017-1
Hemigomphus theischingeri,Rainforest Vicetail,LC,NT,N,2017-1
Indolestes alleni,Small Reedling,DD,LC,N,2017-1
Libyogomphus christinae,Western Horntail,DD,LC,N,2017-3
Libyogomphus emiliae,Gabon Horntail,DD,LC,N,2017-3
Macromia viridescens,Rainforest Cruiser,DD,LC,N,2017-1
Mesocnemis saralisa,Congo Riverjack,DD,LC,N,2017-3
Nesocordulia villiersi,,DD,EN,N,2017-2
Nesolestes martini,,DD,LC,N,2017-1
Nesolestes pauliani,,DD,EN,N,2017-2
Neurocordulia michaeli,Broad-tailed Shadowdragon,DD,LC,N,2017-3
Neurogomphus cocytius,Kocytos Siphontail,DD,LC,N,2017-3
Nososticta kalumburu,Spot-winged Threadtail,DD,LC,N,2017-1
Nubiolestes diotima,African Twigtail,VU,LC,N,2017-3
Orthetrum balteatum,Speckled Skimmer,LC,NT,N,2017-1
Paragomphus machadoi,Forest Hooktail,DD,LC,N,2017-3
Phyllomacromia occidentalis,Brown-templed Cruiser,DD,LC,N,2017-3
Platycnemis pseudalatipes,,DD,LC,N,2017-2
Platycypha eliseva,Lucifer Jewel,DD,LC,N,2017-3
Platycypha picta,Petite Jewel,DD,LC,N,2017-3
Proplatycnemis hova,,DD,LC,N,2017-2
Pseudagrion apicale,,DD,LC,N,2017-1
Pseudagrion coeruleipunctum,Pretty Sprite,DD,LC,N,2017-3
Pseudagrion grilloti,Orange-striped Sprite,DD,LC,N,2017-3
Pseudagrion igniceps,,DD,LC,N,2017-1
Sapho fumosa,Smokewing,DD,LC,N,2017-3
Somatochlora sahlbergi,Treeline Emerald,DD,LC,N,2017-3
Spinaeschna watsoni,Tropical Cascade Darner,DD,LC,N,2017-1
Synthemiopsis gomphomacromioides,Tasmanian Spotwing,NT,LC,N,2017-1
Trithemis fumosa,Smoky Dropwing,DD,LC,N,2017-3
Viridithemis viridula,,DD,LC,N,2017-1
BEETLES,,,,,
Ampedus corsicus,,NT,VU,N,2017-1
Ampedus talamellii,,DD,LC,N,2017-1
Dorcus musimon,,LC,VU,N,2017-1
Gnorimus decempunctatus,,VU,EN,N,2017-2
Protaetia sardea,,DD,VU,N,2017-2
Stenagostus laufferi,,DD,LC,N,2017-1
Stenagostus sardiniensis,,DD,EN,N,2017-1
Triplax emgei,,VU,EN,N,2017-1
PLANTS,,,,,
Acropogon aoupiniensis,,VU,EN,N,2017-2
Acropogon bullatus,,NT,EN,N,2017-2
Acropogon calcicolus,,EN,VU,N,2017-2
Acropogon fatsioides,,VU,NT,N,2017-2
Acropogon megaphyllus,,VU,EN,N,2017-2
Acropogon veillonii,,EN,VU,N,2017-2
Actinokentia huerlimannii,,LR/cd,EN,N,2017-3
Aesculus hippocastanum,Horse Chestnut,NT,VU,N,2017-3
Aloe ballii,,EN,VU,N,2017-1
Andropogon bentii,,DD,EN,N,2017-2
Anisoptera curtisii,,CR,VU,N,2017-3
Anisoptera laevis,,EN,VU,N,2017-3
Anisoptera scaphula,,CR,EN,N,2017-3
Arbutus canariensis,Madroño,VU,NT,N,2017-3
Atriplex lanfrancoi,Maltese Cliff Orache,CR,EN,N,2017-3
Balaka macrocarpa,,CR,EN,N,2017-3
Balaka microcarpa,,EN,CR,N,2017-3
Basselinia favieri,,VU,EN,N,2017-3
Basselinia humboldtiana,,LR/cd,NT,N,2017-3
Basselinia iterata,,VU,EN,N,2017-3
Basselinia pancheri,,NT,LC,N,2017-3
Basselinia porphyrea,,LR/cd,EN,N,2017-3
Basselinia tomentosa,,VU,NT,N,2017-3
Basselinia vestita,,VU,CR,N,2017-3
Berlinia hollandii,,EN,CR,N,2017-3
Blyxa hexandra,,DD,LC,N,2017-1
Carex runssoroensis,,VU,LC,N,2017-1
Carpha angustissima,,NT,EN,N,2017-1
Chamaemeles coriacea,,VU,EN,N,2017-3
Chambeyronia lepidota,,LR/cd,LC,N,2017-3
Clinosperma lanuginosa,,LR/cd,EN,N,2017-3
Coffea costatifructa,,VU,EN,N,2017-3
Coffea pseudozanguebariae,,VU,NT,N,2017-3
Coffea togoensis,,VU,EN,N,2017-3
Convolvulus fernandesii,,VU,EN,N,2017-3
Cunonia aoupiniensis,,VU,NT,N,2017-2
Cunonia rotundifolia,,LR/cd,NT,N,2017-2
Cyphokentia cerifera,,LR/cd,NT,N,2017-3
Cyphophoenix elegans,,VU,EN,N,2017-3
Cyphophoenix nucele,,CR,VU,N,2017-3
Cytisus aeolicus,,CR,EN,N,2017-3
Dactylorhiza elata,Stately Dactylorhiza,LC,NT,N,2017-3
Daphne rodriguezii,,VU,EN,N,2017-3
Diospyros feliciana,,VU,EN,N,2017-2
Diplodiscus paniculatus,,VU,DD,N,2017-3
Dipterocarpus alatus,,EN,VU,N,2017-3
Dipterocarpus baudii,,CR,VU,N,2017-3
Dipterocarpus chartaceus,,CR,EN,N,2017-3
Dipterocarpus cinereus,,EX,CR,N,2017-3
Dipterocarpus costatus,,EN,VU,N,2017-3
Dipterocarpus crinitus,,EN,VU,N,2017-3
Dipterocarpus dyeri,,CR,EN,N,2017-3
Dipterocarpus gracilis,,CR,VU,N,2017-3
Dipterocarpus grandiflorus,,CR,EN,N,2017-3
Dipterocarpus hasseltii,,CR,EN,N,2017-3
Dipterocarpus intricatus,,LR/lc,EN,N,2017-3
Dipterocarpus kerrii,,CR,EN,N,2017-3
Dipterocarpus obtusifolius,,LR/lc,NT,N,2017-3
Dipterocarpus retusus,,VU,EN,N,2017-3
Dipterocarpus tuberculatus,,LR/lc,NT,N,2017-3
Dipterocarpus turbinatus,,CR,VU,N,2017-3
Dipteronia sinensis,,LR/nt,DD,N,2017-3
Dorstenia astyanactis,,EN,VU,N,2017-3
Eclipta prostrata,Eclipte Blanche,DD,LC,N,2017-1
Euphorbia margalidiana,Spurge of Margadiles Islet,CR,VU,N,2017-3
Euphorbia robivelonae,,CR,EN,N,2017-2
Frangula azorica,,LR/nt,LC,N,2017-3
Fraxinus profunda,Pumpkin Ash,LC,CR,N,2017-2
Fritillaria rhodocanakis,,EN,LC,N,2017-3
Genista dorycnifolia,,DD,VU,N,2017-3
Guaiacum coulteri,Guayacan,LR/cd,VU,N,2017-3
Guaiacum sanctum,Holywood Lignum Vitae,EN,NT,N,2017-3
Helichrysum formosissimum,,DD,LC,N,2017-1
Hopea apiculata,,CR,EN,N,2017-3
Hopea beccariana,,CR,VU,N,2017-3
Hopea canarensis,,DD,EN,N,2017-3
Hopea griffithii,,VU,EN,N,2017-3
Hopea helferi,,CR,EN,N,2017-3
Hopea latifolia,,CR,DD,N,2017-3
Hopea mollissima,,CR,EN,N,2017-3
Hopea pierrei,,EN,VU,N,2017-3
Hopea sangal,,CR,VU,N,2017-3
Hopea sublanceolata,,CR,VU,N,2017-3
Hopea thorelii,,CR,EN,N,2017-3
Hygrophila asteracanthoides,,NT,VU,N,2017-1
Hymenophyllum maderense,Madeira Filmy Fern,DD,CR,N,2017-2
Ilex canariensis,,LR/nt,LC,N,2017-3
Impatiens bururiensis,,CR,EN,N,2017-2
Juglans regia,Common Walnut,NT,LC,N,2017-3
Kentiopsis magnifica,,VU,EN,N,2017-3
Laurus azorica,Macaronesian Laurel,LR/nt,LC,N,2017-3
Luzula johnstonii,,DD,LC,N,2017-1
Maytenus canariensis,Peralillo,LR/cd,NT,N,2017-3
Melicope lunu-ankenda,,EN,LC,N,2017-3
Neobalanocarpus heimii,,VU,EN,N,2017-3
Nothofagus alpina,Raulí,LR/nt,LC,N,2017-3
Nymphoides tenuissima,,NT,EN,N,2017-1
Ocotea foetens,Tilo,LR/nt,LC,N,2017-3
Olea chimanimani,,VU,LC,N,2017-1
Olea maderensis,,DD,LC,N,2017-3
Ophrys lunulata,Lunulate Ophrys,NT,LC,N,2017-3
Ottelia scabra,,NT,LC,N,2017-1
Ottelia verdickii,,DD,LC,N,2017-1
Pancheria humboldtiana,,LR/cd,NT,N,2017-2
Pancheria multijuga,,LR/cd,EN,N,2017-2
Pancheria robusta,,LR/cd,EN,N,2017-2
Parashorea stellata,White Seraya,CR,VU,N,2017-3
Persea indica,Viñatigo,LR/cd,LC,N,2017-3
Persea liebmannii,,VU,LC,N,2017-3
Persea schiedeana,Coyo Avocado,VU,EN,N,2017-3
Phylloxylon arenicola,,CR,EN,N,2017-3
Phylloxylon xiphoclada,,CR,EN,N,2017-2
Physacanthus nematosiphon,,DD,NT,N,2017-3
Picconia azorica,,EN,LC,N,2017-3
Picconia excelsa,Palo Blanco,VU,LC,N,2017-3
Pilularia globulifera,Pillwort,NT,LC,N,2017-2
Pittosporum artense,,VU,CR,N,2017-3
Pittosporum brevispinum,,EN,CR,G,2017-3
Pittosporum gatopense,,VU,CR,N,2017-3
Pittosporum muricatum,,EN,CR,N,2017-3
Pittosporum ornatum,,EN,CR,N,2017-3
Platanus orientalis,Oriental Plane-tree,LR/lc,DD,N,2017-3
Pleiomeris canariensis,Delfino,VU,CR,N,2017-3
Populus nigra,Black Poplar,LC,DD,N,2017-3
Pritchardia thurstonii,,LR/nt,VU,N,2017-3
Psilotrichum axilliflorum,,VU,EN,N,2017-1
Pteris incompleta,Laurisilva Brake,VU,NT,N,2017-2
Pterocarpus marsupium,East Indian/Malabar Kino,VU,NT,N,2017-3
Pyrus castribonensis,,DD,LC,N,2017-3
Pyrus sicanorum,,DD,LC,N,2017-3
Quercus depressipes,Davis Mountain Oak,DD,LC,N,2017-2
Quercus engelmannii,Engelmann Oak,VU,EN,N,2017-2
Quercus tardifolia,Chisos Mountains Oak,CR,DD,N,2017-2
Quercus tomentella,Island Oak,VU,EN,N,2017-2
Quercus toumeyi,Toumey Oak,LR/lc,DD,N,2017-2
Ravenea rivularis,Majestic Palm,EN,VU,N,2017-2
Rhamnus crenulata,Espino negro,LR/nt,LC,N,2017-3
Rhamnus glandulosa,Sanguino,LR/cd,LC,N,2017-3
Rhamnus integrifolia,Moralito,VU,NT,N,2017-3
Salix canariensis,Sauce,LR/lc,NT,N,2017-3
Salix tarraconensis,Salenca Tortosina,CR,VU,N,2017-3
Scilla lochiae,,DD,NT,N,2017-3
Scilla morrisii,Morris Squill,CR,EN,N,2017-3
Serianthes myriadenia,,LR/nt,VU,N,2017-3
Shorea farinosa,,CR,EN,N,2017-3
Shorea foxworthyi,,CR,VU,N,2017-3
Shorea guiso,Red Balau,CR,VU,N,2017-3
Shorea hypochra,White Meranti,CR,EN,N,2017-3
Shorea laevis,,LR/lc,VU,N,2017-3
Shorea leprosula,Light Red Meranti,EN,NT,N,2017-3
Shorea longisperma,Yellow Meranti,CR,EN,N,2017-3
Shorea obtusa,,LR/lc,NT,N,2017-3
Shorea roxburghii,White Meranti,EN,VU,N,2017-3
Shorea singkawang,Dark Red Meranti,CR,VU,N,2017-3
Shorea sumatrana,,CR,EN,N,2017-3
Shorea thorelii,,CR,VU,N,2017-3
Sorbus anglica,English Whitebeam,VU,NT,N,2017-2
Sorbus arranensis,Arran Whitebeam,VU,EN,N,2017-2
Sorbus evansii,Evans's Whitebeam,EN,CR,N,2017-3
Sorbus kmetiana,,EN,CR,N,2017-3
Sorbus lancastriensis,Lancashire Whitebeam,LR/nt,LC,N,2017-2
Sorbus leptophylla,Thin-Leaved Whitebeam,CR,EN,N,2017-2
Sorbus pseudofennica,Arran Service-tree,VU,CR,N,2017-2
Sorbus pseudothuringiaca,,VU,EN,N,2017-2
Sorbus subcuneata,Somerset Whitebeam,VU,EN,N,2017-2
Sorbus vexans,Bloody Whitebeam,VU,CR,N,2017-2
Sorbus wilmottiana,Wilmott's Whitebeam,CR,EN,G,2017-2
Sphaeranthus samburuensis,,DD,EN,N,2017-1
Vatica bella,,CR,DD,N,2017-3
Vatica cinerea,,EN,DD,N,2017-3
Vatica diospyroides,,CR,EN,N,2017-3
Vatica guangxiensis,,CR,EN,N,2017-3
Vatica mangachapoi,,EN,VU,N,2017-3
Vatica pauciflora,,EN,VU,N,2017-3
Vatica philastraena,,DD,EN,N,2017-3
Vatica stapfiana,,EN,VU,N,2017-3
Veitchia simulans,,VU,DD,N,2017-3
Visnea mocanera,Mocán,LR/cd,LC,N,2017-3
Weinmannia ouaiemensis,,VU,CR,N,2017-2
