Scientific name,Common name,"IUCN Red List(2019)Category","IUCN RedList (2020)Category","Reason forchange","Red Listversion"
"",,,,,
MAMMALS (Mammalia),,,,,
Batrachuperus yenyuanensis,Yenyuan Stream Salamander,VU,EN,G,2020-2
Boana albonigra,White-black Treefrog,NT,LC,N,2020-3
Boana rhythmica,,DD,NT,N,2020-2
Boana riojana,,DD,LC,N,2020-3
Boana roraima,Hoogmoed's Treefrog,DD,LC,N,2020-3
Bolitoglossa alberchi,Alberch's Salamander,LC,VU,N,2020-2
Bolitoglossa alvaradoi,Moravia de Chirripo Salamander,EN,VU,N,2020-3
Bolitoglossa anthracina,Coal Black Salamander,DD,EN,N,2020-3
Bolitoglossa borburata,Carabobo Salamander,NT,VU,N,2020-3
Bolitoglossa bramei,Brame's Web-footed Salamander,DD,LC,N,2020-3
Bolitoglossa celaque,Celaque Mushroomtongue Salamande,EN,CR,N,2020-3
Bolitoglossa conanti,Conant's Mushroomtongue Salamander,EN,VU,N,2020-2
Bolitoglossa copia,El Copé Giant Salamander,DD,CR,N,2020-3
Bolitoglossa cuchumatana,Oak Forest Salamander,NT,EN,N,2020-2
Bolitoglossa cuna,Camp Sasardi Salamander,DD,EN,N,2020-3
Bolitoglossa diminuta,Quebrada Valverde Salamander,VU,LC,N,2020-3
Bolitoglossa franklini,Franklin's Mushroomtongue Salamander,EN,VU,N,2020-2
Bolitoglossa gomezi,Gomez’s Web-footed Salamander,DD,EN,N,2020-3
Bolitoglossa gracilis,Rio Quiri Salamander,VU,LC,N,2020-3
Bolitoglossa guaramacalensis,Guaramacal’s Salamander,VU,EN,N,2020-3
Bolitoglossa hartwegi,Hartweg's Mushroomtongue Salamander,NT,VU,N,2020-2
Bolitoglossa helmrichi,Coban Mushroomtongue Salamander,NT,VU,N,2020-2
Bolitoglossa hermosa,Guerreran Mushroomtongue Salamander,NT,LC,N,2020-2
Bolitoglossa indio,Salamandra del Río Indio,DD,EN,N,2020-2
Bolitoglossa insularis,Salamandra del Volcán Maderas,VU,CR,G,2020-2
Bolitoglossa jacksoni,Jackson's Mushroomtongue Salamander,DD,CR,N,2020-2
Bolitoglossa lignicolor,Camron Mushroomtongue Salamander,VU,LC,N,2020-3
Bolitoglossa medemi,Finca Chibigui Salamander,VU,LC,N,2020-3
Bolitoglossa morio,Cope's Mushroomtongue Salamander,LC,VU,N,2020-3
Bolitoglossa nigrescens,Black Web-fotted Salamander,EN,DD,N,2020-3
Bolitoglossa obscura,Tapantí Giant Salamander,VU,DD,N,2020-3
Bolitoglossa orestes,Mérida Mountain Salamander,VU,EN,N,2020-3
Bolitoglossa pesrubra,,VU,LC,G,2020-3
Bolitoglossa phalarosoma,Medellin Mushroomtongue Salamander,DD,NT,N,2020-3
Bolitoglossa platydactyla,Tlaconete,NT,LC,N,2020-2
Bolitoglossa robusta,Robust Mushroomtongue Salamander,LC,VU,G,2020-3
Bolitoglossa rostrata,Longnose Mushroomtongue Salamander,VU,NT,N,2020-3
Bolitoglossa salvinii,Salvin's Mushroomtongue Salamander,EN,VU,N,2020-3
Bolitoglossa sombra,Shadowy Web-footed Salamander,VU,NT,N,2020-3
Bolitoglossa stuarti,Stuart's Mushroomtongue Salamander,DD,VU,N,2020-3
Bolitoglossa subpalmata,La Palma Salamander,EN,LC,N,2020-3
Bolitoglossa suchitanensis,,DD,CR,N,2020-2
Bolitoglossa taylori,Cerro Cituro Salamander,DD,EN,N,2020-3
Bolitoglossa tica,Tico Salamander,EN,DD,N,2020-3
Bolitoglossa zapoteca,Zapotec Salamander,CR,EN,N,2020-2
Bradytriton silus,Finca Chiblac Salamander,CR,EN,N,2020-2
Bromeliohyla dendroscarta,Greater Bromeliad Treefrog,CR,EN,N,2020-2
Bufo ailaoanus,Ailao Toad,DD,EN,N,2020-2
Bufo aspinius,Spineless Stream Toad,DD,EN,N,2020-2
Caecilia isthmica,,DD,LC,N,2020-3
Caecilia volcani,Cocle Caecilian,DD,LC,N,2020-3
Callulops kopsteini,Kopstein's Callulops Frog,EN,DD,N,2020-3
Celsiella vozmedianoi,Paria Glass-frog,DD,EN,N,2020-3
Centrolene daidalea,Alban Cochran Frog,VU,LC,N,2020-3
Ceuthomantis duellmani,,LC,NT,N,2020-3
Charadrahyla altipotens,Yellow-bellied Voiceless Treefrog,CR,EN,N,2020-2
Charadrahyla chaneque,Fairy Treefrog,EN,VU,N,2020-3
Charadrahyla juanitae,Juanita's Earless Treefrog,VU,NT,N,2020-2
Charadrahyla nephila,Oaxacan Cloud-forest Treefrog,VU,EN,N,2020-3
Charadrahyla trux,Spine-fingered Treefrog,CR,EN,N,2020-3
Chiropterotriton cracens,Graceful Splayfoot Salamander,EN,VU,N,2020-3
Chiropterotriton dimidiatus,Dwarf Splayfoot Salamander,EN,VU,N,2020-3
Chiropterotriton magnipes,Bigfoot Splayfoot Salamander,CR,EN,N,2020-2
Choerophryne burtoni,,DD,LC,N,2020-3
Choerophryne exclamitans,,DD,LC,N,2020-3
Choerophryne fafniri,,DD,LC,N,2020-3
Choerophryne gudrunae,,DD,EN,N,2020-3
Choerophryne gunnari,,DD,LC,N,2020-3
Choerophryne laurini,Wandammen Albericus Frog,DD,LC,N,2020-3
Choerophryne longirostris,,DD,NT,N,2020-3
Choerophryne sanguinopicta,,DD,CR,N,2020-3
Choerophryne tubercula,Warty Rainforest Frog,LC,DD,N,2020-3
Cochranella duidaeana,Duida Cochran Frog,DD,VU,N,2020-3
Cochranella mache,Mache Cochran Frog,EN,NT,N,2020-3
Cochranella nola,,NT,LC,N,2020-3
Colostethus jacobuspetersi,,CR(PE),CR,N,2020-3
Colostethus latinasus,Truando Rocket Frog,DD,CR,N,2020-3
Conraua derooi,Togo Slippery Frog,CR(PE),CR,N,2020-3
Cophixalus ateles,Papua Rainforest Frog,DD,LC,N,2020-3
Cophixalus balbus,,DD,LC,N,2020-3
Cophixalus cryptotympanum,Zweifel's Rainforest Frog,DD,LC,N,2020-3
Cophixalus kaindiensis,Kaindi Rainforest Frog,DD,NT,N,2020-3
Cophixalus misimae,,DD,CR,N,2020-3
Cophixalus sphagnicola,Morobe Rainforest Frog,LC,EN,G,2020-3
Cophixalus timidus,,DD,CR,N,2020-3
Cophixalus verecundus,Myola Rainforest Frog,DD,LC,N,2020-3
Copiula minor,Milne Bay Mehely Frog,VU,LC,N,2020-3
Copiula pipiens,Wirui Mehely Frog,DD,LC,N,2020-3
Cornufer acrochordus,Bougainville Wrinkled Ground Frog,DD,LC,N,2020-3
Cornufer akarithymus,Pomugu Wrinkled Ground Frog,VU,LC,N,2020-3
Cornufer batantae,Batanta Wrinkled Ground Frog,DD,LC,N,2020-3
Cornufer cheesmanae,Cheesman's Wrinkled Ground Frog,DD,VU,N,2020-3
Cornufer gilliardi,Gilliard's Wrinkled Ground Frog,DD,NT,N,2020-3
Cornufer macrops,Aresi Wrinkled Ground Fro,DD,LC,N,2020-3
Cornufer macrosceles,Ti Wrinkled Ground Frog,DD,LC,N,2020-3
Cornufer malukuna,Malukuna Webbed Frog,DD,LC,N,2020-3
Cornufer mamusiorum,,DD,LC,N,2020-3
Cornufer minutus,Tiny Sticky-toed Frog,LC,VU,N,2020-3
Cornufer myersi,Myers' Wrinkled Ground Frog,DD,LC,N,2020-3
Cornufer nakanaiorum,,DD,LC,N,2020-3
Cornufer nexipus,Baining Wrinkled Ground Frog,DD,VU,N,2020-3
Cornufer opisthodon,Faro Webbed Frog,DD,LC,N,2020-3
Cornufer parkeri,Parker's Wrinkled Ground Frog,VU,EN,N,2020-3
Cornufer vitianus,Fiji Ground Frog,EN,NT,N,2020-2
Cornufer wolfi,Wolf's Sticky-toed Frog,LC,VU,N,2020-3
Craugastor adamastus,,DD,CR(PE),N,2020-3
Craugastor alfredi,Alfred's Rainfrog,VU,LC,N,2020-3
Craugastor amniscola,Rivulet Rainfrog,DD,VU,N,2020-3
Craugastor andi,Atlantic Robber Frog,CR,CR(PE),N,2020-3
Craugastor angelicus,Angel Robber Frog,CR(PE),CR,N,2020-3
Craugastor aphanus,,VU,EN,G,2020-3
Craugastor berkenbuschii,Berkenbusch's Robber Frog,NT,LC,N,2020-2
Craugastor bocourti,,VU,EN,N,2020-3
Craugastor campbelli,,DD,CR,N,2020-3
Craugastor catalinae,,CR,CR(PE),N,2020-3
Craugastor chac,,NT,LC,N,2020-3
Craugastor charadra,Ranita de Arroyo de la Montaña Noroeste,EN,VU,N,2020-3
Craugastor chingopetaca,,DD,VU,N,2020-2
Craugastor decoratus,Rana Ladrona Adornada,VU,LC,N,2020-2
Craugastor escoces,Heredia Robber Frog,EX,CR,N,2020-3
Craugastor glaucus,Rana-ladrona Gris,CR,EN,N,2020-2
Craugastor greggi,Gregg's Stream Frog,CR,EN,G,2020-3
Craugastor guerreroensis,Guerreran Robber Frog,CR,EN,N,2020-3
Craugastor gulosus,,CR(PE),CR,N,2020-3
Craugastor hobartsmithi,Smith's Pygmy Robber Frog,EN,LC,N,2020-2
Craugastor inachus,,EN,CR,G,2020-3
Craugastor laticeps,Broad-headed Cave Frog,NT,LC,N,2020-3
Craugastor lauraster,,EN,LC,N,2020-2
Craugastor lineatus,Montane Robber Frog,CR,LC,N,2020-3
Craugastor matudai,Rana-chirriadora De Matuda,VU,EN,G,2020-3
Craugastor megalotympanum,Rana-ladrona de San Martín,CR,EN,N,2020-2
Craugastor monnichorum,Dunn's Robber Frog,DD,EN,N,2020-3
Craugastor myllomyllon,,DD,EX,N,2020-3
Craugastor nefrens,,DD,CR,N,2020-3
Craugastor obesus,,CR(PE),CR,N,2020-3
Craugastor occidentalis,Taylor's Barking Frog,DD,LC,N,2020-3
Craugastor omiltemanus,Rana-ladrona de Omilteme,EN,LC,N,2020-2
Craugastor palenque,,DD,VU,N,2020-3
Craugastor pelorus,Monstrous Rainfrog,DD,VU,N,2020-2
Craugastor persimilis,Similar Flesh-bellied Frog,VU,LC,N,2020-3
Craugastor phasma,Ghost Flesh-bellied Frog,DD,CR(PE),N,2020-3
Craugastor podiciferus,Cerro Utyum Robber Frog,NT,LC,N,2020-3
Craugastor polymniae,Sierra Juarez Robber Frog,CR,NT,N,2020-2
Craugastor psephosypharus,Limestone Rainfrog,VU,NT,N,2020-2
Craugastor punctariolus,Bob's Robber Frog,EN,CR(PE),G,2020-3
Craugastor pygmaeus,Pygmy Free-fingered Frog,VU,LC,N,2020-3
Craugastor rayo,Sabana Robber Frog,DD,EN,N,2020-3
Craugastor rhodopis,Polymorphic Robber Frog,VU,LC,N,2020-3
Craugastor rhyacobatrachus,,EN,CR(PE),N,2020-3
Craugastor rostralis,Snouted Robber Frog,NT,VU,N,2020-3
Craugastor silvicola,Forest Robber Frog,EN,DD,N,2020-2
Craugastor stuarti,Stuart's Robber Frog,EN,VU,N,2020-3
Craugastor tarahumaraensis,Rana-ladradora Tarahumara,VU,LC,N,2020-2
Craugastor taurus,Golfito Robber Frog,CR,EN,G,2020-3
Craugastor taylori,Taylor's Robber Frog,DD,CR,N,2020-2
Craugastor uno,Savage's Robber Frog,EN,VU,N,2020-2
Cryptotriton sierraminensis,Sierra de las Minas Hidden Salamander,DD,CR,N,2020-2
Dendropsophus reichlei,,DD,LC,N,2020-1
Dendropsophus yaracuyanus,Sierra de Aroa Treefrog,DD,EN,N,2020-3
Dendrotriton kekchiorum,,EN,CR,N,2020-2
Dermophis glandulosus,,DD,LC,N,2020-3
Dermophis mexicanus,Mexican Caecilian,VU,LC,N,2020-2
Dermophis oaxacae,Oaxacan Caecilian,DD,LC,N,2020-3
Dermophis occidentalis,,DD,LC,N,2020-3
Diasporus tigrillo,,DD,NT,N,2020-3
Diasporus ventrimaculatus,,VU,LC,N,2020-3
Dischidodactylus colonnelloi,Tepui Marahuaca Frog,DD,NT,N,2020-2
Dischidodactylus duidensis,Mount Duida Frog,DD,NT,N,2020-2
Dryophytes arboricola,Arboreal Treefrog,DD,VU,N,2020-3
Dryophytes bocourti,Bocourt's Treefrog,CR,CR(PE),N,2020-3
Dryophytes euphorbiaceus,Southern Highland Treefrog,NT,LC,N,2020-3
Duellmanohyla ignicolor,Sierra Juarez Brook Frog,EN,NT,N,2020-2
Duellmanohyla schmidtorum,,VU,NT,N,2020-3
Duellmanohyla uranochroa,Costa Rica Brook Frog,EN,VU,G,2020-3
Duttaphrynus noellerti,Noellert's Toad,EN,CR,G,2020-3
Ecnomiohyla fimbrimembra,Heredia Treefrog,EN,VU,N,2020-3
Ecnomiohyla miliaria,Cope's Brown Treefrog,VU,LC,N,2020-2
Ecnomiohyla minera,Guatemala Treefrog,EN,VU,N,2020-3
Ecnomiohyla salvaje,,CR,EN,N,2020-3
Ecnomiohyla veraguensis,,EN,VU,N,2020-3
Eleutherodactylus angustidigitorum,Thin-fingered Piping Frog,VU,LC,N,2020-3
Eleutherodactylus dennisi,Dennis' Chirping Frog,EN,LC,N,2020-3
Eleutherodactylus dilatus,Guerreran Peeping Frog,EN,LC,N,2020-3
Eleutherodactylus grandis,Great Peeping Frog,CR,EN,N,2020-2
Eleutherodactylus interorbitalis,Spectacled Chirping Frog,DD,LC,N,2020-3
Eleutherodactylus leprus,Leprus Chirping Frog,VU,LC,N,2020-3
Eleutherodactylus longipes,Long-footed Chirping Frog,VU,LC,N,2020-2
Eleutherodactylus maurus,Dusky Chirping Frog,DD,VU,N,2020-2
Eleutherodactylus modestus,Blunt-toed Chirping Frog,VU,LC,N,2020-3
Eleutherodactylus pallidus,Pale Peeping Frog,DD,LC,N,2020-2
Eleutherodactylus rubrimaculatus,Dusky Chirping Frog,VU,LC,N,2020-3
Eleutherodactylus rufescens,Rana-fisgona Roja,CR,VU,N,2020-2
Eleutherodactylus saxatilis,Rana Fisgona Marmoleada,EN,NT,N,2020-3
Eleutherodactylus syristes,Piping Peeping Frog,EN,LC,N,2020-2
Eleutherodactylus teretistes,Duellman's Trilling Frog,DD,VU,N,2020-3
Eleutherodactylus verrucipes,Rana-chirrionera Orejona,VU,LC,N,2020-3
Exerodonta abdivita,Río Aloapan Treefrog,DD,NT,N,2020-3
Exerodonta bivocata,Chiapan Highlands Treefrog,DD,EN,N,2020-3
Exerodonta perkinsi,Perkins' Treefrog,CR,EN,N,2020-3
Flectonotus fitzgeraldi,Fitzgerald's Marsupial Frog,EN,LC,N,2020-3
Gastrotheca ovifera,Common Marsupial Frog,EN,VU,N,2020-3
Gastrotheca splendens,Schmidt's Marsupial Frog,EN,DD,N,2020-3
Gastrotheca walkeri,Walker’s Marsupial Frog,DD,VU,N,2020-3
Glandirana minima,Little Gland Frog,CR,EN,N,2020-1
Glandirana tientaiensis,,NT,LC,N,2020-1
Gymnopis syntrema,West Forest Caecilian,DD,NT,N,2020-3
Hyalinobatrachium aureoguttatum,Atrato Glass Frog,NT,LC,N,2020-3
Hyalinobatrachium duranti,Rivero's Glass Frog,DD,EN,N,2020-3
Hyalinobatrachium fragile,Fragile Glass Frog,VU,NT,N,2020-3
Hyalinobatrachium ibama,,VU,LC,N,2020-3
Hyalinobatrachium pallidum,Guacharaquita Glass Frog,EN,NT,N,2020-3
Hyalinobatrachium tatayoi,Tatayo’s Glass Frog,LC,NT,N,2020-3
Hyalinobatrachium vireovittatum,Starrett's Glass Frog,DD,LC,N,2020-3
Hylophorbus nigrinus,,DD,LC,N,2020-3
Hylophorbus picoides,,DD,LC,N,2020-3
Hylophorbus rainerguentheri,,DD,LC,N,2020-3
Hylophorbus richardsi,,DD,LC,N,2020-3
Hylophorbus rufescens,,LC,DD,N,2020-3
Hylophorbus sextus,,DD,LC,N,2020-3
Hylophorbus tetraphonus,Four-note Mawatta Frog,DD,LC,N,2020-3
Hylophorbus wondiwoi,,DD,LC,N,2020-3
Hyloscirtus armatus,,LC,NT,G,2020-3
Hyloscirtus charazani,,EN,CR,N,2020-3
Hyloscirtus colymba,La Loma Treefrog,NT,EN,G,2020-3
Hyloscirtus jahni,Jahn's Stream Frog,NT,VU,N,2020-3
Hynobius chinensis,Chinese Hynobiid,EN,DD,N,2020-2
Hynobius maoershanensis,Maoershan Hynobiid,DD,CR,N,2020-2
Hynobius yiwuensis,,VU,LC,N,2020-2
Hyperolius zonatus,Nimba Reed Frog,NT,LC,N,2020-3
Hypopachus barberi,Barber's Sheep Frog,VU,NT,N,2020-3
Ichthyophis glutinosus,Ceylon Caecilian,LC,VU,N,2020-3
Ichthyophis orthoplicatus,Pattipola Caecilia,VU,EN,N,2020-3
Incilius campbelli,,NT,LC,N,2020-3
Incilius chompipe,,VU,EN,G,2020-3
Incilius cristatus,Large-crested Toad,CR,EN,N,2020-2
Incilius epioticus,Cerro Utyum Toad,LC,VU,N,2020-3
Incilius guanacaste,,DD,EN,N,2020-3
Incilius ibarrai,Jalapa Toad,EN,LC,N,2020-3
Incilius macrocristatus,Large-crested Toad,VU,NT,N,2020-3
Incilius perplexus,Confusing Toad,EN,LC,N,2020-3
Incilius pisinnus,Michoacan Toad,DD,EN,N,2020-2
Incilius porteri,,DD,LC,N,2020-2
Incilius tutelarius,,EN,VU,N,2020-3
Isthmohyla calypsa,,CR,CR(PE),N,2020-3
Isthmohyla debilis,Isla Bonita Treefrog,CR(PE),CR,N,2020-3
Isthmohyla infucata,,DD,EN,N,2020-3
Isthmohyla picadoi,Volcan Barba Treefrog,NT,LC,N,2020-3
Isthmohyla pictipes,Pico Blanco Treefrog,EN,CR,N,2020-3
Isthmohyla rivularis,American Cinchona Plantation Treefrog,CR,EN,G,2020-3
Isthmohyla zeteki,Zetek's Treefrog,NT,VU,N,2020-3
Isthmura bellii,Bell's False Brook Salamander,VU,LC,N,2020-3
Isthmura gigantea,Giant False Brook Salamander,CR,EN,N,2020-3
Isthmura naucampatepetl,Cofre de Perote Salamander,CR(PE),CR,N,2020-2
Kassina lamottei,Rainforest Running Frog,VU,LC,N,2020-3
Lankanectes corrugatus,Sri Lanka Wart Frog,LC,NT,N,2020-3
Leptobrachella alpina,,EN,NT,N,2020-3
Leptodactylus nesiotus,,VU,LC,N,2020-3
Leptopelis mackayi,Mackay's Forest Treefrog,DD,VU,N,2020-3
Leptopelis palmatus,Palm Forest Treefrog,VU,EN,N,2020-3
Leptopelis zebra,,NT,LC,N,2020-3
Lithobates johni,Moore's Frog,EN,VU,N,2020-2
Lithobates juliani,Maya Mountains Frog,NT,LC,N,2020-3
Lithobates megapoda,Big-footed Leopard Frog,VU,NT,N,2020-3
Lithobates miadis,Rana Leopardo Isleña,VU,CR,G,2020-2
Lithobates neovolcanicus,Transverse Volcanic Leopard Frog,NT,LC,N,2020-3
Lithobates omiltemanus,Guerreran Leopard Frog,CR,EN,N,2020-2
Lithobates psilonota,Smooth-backed Frog,DD,LC,N,2020-2
Lithobates sierramadrensis,Sierra Madre Occidental Frog,VU,LC,N,2020-3
Lithobates vibicarius,Rancho Redondo Frog,VU,EN,N,2020-3
Litoria becki,,VU,LC,N,2020-3
Litoria brongersmai,Brongersma's Treefrog,DD,LC,N,2020-3
Litoria bulmeri,Bulmer's Treefrog,DD,LC,N,2020-3
Litoria chloronota,Arfak Mountain Treefrog,DD,LC,N,2020-3
Litoria chrisdahli,,DD,LC,N,2020-3
Litoria contrastens,Barabuna Treefrog,DD,LC,N,2020-3
Litoria dorsivena,Eastern Mountains Treefrog,DD,LC,N,2020-3
Litoria dux,,DD,LC,N,2020-3
Litoria elkeae,,DD,LC,N,2020-3
Litoria graminea,Northern New Guinea Treefrog,DD,LC,N,2020-3
Litoria hilli,,DD,LC,N,2020-3
Litoria hunti,,DD,LC,N,2020-3
Litoria kumae,,DD,LC,N,2020-3
Litoria leucova,West Sepik Treefrog,DD,LC,N,2020-3
Litoria lutea,Faro Island Treefrog,VU,LC,N,2020-3
Litoria macki,,DD,LC,N,2020-3
Litoria majikthise,,DD,LC,N,2020-3
Litoria mucro,,DD,LC,N,2020-3
Litoria oenicolen,Trauna River Treefrog,DD,LC,N,2020-3
Litoria ollauro,,DD,LC,N,2020-3
Litoria purpureolata,,DD,LC,N,2020-3
Litoria quadrilineata,Lined Treefrog,VU,DD,N,2020-3
Litoria richardsi,,DD,LC,N,2020-3
Litoria rubrops,,DD,LC,N,2020-3
Litoria sanguinolenta,Sabang Treefrog,DD,LC,N,2020-3
Litoria scabra,,DD,LC,N,2020-3
Litoria singadanae,,DD,LC,N,2020-3
Litoria wisselensis,,VU,DD,N,2020-3
Liua shihi,Wushan Salamander,NT,LC,N,2020-2
Liuixalus hainanus,,DD,VU,N,2020-1
Liuixalus ocellatus,,EN,VU,N,2020-1
Liurana alpina,Alpine Papilla-tongued Frog,DD,VU,N,2020-2
Liurana xizangensis,Xizang Eastern Frog,DD,VU,N,2020-3
Mannophryne caquetio,Churuguara Collared Frog,CR,EN,N,2020-3
Mannophryne lamarcai,Socopo Collared Frog,CR,EN,N,2020-3
Mannophryne leonardoi,Turimiquire Collared Frog,EN,NT,N,2020-3
Mannophryne neblina,Sapito Acollarado de Rancho Grande,CR(PE),CR,N,2020-3
Mannophryne oblitterata,Guatopo Giant Collared Frog,DD,NT,N,2020-3
Mannophryne speeri,Speer’s Collared Frog,DD,CR,N,2020-3
Mannophryne trinitatis,Trinidad Poison Frog,VU,LC,N,2020-3
Mantella aurantiaca,Golden Mantella,CR,EN,N,2020-3
Mantophryne louisiadensis,Louisiade Archipelago Frog,DD,LC,N,2020-3
Mantophryne menziesi,Iarowari School Frog,DD,LC,N,2020-3
Megastomatohyla nubicola,Cloud Forest Treefrog,EN,CR,N,2020-2
Megophrys binchuanensis,Binchuan Horned Toad,NT,VU,N,2020-2
Megophrys caudoprocta,Convex-tailed Horned Toad,DD,EN,N,2020-2
Megophrys chuannanensis,Chuanan Short-legged Toad,DD,NT,N,2020-2
Megophrys huangshanensis,Huangshan Horned Toad,DD,LC,N,2020-1
Megophrys medogensis,Medog Horned Toad,DD,EN,N,2020-2
Megophrys omeimontis,Omei Horned Toad,NT,LC,N,2020-2
Megophrys zhangi,Zhang's Horned Toad,DD,NT,N,2020-2
Mertensophryne anotis,Chirinda Toad,EN,LC,N,2020-3
Metaphryniscus sosai,Sapito Rugoso Del Marahuaka,VU,NT,N,2020-2
Microhyla karunaratnei,Karunaratne's Narrow-mouth Frog,CR,EN,N,2020-3
Microkayla adenopleura,,VU,EN,N,2020-3
Microkayla ankohuma,,VU,CR,N,2020-3
Microkayla chacaltaya,,VU,EN,N,2020-3
Microkayla condoriri,,DD,VU,N,2020-3
Microkayla harveyi,,DD,CR,N,2020-3
Microkayla iatamasi,,LC,VU,N,2020-3
Microkayla illimani,,CR,EN,N,2020-3
Microkayla katantika,,LC,VU,N,2020-3
Microkayla kempffi,,VU,EN,N,2020-3
Microkayla pinguis,,VU,CR,N,2020-3
Microkayla quimsacruzis,,VU,EN,N,2020-3
Micryletta steinegeri,Stejneger's Paddy Frog,EN,VU,N,2020-1
Myersiohyla aromatica,Huachamacari odorous frog,DD,VU,N,2020-2
Myersiohyla inparquesi,Marahuaca Odorous Frog,DD,NT,N,2020-2
Myersiohyla loveridgei,Loveridge's Treefrog,DD,NT,N,2020-2
Nannophryne apolobambica,,DD,CR,N,2020-3
Nannophrys marmorata,Marbled Streamlined Frog,CR,EN,N,2020-3
Nanorana maculosa,Piebald Spiny Frog,EN,VU,N,2020-2
Nanorana medogensis,Medog Spiny Frog,DD,EN,N,2020-2
Nanorana taihangnica,Taihangshan Swelled-vented Frog,DD,LC,N,2020-2
Nanorana unculuanus,Yunnan Asian Frog,EN,VU,G,2020-2
Noblella ritarasquinae,,DD,LC,N,2020-3
Nototriton gamezi,Monteverde Moss Salamander,VU,LC,N,2020-3
Nototriton guanacaste,,VU,LC,N,2020-3
Nototriton major,,CR,EN,N,2020-3
Nototriton picadoi,La Estrella Salamander,NT,LC,G,2020-3
Nototriton richardi,Richard's Salamander,NT,LC,G,2020-3
Nototriton saslaya,Salamandra del Saslaya,VU,CR,G,2020-2
Nototriton stuarti,Stuart's Moss Salamander,DD,CR,N,2020-2
Nototriton tapanti,,VU,LC,N,2020-3
Nyctanolis pernix,Nimble Long-limbed Salamander,EN,VU,N,2020-3
Nyctimystes avocalis,Loud Big-eyed Treefrog,VU,LC,N,2020-3
Nyctimystes daymani,Dayman Big-eyed Treefrog,DD,LC,N,2020-3
Nyctimystes fluviatilis,Indonesian Big-eyed Treefrog,DD,LC,N,2020-3
Nyctimystes granti,Grant's Big-eyed Treefrog,DD,LC,N,2020-3
Nyctimystes gularis,Mondo Big-eyed Treefrog,DD,LC,N,2020-3
Nyctimystes papua,Papua Big-eyed Treefrog,DD,LC,N,2020-3
Nyctimystes persimilis,Milne Big-eyed Treefrog,DD,LC,N,2020-3
Nymphargus bejaranoi,Bolivian Cochran Frog,LC,EN,G,2020-3
Nymphargus pluvialis,Pistipata Cochran Frog,DD,EN,N,2020-3
Odorrana anlungensis,Lungtou Frog,DD,EN,N,2020-2
Odorrana hejiangensis,Hejiang Frog,DD,VU,N,2020-2
Odorrana kuangwuensis,Kuang-wu Shan Frog,EN,VU,N,2020-2
Odorrana lungshengensis,Lung-shen-hsien Frog,NT,LC,N,2020-3
Odorrana nasuta,Hainan Bamboo-leaf Frog,VU,LC,N,2020-1
Odorrana tormota,Anhui Sucker Frog,VU,LC,N,2020-1
Odorrana wuchuanensis,Wuchuan Frog,CR,VU,N,2020-2
Oedipina altura,Cartago Worm Salamander,CR,DD,N,2020-3
Oedipina cyclocauda,Costa Rica Worm Salamander,LC,NT,N,2020-2
Oedipina ignea,Chimaltenango Worm Salamander,DD,EN,N,2020-3
Oedipina paucidentata,El Empalme Worm Salamander,CR(PE),DD,N,2020-3
Oedipina pseudouniformis,,EN,DD,N,2020-3
Oedipina savagei,Savage's Worm Salamander,DD,VU,N,2020-3
Oedipina taylori,Taylor's Worm Salamander,LC,EN,N,2020-2
Oedipina uniformis,Cienega Colorado Worm Salamander,NT,LC,G,2020-3
Oophaga arborea,Polkadot Poison Frog,EN,CR,N,2020-3
Oophaga speciosa,Splendid Poison Frog,EN,EX,N,2020-2
Oreobates choristolemma,,DD,VU,N,2020-3
Oreobates discoidalis,,LC,DD,N,2020-3
Oreobates zongoensis,,CR(PE),CR,N,2020-3
Oreolalax granulosus,Spiny Warty Toothed Toad,VU,NT,N,2020-2
Oreolalax lichuanensis,Lichuan Toothed Toad,NT,LC,N,2020-2
Oreolalax major,Large Toothed Toad,VU,LC,N,2020-2
Oreolalax multipunctatus,Spotted Toothed Toad,VU,EN,N,2020-2
Oreolalax nanjiangensis,Nanjiang Toothed Toad,DD,VU,N,2020-2
Oreolalax rugosus,Chaochiao Lazy Toad,NT,LC,N,2020-2
Oreophryne albopunctata,White-dotted Cross Frog,DD,LC,N,2020-3
Oreophryne brevirostris,,DD,VU,N,2020-3
Oreophryne crucifer,Common Cross Frog,DD,LC,N,2020-3
Oreophryne idenburgensis,Idenburg Cross Frog,DD,LC,N,2020-3
Oreophryne insulana,Goodenough Cross Frog,DD,VU,N,2020-3
Oreophryne minuta,,DD,LC,N,2020-3
Oreophryne moluccensis,Moluccan Cross Frog,DD,LC,N,2020-3
Oreophryne notata,,DD,LC,N,2020-3
Oreophrynella cryptica,Auyantepui Bush Toad,VU,NT,N,2020-3
Oscaecilia osae,Airstrip Caecilia,DD,LC,N,2020-3
Papurana volkerjane,,DD,LC,N,2020-3
Papurana waliesa,,VU,LC,N,2020-3
Parapelophryne scalpta,,EN,VU,N,2020-1
Parvimolge townsendi,Townsend's Salamander,CR,VU,G,2020-3
Pelobates cultripes,Western Spadefoot,NT,VU,N,2020-3
Pelophylax cretensis,Cretan Frog,EN,VU,N,2020-3
Pelophylax epeiroticus,Epirus Water Frog,VU,NT,N,2020-3
Pelophylax shqipericus,Albanian Water Frog,EN,VU,N,2020-3
Petropedetes johnstoni,Johnston's Water Frog,NT,LC,N,2020-3
