Scientific name,Common name,"IUCN Red List(2009)Category","IUCN RedList (2010)Category","Reason forchange","Red Listversion"
Encephalartos septentrionalis,Nile Cycad,DD,NT,N,2010
Encephalartos umbeluziensis,Umbeluzi Cycad,VU,EN,N,2010
Encephalartos whitelockii,,VU,CR,G,2010
Macrozamia conferta,,EN,VU,N,2010
Macrozamia cranei,,VU,EN,N,2010
Macrozamia fawcettii,,LC,NT,N,2010
Macrozamia lomandroides,,VU,EN,G,2010
Macrozamia longispina,,LC,NT,N,2010
Macrozamia moorei,,LC,NT,N,2010
Macrozamia platyrhachis,,LC,VU,N,2010
Macrozamia plurinervia,,NT,EN,N,2010
Macrozamia stenomera,,LC,NT,N,2010
Macrozamia viridis,,VU,EN,N,2010
Stangeria eriopus,Natal Grass Cycad,NT,VU,G,2010
Zamia acuminata,,NT,VU,N,2010
Zamia gentryi,,VU,CR,N,2010
Zamia inermis,,CR,CR,N,2010
Zamia ipetiensis,,VU,EN,N,2010
Zamia lucayana,,NT,EN,N,2010
Zamia neurophyllidia,,NT,VU,N,2010
Zamia portoricensis,,CR,EN,N,2010
Zamia purpurea,,EN,CR,N,2010
Zamia pygmaea,,DD,CR,N,2010
FLOWERING PLANTS,,,,,
Acropogon bullatus,,VU,NT,N,2010
Aglaia cucullata,,LR/nt,DD,N,2010
Albizia guillainii,,CR,VU,N,2010
Aponogeton azureus,,DD,VU,N,2010
Carum foetidum,,CR,NT,N,2010
Culcasia orientalis,,LC,DD,N,2010
Diospyros minimifolia,,VU,NT,N,2010
Eugenia ericoides,,VU,NT,N,2010
Ixora margaretae,,CR,VU,N,2010
Ledermanniella thalloidea,,VU,EN,N,2010
Pittosporum brevispinum,,CR,EN,N,2010
Pittosporum gatopense,,EN,VU,N,2010
Polyscias nothisii,,VU,EN,N,2010
Psychotria deverdiana,,EN,VU,N,2010
Terminalia cherrieri,,CR,EN,N,2010
