Scientific name,Common name,"IUCN Red List(2020)Category","IUCN RedList (2021)Category","Reason forchange","Red Listversion"
Eleutherodactylus jamaicensis,Jamaican Bromeliad Frog,EN,CR,N,2021-1
Eleutherodactylus jasperi,Golden Coqui,CR,CR(PE),N,2021-1
Eleutherodactylus locustus,Locust Coqui,CR,EN,N,2021-1
Eleutherodactylus pantoni,Jamaican Yellow-bellied Frog,NT,VU,N,2021-1
Eleutherodactylus pentasyringos,John Crow Yellow-bellied Frog,VU,EN,N,2021-1
Eleutherodactylus richmondi,Richmond's Coqui,CR,EN,N,2021-1
Eleutherodactylus rogersi,Bahamian Flat-headed Frog,DD,LC,N,2021-1
Eleutherodactylus unicolor,Dwarf Coqui,VU,CR,N,2021-1
Gastrotheca helenae,Helena's Marsupial Frog,DD,EN,N,2021-1
Gracixalus ananjevae,Ananjeva Asian Treefrog,DD,LC,N,2021-3
Gracixalus carinensis,Karin Hills Bushfrog,LC,DD,N,2021-3
Gracixalus quyeti,Quyet's Treefrog,EN,VU,N,2021-3
Hynobius abei,Abe's Salamander,CR,EN,N,2021-1
Hynobius amjiensis,Amji Hynobiid,CR,EN,N,2021-3
Hynobius arisanensis,Arisan Hynobiid,VU,EN,N,2021-3
Hynobius boulengeri,Odaigahara Salamander,VU,EN,N,2021-1
Hynobius dunni,Dunn's Oriental Salamander,EN,VU,N,2021-1
Hynobius guabangshanensis,Guabangshan Hynobiid,DD,CR,N,2021-3
Hynobius katoi,Akaishi Salamander,DD,EN,N,2021-1
Hynobius naevius,Blotched Salamander,LC,EN,N,2021-1
Hynobius okiensis,Oki Salamander,CR,EN,N,2021-1
Hynobius stejnegeri,Smaller Blotched Salamander,LC,NT,N,2021-1
Hynobius tsuensis,Tsushima Salamander,LC,NT,G,2021-3
Hyperolius cystocandicans,Tigoni Reed Frog,NT,EN,G,2021-3
Hyperolius sheldricki,Sheldrick's Reed Frog,LC,DD,N,2021-3
Ichthyophis kohtaoensis,Koa Tao Island Caecilian,LC,DD,N,2021-3
Leptobrachella fuliginosa,,DD,LC,N,2021-3
Leptobrachella sola,Hala Bala Litter Toad,EN,LC,N,2021-3
Leptobrachium buchardi,Buchard’s Spadefoot Toad,DD,EN,N,2021-3
Leptobrachium xanthospilum,Yellow-spotted Spadefood Toad,DD,EN,N,2021-3
Mannophryne cordilleriana,Andean Collared Frog,CR,VU,N,2021-1
Megophrys gerti,Gert's Mountain Toad,DD,EN,N,2021-3
Megophrys hansi,,DD,LC,N,2021-3
Megophrys longipes,Malacca Spadefoot Toad,NT,LC,N,2021-3
Melanophryniscus krauczuki,,DD,LC,N,2021-3
Micryletta erythropoda,Mada Paddy Frog,DD,LC,N,2021-3
Odorrana aureola,Gold-flanked Odorous Frog,DD,LC,N,2021-3
Odorrana bolavensis,Bolaven Odorous Frog,DD,EN,N,2021-3
Odorrana gigatympana,Big-eared Odorous Frog,DD,LC,N,2021-3
Odorrana trankieni,Trankien Frog,DD,NT,N,2021-3
Oreolalax sterlingae,Sterling's Toothed Toad,CR,EN,N,2021-3
Osteopilus crucialis,Jamaican Snoring Frog,EN,VU,N,2021-1
Osteopilus ocellatus,Jamaican Laughing Frog,LC,NT,N,2021-1
Osteopilus wilderi,Jamaican Green Treefrog,EN,VU,N,2021-1
Peltophryne lemur,Puerto Rican Crested Toad,CR,EN,G,2021-1
Philautus abditus,Buon Luoi Shrub Frog,DD,LC,N,2021-3
Phrynobatrachus irangi,Irangi Puddle Frog,EN,CR,N,2021-3
Pleurodeles nebulosus,Algerian Ribbed Newt,VU,LC,N,2021-3
Pristimantis anolirex,Santander Robber Frog,NT,VU,N,2021-1
Pristimantis briceni,,VU,EN,G,2021-1
Pristimantis colostichos,Los Conejos Short-banded Paramo Frog,VU,EN,N,2021-1
Pristimantis culatensis,La Culata’s Paramo Frog,DD,EN,N,2021-1
Pristimantis euphronides,Grenada Frog,EN,CR,N,2021-1
Pristimantis flabellidiscus,Los Aranguren Paramo Frog,DD,VU,N,2021-1
Pristimantis jabonensis,Jabon Paramo Frog,DD,VU,N,2021-1
Pristimantis kareliae,,NT,CR,G,2021-1
Pristimantis pedimontanus,,DD,VU,N,2021-1
Pristimantis rhigophilus,,DD,VU,N,2021-1
Pristimantis telefericus,Merida Cable Car Frog,DD,CR,N,2021-1
Pristimantis thyellus,,DD,CR,N,2021-1
Pseudophilautus abundus,Labungama Shrub Frog,LC,EN,N,2021-3
Pseudophilautus pleurotaenia,Side-striped Shrub Frog,EN,VU,N,2021-3
Pseudophilautus reticulatus,,EN,VU,N,2021-3
Pulchrana banjarana,Highland Swamp Frog,NT,LC,N,2021-3
Quasipaa fasciculispina,Thai Paa Frog,VU,LC,N,2021-3
Rana tsushimensis,Tsushima Brown Frog,LC,NT,G,2021-1
Rhacophorus hoanglienensis,Hoanglien Frog,DD,LC,N,2021-3
Scinax manriquei,Manrique Snouted Treefrog,LC,NT,G,2021-1
Scutiger ningshanensis,Ningshan Lazy Toad,EN,LC,N,2021-3
Sylvirana mortenseni,Koh Chang Island Frog,NT,LC,N,2021-3
Tachiramantis lentiginosus,Guacharaquita Robber Frog,DD,EN,N,2021-1
Tepuihyla rodriguezi,Rodriguez's Amazon Treefrog,DD,NT,N,2021-1
Theloderma laeve,Smooth Bug-eyed Frog,DD,LC,N,2021-3
Theloderma truongsonense,Truong Son Bug-eyed Frog,DD,LC,N,2021-3
Tylototriton verrucosus,Crocodile Newt,LC,NT,N,2021-3
Tylototriton vietnamensis,Vietnamese Crocodile Newt,EN,VU,N,2021-3
Zhangixalus hui,,DD,LC,N,2021-1
Zhangixalus jarujini,,DD,LC,N,2021-3
Zhangixalus minimus,Minimal Treefrog,EN,NT,N,2021-3
Zhangixalus nigropunctatus,,NT,LC,N,2021-3
Zhangixalus owstoni,Owston's Green Tree Frog,LC,NT,N,2021-1
Zhangixalus taipeianus,Taipei Flying Frog,NT,VU,N,2021-3
Zhangixalus yaoshanensis,,EN,NT,G,2021-1
"",,,,,
BONY FISHES (Actinopterygii),,,,,
Acestrorhynchus maculipinna,,LC,DD,N,2021-1
Alosa alabamae,Alabama Shad,DD,NT,N,2021-1
Ancylopsetta kumperae,Foureyed Flounder,DD,LC,N,2021-1
Barbodes cataractae,,DD,CR(PE),N,2021-2
Barbodes manguaoensis,,VU,CR,N,2021-2
Belobranchus belobranchus,Throatspine Gudgeon,DD,LC,N,2021-1
Boesemania microlepis,Smallscale Croaker,NT,DD,N,2021-1
Boroda expatria,,VU,CR,N,2021-2
Clarias macrocephalus,Broadhead Catfish,NT,DD,N,2021-2
Cyclocheilichthys schoppeae,Schoppe's Barb,DD,EN,N,2021-2
Cynoscion acoupa,Acoupa Weakfish,LC,VU,G,2021-1
Gambusia dominicensis,Domingo Mosquito Fish,EN,DD,N,2021-1
Glossogobius hoesei,Hoese's Goby,DD,EN,N,2021-1
Hampala lopezi,,CR,EN,N,2021-2
Laeops kitaharae,Kithara's Flounder,DD,LC,N,2021-1
Lentipes venustus,Venus Goby,DD,LC,N,2021-1
Lucifuga dentata,Toothed Cuban Cusk-Eel,VU,EN,N,2021-1
Lucifuga subterranea,Pez Ciego,VU,EN,N,2021-1
Meiacanthus anema,Threadless Blenny,DD,LC,N,2021-1
Mistichthys luzonensis,,LR/cd,VU,N,2021-2
Mogurnda lineata,Kokoda Mogurnda,LR/lc,EN,N,2021-1
Mogurnda orientalis,Eastern Mogurnda,LR/lc,EN,N,2021-1
Mugilogobius fusculus,Obscure Mangrove Goby,DD,LC,N,2021-1
Omox biporos,Omox Blenny,DD,LC,N,2021-1
Oxyeleotris wisselensis,Paniai Gudgeon,DD,EN,N,2021-1
Pandaka pygmaea,Dwarf Pygmy Goby,CR,DD,N,2021-2
Rasbora baliensis,,VU,LC,N,2021-1
Rasbora everetti,,DD,LC,N,2021-2
Rasbora philippina,Mindanao Rasbora,DD,NT,N,2021-2
Rasbora taytayensis,,DD,VU,N,2021-2
Redigobius oyensi,Oyens Goby,DD,LC,N,2021-1
Samariscus huysmani,Huysman's Righteye Flounder,DD,LC,N,2021-2
Stenogobius psilosinionus,Barcheek Goby,DD,LC,N,2021-1
Sympterichthys unipennis,Smooth Handfish,EX,DD,N,2021-3
Thunnus alalunga,Albacore Tuna,NT,LC,G,2021-2
Thunnus albacares,Yellowfin Tuna,NT,LC,G,2021-2
Thunnus maccoyii,Southern Bluefin Tuna,CR,EN,G,2021-2
Thunnus orientalis,Pacific Bluefin Tuna,VU,NT,N,2021-2
Thunnus thynnus,Atlantic Bluefin Tuna,EN,LC,G,2021-2
Totoaba macdonaldi,Totoaba,CR,VU,N,2021-2
Trichomycterus sandovali,Laucha,LC,VU,N,2021-3
Trichomycterus santanderensis,,LC,CR,N,2021-3
Trichomycterus sketi,,LC,VU,N,2021-3
Trichomycterus uisae,Trepador,LC,VU,N,2021-3
"",,,,,
SHARKS & RAYS (Chondrichthyes),,,,,
Aetobatus narinari,Whitespotted Eagle Ray,NT,EN,N,2021-1
Aetomylaeus bovinus,Duckbill Eagle Ray,DD,CR,N,2021-1
Amblyraja frerichsi,Thickbody Skate,DD,VU,N,2021-2
Apristurus fedorovi,Stout Catshark,DD,LC,N,2021-1
Apristurus japonicus,Japanese Catshark,DD,LC,N,2021-1
Apristurus macrorhynchus,Flathead Catshark,DD,LC,N,2021-1
Atelomycterus baliensis,Bali Catshark,VU,LC,N,2021-2
Bathyraja hesperafricana,West African Skate,DD,LC,N,2021-2
Bathytoshia lata,Brown Stingray,LC,VU,N,2021-2
Brevitrygon imbricata,Bengal Whipray,DD,VU,N,2021-1
Carcharhinus acronotus,Blacknose Shark,NT,EN,G,2021-1
Carcharhinus amblyrhynchoides,Graceful Shark,NT,VU,N,2021-2
Carcharhinus amboinensis,Pigeye Shark,DD,VU,N,2021-2
Carcharhinus borneensis,Borneo Shark,EN,CR,N,2021-2
Carcharhinus hemiodon,Pondicherry Shark,CR(PE),CR,N,2021-1
Carcharhinus isodon,Finetooth Shark,LC,NT,N,2021-1
Carcharhinus leucas,Bull Shark,NT,VU,N,2021-2
Carcharhinus limbatus,Blacktip Shark,NT,VU,N,2021-2
Carcharhinus perezi,Caribbean Reef Shark,NT,EN,G,2021-1
Carcharhinus plumbeus,Sandbar Shark,VU,EN,N,2021-2
Carcharhinus sealei,Blackspot Shark,NT,VU,N,2021-2
Carcharhinus signatus,Night Shark,VU,EN,G,2021-1
Carcharias taurus,Sand Tiger Shark,VU,CR,N,2021-2
Centrophorus tessellatus,Mosaic Gulper Shark,DD,EN,N,2021-1
Centroscyllium excelsum,Highfin Dogfish,DD,NT,N,2021-1
Centroscyllium ritteri,Whitefin Dogfish,DD,LC,N,2021-1
Cephaloscyllium sarawakensis,Sarawak Pygmy Swell Shark,DD,CR,N,2021-2
Cirrhoscyllium japonicum,Saddled Carpetshark,DD,LC,N,2021-1
Dasyatis marmorata,Marbled Stingray,DD,NT,N,2021-2
Dasyatis pastinaca,Common Stingray,DD,VU,N,2021-2
Dipturus doutrei,Javelin Skate,DD,LC,N,2021-2
Dipturus gigas,Giant Skate,DD,NT,N,2021-1
Dipturus macrocauda,Bigtail Skate,DD,NT,N,2021-1
Dipturus tengu,Acutenose Skate,DD,NT,N,2021-1
Etmopterus polli,African Lanternshark,DD,LC,N,2021-2
Etmopterus spinax,Velvet Belly Lanternshark,LC,VU,N,2021-2
Fontitrygon garouaensis,Smooth Stingray,VU,CR,N,2021-2
Fontitrygon margarita,Daisy Whipray,EN,VU,N,2021-2
Fontitrygon margaritella,Pearl Whipray,DD,NT,N,2021-2
Fontitrygon ukpam,Thorny Whipray,EN,CR,N,2021-2
Galeus longirostris,Longnose Sawtail Catshark,DD,LC,N,2021-1
Galeus nipponensis,Broadfin Sawtail Catshark,DD,LC,N,2021-1
Galeus polli,African Sawtail Catshark,LC,VU,N,2021-2
Ginglymostoma cirratum,Atlantic Nurse Shark,DD,VU,N,2021-1
Glyphis garricki,Northern River Shark,CR,VU,N,2021-2
Glyphis glyphis,Speartooth Shark,EN,VU,N,2021-2
Gymnura altavela,Spiny Butterfly Ray,VU,EN,N,2021-1
Gymnura japonica,Japanese Butterfly Ray,DD,VU,N,2021-1
Gymnura micrura,Smooth Butterfly Ray,DD,NT,N,2021-1
Gymnura poecilura,Longtail Butterfly Ray,NT,VU,N,2021-1
Gymnura tentaculata,Tentacled Butterfly Ray,DD,CR,N,2021-1
Gymnura zonura,Zonetail Butterfly Ray,VU,EN,N,2021-1
Hemitriakis japanica,Japanese Topeshark,LC,EN,G,2021-1
Hemitriakis leucoperiptera,Whitefin Topeshark,EN,CR,N,2021-2
Hemitrygon fluviorum,Estuary Stingray,VU,NT,N,2021-2
Hemitrygon izuensis,Izu Stingray,NT,VU,N,2021-1
Himantura uarnak,Coach Whipray,VU,EN,N,2021-2
Hypanus rudis,Smalltooth Stingray,DD,CR,N,2021-2
Leptocharias smithii,Barbeled Houndshark,NT,VU,N,2021-2
Leucoraja leucosticta,Whitedapple Skate,DD,NT,N,2021-2
Loxodon macrorhinus,Sliteye Shark,LC,NT,N,2021-2
Mustelus asterias,Starry Smoothhound,LC,NT,G,2021-1
Mustelus mustelus,Common Smoothhound,VU,EN,N,2021-2
Mustelus norrisi,Narrowfin Smoothhound,DD,NT,N,2021-1
Mustelus punctulatus,Blackspotted Smoothhound,DD,VU,N,2021-1
Mustelus sinusmexicanus,Gulf of Mexico Smoothhound,DD,LC,N,2021-1
Mustelus widodoi,Whitefin Smoothhound,DD,VU,N,2021-2
Myliobatis aquila,Common Eagle Ray,DD,CR,N,2021-1
Myliobatis tobijei,Japanese Eagle Ray,DD,VU,N,2021-1
Narcine atzi,Oman Numbfish,DD,VU,N,2021-2
Narcine prodorsalis,Tonkin Numbfish,DD,EN,N,2021-2
Narcine timlei,Brown Numbfish,DD,VU,N,2021-2
Narke dipterygia,Spottail Sleeper Ray,DD,VU,N,2021-2
Negaprion acutidens,Sharptooth Lemon Shark,VU,EN,N,2021-2
Negaprion brevirostris,Lemon Shark,NT,VU,N,2021-1
Neoraja africana,West African Dwarf Skate,DD,LC,N,2021-2
Okamejei acutispina,Sharpspine Skate,DD,VU,N,2021-1
Okamejei kenojei,Spiny Skate,DD,VU,N,2021-1
Okamejei meerdervoortii,Bigeye Skate,DD,VU,N,2021-1
Okamejei schmidti,Browneye Skate,DD,VU,N,2021-1
Oxynotus centrina,Angular Roughshark,VU,EN,N,2021-2
Oxynotus japonicus,Japanese Roughshark,DD,VU,N,2021-1
Oxynotus paradoxus,Sailfin Roughshark,DD,VU,N,2021-2
Paragaleus pectoralis,Atlantic Weasel Shark,DD,EN,N,2021-2
Paragaleus randalli,Slender Weasel Shark,NT,VU,N,2021-2
Parmaturus pilosus,Salamander Catshark,DD,LC,N,2021-1
Pastinachus ater,Broad Cowtail Ray,LC,VU,N,2021-1
Pateobatis hortlei,Hortle's Whipray,VU,NT,N,2021-2
Platyrhina sinensis,Chinese Fanray,VU,EN,N,2021-1
Raja straeleni,Biscuit Skate,DD,NT,N,2021-2
Rajella sadowskii,Brazilian Skate,DD,LC,N,2021-2
Rhinobatos albomaculatus,Whitespotted Guitarfish,VU,CR,G,2021-1
Rhinobatos annandalei,Bengal Guitarfish,DD,CR,N,2021-2
Rhinobatos irvinei,Spineback Guitarfish,VU,CR,G,2021-1
Rhinobatos jimbaranensis,Jimbaran Guitarfish,VU,CR,N,2021-2
Rhinobatos lionotus,Smoothback Guitarfish,DD,CR,N,2021-2
Rhinobatos penggali,Indonesian Guitarfish,VU,EN,N,2021-2
Rhinobatos rhinobatos,Common Guitarfish,EN,CR,G,2021-1
Rhinobatos schlegelii,Brown Guitarfish,DD,CR,N,2021-1
Rhinoptera javanica,Javanese Cownose Ray,VU,EN,N,2021-2
Rhinoptera marginata,Lusitanian Cownose Ray,NT,CR,G,2021-2
Rhizoprionodon oligolinx,Grey Sharpnose Shark,LC,NT,N,2021-2
Rhizoprionodon porosus,Caribbean Sharpnose Shark,LC,VU,N,2021-1
Scyliorhinus stellaris,Nursehound,NT,VU,N,2021-2
Scymnodon ichiharai,Japanese Velvet Dogfish,DD,VU,N,2021-1
Somniosus pacificus,Pacific Sleeper Shark,DD,NT,N,2021-2
Squalus brevirostris,Japanese Shortnose Spurdog,DD,EN,N,2021-1
Squatina japonica,Japanese Angelshark,VU,CR,N,2021-1
Squatina nebulosa,Clouded Angelshark,VU,EN,N,2021-1
Styracura schmardae,Atlantic Chupare,DD,EN,N,2021-1
Taeniura lymma,Bluespotted Lagoon Ray,NT,LC,N,2021-1
Telatrygon acutirostra,Sharpnose Ray,NT,VU,N,2021-1
Telatrygon zugei,Pale-edge Sharpnose Ray,NT,VU,N,2021-2
Tetronarce nobiliana,Great Torpedo Ray,DD,LC,N,2021-2
Tetronarce tokionis,Longtail Torpedo Ray,DD,LC,N,2021-1
Torpedo bauchotae,Rosette Torpedo,DD,EN,N,2021-2
Torpedo mackayana,West African Torpedo,DD,EN,N,2021-2
Torpedo marmorata,Marbled Torpedo Ray,DD,VU,N,2021-2
Torpedo torpedo,Ocellate Torpedo,DD,VU,N,2021-2
Triakis scyllium,Banded Houndshark,LC,EN,N,2021-1
Zanobatus schoenleinii,Striped Panray,DD,VU,N,2021-2
"",,,,,
BUTTERFLIES & MOTHS (Insecta: Lepidoptera),,,,,
Agrotis crinigera,Larger Native Cutworm,EX,CR,N,2021-3
Agrotis fasciata,Midway Noctuid Moth,EX,CR,N,2021-3
Agrotis kerri,Kerr's Noctuid Moth,EX,CR,N,2021-3
Agrotis laysanensis,Laysan Noctuid Moth,EX,CR,N,2021-3
Agrotis photophila,,EX,CR,N,2021-3
Agrotis procellaris,Procellaris Grotis Noctuid Moth,EX,CR,N,2021-3
Aloeides pringlei,Pringle's Copper,VU,LC,N,2021-3
Iolaus aphnaeoides,Yellow-banded Sapphire,LR/nt,LC,N,2021-3
Parnassius apollo,Apollo,VU,LC,N,2021-1
"",,,,,
DRAGONFLIES & DAMSELFLIES (Insecta: Odonata),,,,,
Anisogomphus ceylonicus,Sri Lankan Clubtail,CR,CR(PE),N,2021-3
Ceylonosticta adami,Adam’s Shadowdamsel,CR,EN,N,2021-3
Ceylonosticta austeni,Austin’s Shadowdamsel,CR,EN,N,2021-3
Ceylonosticta hilaris,Merry Shadowdamsel,CR,EN,N,2021-3
Ceylonosticta montana,Dark Knob-tipped Shadowdamsel,CR,EN,N,2021-3
Ceylonosticta submontana,Bordered Knob-tipped Shadowdamsel,CR,EN,N,2021-3
Ceylonosticta walli,Wall's Shadowdamsel,DD,EN,N,2021-3
Cyclogomphus gynostylus,Transvestite Clubtail,VU,LC,N,2021-3
Elattoneura caesia,Jungle Threadtail,EN,VU,N,2021-3
Elattoneura leucostigma,Smoky-winged Threadtail,CR,EN,N,2021-3
Elattoneura oculata,Two-spotted Threadtail,EN,VU,N,2021-3
Epipleoneura tariana,,DD,LC,N,2021-1
Gomphidia pearsoni,Rivulet Tiger,EN,VU,N,2021-3
Heliogomphus lyratus,Lyrate Grappletail,CR,EN,N,2021-3
Heliogomphus nietneri,Nietner’s Grappletail,CR,EN,N,2021-3
Heliogomphus walli,Wall's Grappletail,NT,VU,N,2021-3
Indocypha katharina,,DD,LC,N,2021-1
Macrogomphus lankanensis,Sri Lankan Forktail,VU,NT,N,2021-3
Microgomphus wijaya,Wijaya’s Scissortail,EN,VU,N,2021-3
Mortonagrion ceylonicum,Sri Lanka Midget,DD,EN,N,2021-3
Nihonogomphus semanticus,,DD,LC,N,2021-1
Onychogomphus cazuma,Cazuma Pincertail,EN,VU,N,2021-2
Orthetrum rubens,Elusive Skimmer,CR,VU,N,2021-3
Philosina buchi,,DD,LC,N,2021-1
Sieboldius alexanderi,Small Dragonhunter,DD,LC,N,2021-1
Sinhalestes orientalis,Emerald Sri Lanka Spreadwing,CR,EN,N,2021-3
Sympetrum dilatatum,St. Helena Darter,CR,EX,N,2021-3
Tetrathemis yerburii,Yerbury’s Elf,EN,VU,N,2021-3
"",,,,,
MOLLUSCS (Mollusca),,,,,
Pseudamnicola pisolinus,,VU,DD,N,2021-1
"",,,,,
MILLIPEDES (Diplopoda),,,,,
Doratogonus barbatus,Bearded Black Millipede,VU,NT,N,2021-2
Doratogonus cristulatus,Cristulate Black Millipede,LC,NT,N,2021-2
Doratogonus falcatus,Sickle-shaped Black Millipede,LC,NT,N,2021-2
Doratogonus herberti,Herbert's Black Millipede,VU,NT,N,2021-2
Doratogonus hoffmani,Hoffman's Black Millipede,VU,NT,N,2021-2
Doratogonus infragilis,Strong Black Millipede,EN,NT,N,2021-2
Doratogonus levigatus,,LC,NT,N,2021-2
Doratogonus liberatus,,DD,NT,N,2021-2
Doratogonus major,Major Black Millipede,CR,NT,N,2021-2
Doratogonus meridionalis,Southern Black Millipede,VU,NT,N,2021-2
Doratogonus minor,Minor Black Millipede,EN,DD,N,2021-2
Doratogonus montanus,Montane Black Millipede,LC,NT,N,2021-2
Doratogonus natalensis,Natal Black Millipede,VU,EN,N,2021-2
Doratogonus praealtus,High-altitude Black Millipede,DD,VU,N,2021-2
Doratogonus precarius,Precarious Black Millipede,VU,DD,N,2021-2
Doratogonus stephensi,Stephens's Black Millipede,DD,LC,N,2021-2
"",,,,,
FLOWERING PLANTS (Liliopsida and Magnoliopsida),,,,,
Abarema longipedunculata,,LR/nt,LC,N,2021-1
Abarema oxyphyllidia,,VU,CR,N,2021-2
Aglaia agglomerata,,LR/nt,LC,N,2021-3
Aglaia brownii,,VU,LC,N,2021-3
Aglaia cremea,,VU,LC,N,2021-2
Aglaia euryanthera,,LR/nt,LC,N,2021-3
Aglaia flavescens,,VU,LC,N,2021-3
Aglaia integrifolia,,VU,CR,N,2021-2
Aglaia lepidopetala,,LR/nt,LC,N,2021-3
Aglaia mackiana,,CR,DD,N,2021-2
Aglaia multinervis,,LR/nt,LC,N,2021-1
Aglaia penningtoniana,,VU,EN,N,2021-2
Aglaia polyneura,,VU,LC,N,2021-3
Aglaia rubrivenia,,VU,CR,N,2021-3
Aglaia tenuicaulis,,VU,LC,N,2021-1
Aiouea benthamiana,,LR/lc,EN,N,2021-2
Aiouea lehmannii,,LR/lc,EN,N,2021-2
Albizia carrii,,VU,NT,N,2021-2
Albizia ferruginea,,VU,NT,N,2021-1
Albizia leonardii,,VU,CR,N,2021-1
Alectryon repandodentatus,,VU,NT,N,2021-3
Allexis obanensis,,VU,EN,N,2021-3
Allophylus agbala,,VU,CR(PE),N,2021-1
Aloe benishangulana,,DD,CR,N,2021-3
Aloe clarkei,,LC,DD,N,2021-3
Alseodaphnopsis hainanensis,,VU,EN,N,2021-3
Alstonia breviloba,,VU,EN,N,2021-2
Anisophyllea griffithii,,LR/lc,NT,N,2021-1
Anisophyllea nitida,,VU,EN,N,2021-3
Annona andicola,Cherimoya de Monte,LR/nt,LC,N,2021-2
Annona bahiensis,,VU,LC,N,2021-3
Annona boliviana,,EN,NT,N,2021-2
Annona calcarata,,EN,VU,N,2021-3
Annona centrantha,,DD,LC,N,2021-1
Annona conica,,EN,VU,N,2021-2
Annona deceptrix,,EN,VU,N,2021-2
Annona deminuta,,VU,LC,N,2021-1
Annona dolichophylla,,VU,LC,N,2021-1
Annona helosioides,,CR,LC,N,2021-2
Annona herzogii,,LR/cd,LC,N,2021-2
Annona jamaicensis,Wild Soursop,LR/nt,VU,N,2021-2
Annona manabiensis,,CR,EN,N,2021-2
Annona neovelutina,,LR/nt,DD,N,2021-2
Annona praetermissa,Wild Cherimoya,VU,DD,N,2021-3
Annona xylopiifolia,,LR/nt,VU,N,2021-3
Arbutus xalapensis,Madrón,LR/cd,LC,N,2021-1
Archidendron forbesii,,VU,EN,N,2021-2
Ateleia popenoei,,DD,CR,N,2021-2
Autranella congolensis,,CR,EN,N,2021-1
Bactris longiseta,Huiscoyol,VU,EN,N,2021-1
Baikiaea plurijuga,Rhodesian-teak,LR/nt,LC,N,2021-3
Balthasaria mannii,,VU,CR,N,2021-3
Beilschmiedia ambigua,,VU,CR(PE),N,2021-1
Beilschmiedia bracteata,,VU,CR,N,2021-3
Beilschmiedia mayumbensis,,VU,EN,N,2021-3
Beilschmiedia vermoesenii,,VU,CR,N,2021-3
Beilschmiedia zeylanica,,EN,VU,N,2021-2
Bivinia jalbertii,,LR/nt,LC,N,2021-2
Blepharidium guatemalense,"Sacjisché, Sagisché",EN,LC,N,2021-1
Brachystegia angustistipulata,,LR/lc,VU,G,2021-1
Brachystegia bakeriana,,VU,LC,N,2021-3
Bulbophyllum platybulbum,,CR,VU,N,2021-3
Bulbophyllum porphyrostachys,,LR/nt,VU,N,2021-3
Buxus vahlii,Diablito de Tres Cuernos,CR,EN,N,2021-2
Calophyllum bicolor,,LR/lc,NT,N,2021-3
Calophyllum brassii,,DD,LC,N,2021-3
Calophyllum collinum,,DD,EN,N,2021-3
Calophyllum heterophyllum,,DD,EN,N,2021-3
Calophyllum hirasimum,,DD,VU,N,2021-3
Calophyllum laticostatum,,DD,NT,N,2021-2
Calophyllum novoguineense,,LR/lc,DD,N,2021-3
Calophyllum persimile,,DD,EN,N,2021-3
Calophyllum piluliferum,,DD,CR,N,2021-3
Calophyllum robustum,,VU,EN,N,2021-2
Calophyllum streimannii,,DD,EN,N,2021-2
Capurodendron ludiifolium,,VU,EN,N,2021-1
Casearia williamsiana,,CR,EN,N,2021-3
Celtis lindheimeri,Lindheimer Hackberry,VU,CR,N,2021-1
Chloroleucon eurycyclum,Quiebrahacho Montañero,VU,DD,N,2021-3
Cinnadenia paniculata,,LR/lc,VU,N,2021-1
Cinnamomum rivulorum,,CR,EN,N,2021-2
Citronella mucronata,Naranjillo,LR/lc,VU,N,2021-3
Cleistanthus evrardii,,VU,CR(PE),G,2021-1
Coccothrinax inaguensis,Thatch Palm,DD,NT,N,2021-2
Connarus popenoei,,CR,EN,N,2021-2
Cordia anisophylla,,VU,LC,N,2021-3
Cordia croatii,,VU,LC,N,2021-2
Cordia leslieae,,CR,VU,N,2021-3
Cornus disciflora,LlorÃ3,VU,LC,N,2021-2
Couratari scottmorii,Copo Hediondo,VU,EN,N,2021-1
Crossopetalum parviflorum,,LR/nt,LC,N,2021-1
Crudia zeylanica,,EX,CR,N,2021-1
Cryosophila cookii,,CR,EN,N,2021-1
Cryosophila grayumii,,CR,VU,N,2021-1
Cryosophila guagara,Guagara,LR/nt,VU,N,2021-1
Cryosophila williamsii,Lago Yojoa Palm,EW,CR,N,2021-1
Cryptocarya mannii,Mann Cryptocarya,LR/nt,EN,N,2021-1
Cupaniopsis acuticarpa,,VU,EN,N,2021-2
Cupaniopsis bullata,,VU,CR,N,2021-2
Cupaniopsis napaensis,,VU,CR(PE),G,2021-2
Cupaniopsis phanerophlebia,,VU,CR,N,2021-1
Cynorkis henrici,,CR,EN,N,2021-1
Dalbergia aurea,,VU,CR,N,2021-1
Dalbergia bracteolata,,LR/nt,LC,N,2021-2
Dalbergia calycina,,LC,VU,N,2021-1
Decatropis paucijuga,,EN,VU,N,2021-1
Dehaasia acuminata,,CR,CR(PE),N,2021-1
Deinbollia longiacuminata,,LR/cd,CR,N,2021-3
Dendropanax sessiliflorus,,VU,LC,N,2021-2
Dialium excelsum,,EN,LC,N,2021-1
Diospyros anosivolensis,,VU,EN,N,2021-1
Diospyros ekodul,,LC,EN,N,2021-3
Diospyros esmereg,,EN,VU,N,2021-3
Diospyros implexicalyx,,VU,EN,N,2021-1
Diospyros subtrinervis,,CR(PE),CR,N,2021-1
Diospyros tero,,VU,CR,N,2021-3
Dipterocarpus validus,,CR,LC,N,2021-1
Disperis nitida,,EN,VU,N,2021-3
Dracaena draco,Canary Island Dragon Tree,VU,EN,G,2021-2
Duguetia peruviana,Chirimollo,CR,EN,N,2021-2
Duguetia schulzii,,VU,DD,N,2021-1
