Scientific name,Common name,"IUCN Red List(2020)Category","IUCN RedList (2021)Category","Reason forchange","Red Listversion"
Picathartes oreas,Grey-necked Rockfowl,VU,NT,N,2021-3
Pinaroloxias inornata,Cocos Finch,VU,LC,N,2021-3
Pipile cujubi,Red-throated Piping-guan,LC,VU,G,2021-3
Ploceus megarhynchus,Finn's Weaver,VU,EN,G,2021-3
Ploceus nicolli,Usambara Weaver,EN,NT,N,2021-3
Ploceus ruweti,Lufira Masked Weaver,DD,LC,N,2021-3
Poeoptera femoralis,Abbott's Starling,VU,EN,N,2021-3
Poliolais lopezi,White-tailed Warbler,NT,LC,N,2021-3
Poospiza garleppi,Cochabamba Mountain-finch,EN,NT,N,2021-3
Psophia crepitans,Grey-winged Trumpeter,NT,LC,N,2021-3
Ptilinopus rarotongensis,Rarotonga Fruit-dove,VU,NT,N,2021-3
Pycnonotus penicillatus,Yellow-eared Bulbul,NT,LC,N,2021-3
Rallus semiplumbeus,Bogota Rail,EN,VU,N,2021-3
Ramphastos sulfuratus,Keel-billed Toucan,LC,NT,G,2021-3
Ramphodon naevius,Saw-billed Hermit,NT,LC,N,2021-3
Rhegmatorhina hoffmannsi,White-breasted Antbird,NT,LC,N,2021-3
Rheinardia ocellata,Vietnamese Crested Argus,EN,CR,N,2021-3
Rollulus rouloul,Crested Partridge,NT,VU,G,2021-3
Rynchops flavirostris,African Skimmer,NT,LC,N,2021-3
Salvadorina waigiuensis,Salvadori's Teal,VU,LC,N,2021-3
Saxicola gutturalis,White-bellied Bushchat,NT,LC,N,2021-3
Scepomycter winifredae,Winifred's Warbler,VU,NT,N,2021-3
Scolopax rochussenii,Moluccan Woodcock,EN,VU,N,2021-3
Scytalopus canus,Paramillo Tapaculo,EN,NT,N,2021-3
Scytalopus panamensis,Tacarcuna Tapaculo,VU,NT,N,2021-3
Scytalopus perijanus,Perija Tapaculo,VU,NT,N,2021-3
Spinus siemiradzkii,Saffron Siskin,VU,LC,N,2021-3
Sternula balaenarum,Damara Tern,VU,LC,N,2021-3
Strix butleri,Omani Owl,DD,LC,N,2021-3
Synallaxis hypochondriaca,Great Spinetail,VU,NT,N,2021-3
Synallaxis zimmeri,Russet-bellied Spinetail,EN,VU,N,2021-3
Sypheotides indicus,Lesser Florican,EN,CR,G,2021-3
Tinamus major,Great Tinamou,NT,LC,N,2021-3
Torreornis inexpectata,Zapata Sparrow,VU,NT,N,2021-3
Touit costaricensis,Red-fronted Parrotlet,VU,NT,N,2021-3
Touit stictopterus,Spot-winged Parrotlet,VU,NT,N,2021-3
Turdus bewsheri,Comoro Thrush,LC,NT,N,2021-3
Turdus helleri,Taita Thrush,CR,EN,N,2021-3
Turdus ludoviciae,Somali Thrush,VU,LC,N,2021-3
Xiphorhynchus atlanticus,Atlantic Woodcreeper,LC,VU,N,2021-3
"",,,,,
REPTILES (Reptilia),,,,,
Afrotyphlops gierrai,Usambara Spotted Worm Snake,EN,VU,N,2021-3
Ailuronyx trachygaster,Giant Bronze Gecko,VU,CR,G,2021-3
Aipysurus apraefrontalis,Short-nosed Sea Snake,CR,DD,N,2021-2
Aipysurus foliosquama,Leaf-scaled Sea Snake,CR,DD,N,2021-2
Amblyodipsas rodhaini,Rodhain's Purple-glossed Snake,DD,LC,N,2021-1
Amphisbaena lumbricalis,,DD,EN,N,2021-3
Amphisbaena slevini,Slevin's Worm Lizard,DD,LC,N,2021-3
Amphisbaena tragorrhectes,,DD,LC,N,2021-3
Anisolepis undulatus,Wiegmann's Tree Lizard,VU,DD,N,2021-3
Anolis armouri,Black-throated Stout Anole,NT,EN,N,2021-2
Anolis clivicola,Mountain Anole,LC,NT,N,2021-3
Anolis cusuco,,EN,CR,N,2021-2
Anolis festae,Veronica's Anole,LC,NT,N,2021-3
Anolis longiceps,Navassa Anole,VU,LC,N,2021-2
Anolis maculigula,Rueda's Anole,VU,NT,N,2021-2
Anolis monticola,La Hotte Bush Anole,NT,VU,N,2021-2
Anolis pinchoti,Crab Cay Anole,VU,LC,N,2021-2
Asaccus caudivolvulus,Emirati Leaf-toed Gecko,LC,CR,N,2021-2
Aspidura copei,Cope's Rough-side,DD,EN,N,2021-3
Atractaspis reticulata,Mole Viper,DD,LC,N,2021-1
Bavayia crassicollis,Strand Bavayia,DD,VU,N,2021-2
Bavayia cyclura,Forest Bavayia,DD,EN,N,2021-2
Bavayia exsuccida,Sclerophyll Bavayia,EN,CR,N,2021-2
Bavayia montana,Montane Bavayia,DD,EN,N,2021-2
Bavayia ornata,Ornate Bavayia,EN,CR,N,2021-2
Bavayia pulchella,Pretty Bavayia,NT,EN,N,2021-2
Bavayia sauvagii,Sauvage's Bavayia,DD,EN,N,2021-2
Boiga beddomei,Beddome's Cat Snake,DD,LC,N,2021-2
Boiga multifasciata,Many-banded Tree Snake,DD,LC,N,2021-3
Bothrops alcatraz,Alcatrazes Lancehead,CR,VU,N,2021-3
Bothrops itapetiningae,Sao Paulo Lancehead,LC,VU,N,2021-3
Bothrops pirajai,Piraja's Lancehead,VU,EN,N,2021-3
Brachyorrhos albus,,DD,LC,N,2021-3
Bungarus andamanensis,South Andaman Krait,VU,NT,N,2021-3
Calamaria nuchalis,Narrow-headed Reed Snake,LC,DD,N,2021-3
Calamodontophis paucidens,Tropical Forest Snake,VU,EN,N,2021-3
Caledoniscincus orestes,PaniÃ© Litter Skink,EN,VU,N,2021-2
Caledoniscincus terma,MandjÃ©lia litter skink,VU,DD,N,2021-2
Calotes minor,Hardwicke's Bloodsucker,DD,LC,N,2021-3
Centrochelys sulcata,African Spurred Tortoise,VU,EN,G,2021-1
Ceratophora aspera,Rough Nose Horned Lizard,VU,EN,N,2021-3
Chilabothrus angulifer,Cuban Boa,LR/nt,LC,N,2021-2
Chilabothrus monensis,Mona Island Boa,EN,NT,G,2021-2
Clelia hussami,,DD,LC,N,2021-3
Cnemaspis kandiana,Kandy Day Gecko,LC,EN,N,2021-3
Cnemaspis nilagirica,Nilgiri Day Gecko,DD,NT,N,2021-2
Cnemaspis podihuna,Deraniyagala's Gecko,LC,VU,N,2021-3
Cnemaspis tropidogaster,Rough-bellied Day Gecko,DD,CR,N,2021-3
Cnemaspis yercaudensis,Yercaud Day Gecko,LC,EN,G,2021-2
Coleodactylus natalensis,Natal Pigmy Gecko,DD,EN,N,2021-3
Colobodactylus dalcyanus,Vanzolini's Teiid,DD,EN,N,2021-3
Contomastix vacariensis,,DD,VU,N,2021-3
Cordylus rivae,Ethiopian Girdled Lizard,LC,DD,N,2021-1
Cryptoblepharus ater,Black Snake-eyed Skink,DD,VU,N,2021-2
Cynisca schaeferi,Cameroon Worm Lizard,DD,EN,N,2021-2
Cyrtodactylus adleri,Alder’s bow-fingered gecko,LC,EN,N,2021-3
Cyrtodactylus ayeyarwadyensis,,DD,NT,N,2021-3
Cyrtodactylus cavernicolus,Niah Cave Gecko,VU,LC,N,2021-3
Cyrtodactylus gordongekkoi,,DD,CR,N,2021-3
Cyrtodactylus gubernatoris,Sikkimese Bent-toed Gecko,NT,DD,N,2021-3
Cyrtodactylus jeyporensis,Jeypore Ground Gecko,CR,EN,N,2021-2
Cyrtodactylus wakeorum,,DD,EN,N,2021-3
Cyrtodactylus wetariensis,Wetar Bow-fingered Gecko,DD,LC,N,2021-3
Dierogekko insularis,Islands Striped Gecko,NT,EN,N,2021-2
Dierogekko nehoueensis,Striped Gekko,CR,EN,N,2021-2
Dieurostus dussumieri,Kerala Mud Snake,LC,NT,N,2021-3
Dopasia wegneri,Wegner's Glass Lizard,DD,LC,N,2021-3
Elapsoidea chelazzii,Somali Garter Snake,EN,DD,N,2021-1
Elapsoidea nigra,Black Garter Snake,EN,LC,N,2021-3
Epibator greeri,Greers Tree Skink,DD,EN,N,2021-2
Eremiascincus timorensis,,DD,NT,N,2021-3
Eunectes deschauenseei,Dark Spotted Anaconda,DD,LC,N,2021-2
Eurolophosaurus amathites,Amathites Lava Lizard,DD,EN,N,2021-3
Eurydactylodes occidentalis,,CR,EN,N,2021-2
Eurydactylodes symmetricus,Large-scaled Chameleon Gecko,EN,NT,N,2021-2
Eutropis ashwamedhi,Ashwamedh Writhing Skink,VU,EN,N,2021-3
Eutropis bibronii,Bibron's Skink,LC,NT,N,2021-3
Gehyra barea,Banda Island Dtella,EN,LC,N,2021-3
Gekko scabridus,Yunnan Gecko,DD,LC,N,2021-2
Geoscincus haraldmeieri,Meier's Skink,CR,DD,N,2021-2
Gonocephalus lacunosus,Manthey's Forest Dragon,DD,LC,N,2021-3
Gopherus agassizii,Mojave Desert Tortoise,VU,CR,N,2021-2
Gymnophthalmus vanzoi,,DD,LC,N,2021-3
Hardella thurjii,Crowned River Turtle,VU,EN,G,2021-1
Hemidactylus makolowodei,,DD,EN,N,2021-2
Hemidactylus sataraensis,Satara Gecko,VU,CR,G,2021-2
Hemidactylus scabriceps,Scaly Gecko,DD,EN,N,2021-3
Hemidactylus smithi,Smith's Leaf-toed Gecko,DD,LC,N,2021-1
Hemiphyllodactylus aurantiacus,Yercaud Slender Gecko,LC,CR,N,2021-3
Heosemys annandalii,Yellow-headed Temple Turtle,EN,CR,N,2021-1
Heosemys grandis,Giant Asian Pond Turtle,VU,CR,G,2021-2
Hypnale nepa,Sri Lanka Humpnose Viper,LC,EN,N,2021-3
Indotestudo forstenii,Forsten's Tortoise,EN,CR,G,2021-2
Indotyphlops schmutzi,Schmutz's Worm Snake,EN,LC,N,2021-3
Japalura dasi,Agaupani Mountain Lizard,DD,VU,N,2021-3
Kinixys homeana,Home's Hinge-back Tortoise,VU,CR,G,2021-2
Lankascincus deignani,Deignan Tree Skink,EN,CR,N,2021-3
Lankascincus taprobanensis,Ceylon Tree Skink,NT,EN,N,2021-3
Larutia sumatrensis,,DD,LC,N,2021-3
Lepidodactylus flaviocularis,Yellow-eyed Gecko,DD,CR,N,2021-3
Lepidodactylus gardineri,Rotuma Forest Gecko,VU,CR,N,2021-3
Lepidodactylus oligoporus,Mortlock Islands Scaly-toed Gecko,DD,CR,N,2021-3
Lepidodactylus paurolepis,Seventy Islands-Gecko,DD,VU,N,2021-3
Leposternon scutigerum,Shielded Worm Lizard,DD,EN,N,2021-3
Leptosiaphos rhodurus,Red Five-toed Skink,DD,LC,N,2021-2
Letheobia feae,St. Thomas' Beaked Snake,LC,DD,N,2021-2
Letheobia stejnegeri,Stejneger's Beaked Snake,DD,LC,N,2021-1
Liolaemus lutzae,,VU,CR,N,2021-3
Liopeltis rappi,Himalayan Stripe-necked Snake,DD,LC,N,2021-3
Lipinia infralineolata,,LC,VU,G,2021-3
Lissemys punctata,Indian Flapshell Turtle,LR/lc,VU,N,2021-1
Lissemys scutata,Burmese Flapshell Turtle,DD,LC,N,2021-1
Luperosaurus joloensis,Jolo Flapped-legged Gecko,EN,DD,N,2021-3
Luperosaurus kubli,,DD,LC,N,2021-3
Luperosaurus macgregori,Mcgregor's Flapped-legged Gecko,EN,NT,N,2021-3
Lycophidion acutirostre,Mozambique Wolf Snake,LC,DD,N,2021-2
Lyriocephalus scutatus,Lyre Head Lizard,NT,VU,G,2021-3
Malayemys subtrijuga,Mekong Snail-eating Turtle,VU,NT,N,2021-1
Manouria impressa,Impressed Tortoise,VU,EN,G,2021-2
Marmorosphax montana,Montane Marble-throated Skink,VU,EN,N,2021-2
Marmorosphax taom,,CR,EN,N,2021-2
Mauremys mutica,Yellow Pond Turtle,EN,CR,G,2021-2
Mauremys sinensis,Chinese Stripe-necked Turtle,EN,CR,G,2021-2
Microauris aurantolabium,Orange-lipped Forest Lizard,DD,EN,N,2021-3
Monopeltis guentheri,Western Congo Worm Lizard,DD,LC,N,2021-2
Monopeltis jugularis,Gaboon Worm Lizard,DD,LC,N,2021-2
Morenia ocellata,Burmese Eyed Turtle,VU,EN,G,2021-1
Morenia petersi,Indian Eyed Turtle,VU,EN,G,2021-1
Naja oxiana,Central Asian Cobra,DD,NT,N,2021-3
Nannoscincus rankini,Rankin's Dwarf Skink,VU,CR,N,2021-2
Nilssonia formosa,Burmese Peacock Softshell,EN,CR,N,2021-1
Nilssonia gangetica,Indian Softshell Turtle,VU,EN,G,2021-1
Nilssonia hurum,Indian Peacock Softshell Turtle,VU,EN,G,2021-1
Nilssonia leithii,Leith's Softshell Turtle,VU,CR,G,2021-1
Nilssonia nigricans,Black Softshell Turtle,EW,CR,N,2021-1
Oedodera marmorata,Marbled Gecko,CR,EN,N,2021-2
Oligodon calamarius,,DD,EN,N,2021-3
Oligodon erythrorhachis,Namsang Kukri Snake,DD,VU,N,2021-3
Oligodon forbesi,Forbes' Kukri Snake,LC,NT,N,2021-3
Oligodon sublineatus,Duméril's Kukri Snake,LC,VU,N,2021-3
Oligodon unicolor,,LC,NT,N,2021-3
Oligosoma infrapunctatum,Speckled Skink,LR/nt,CR(PE),N,2021-2
Oligosoma notosaurus,Southern Skink,DD,LC,N,2021-2
Palea steindachneri,Wattle-necked Softshell Turtle,EN,CR,G,2021-1
Pamelaescincus gardineri,Gardiner's Burrowing Skink,LC,NT,G,2021-3
Panaspis annobonensis,Annobon Lidless Skink,CR,DD,N,2021-2
Panaspis cabindae,Cabinda Lidless Skink,DD,LC,N,2021-2
Pangshura sylhetensis,Assam Roofed Turtle,EN,CR,G,2021-1
Pangshura tecta,Indian Roofed Turtle,LR/lc,VU,N,2021-1
Paniegekko madjo,High Elevation Bavayia,NT,EN,G,2021-2
Paroedura sanctijohannis,Comoro Ground Gecko,EN,VU,N,2021-3
Pelochelys cantorii,Asian Giant Softshell Turtle,EN,CR,N,2021-2
Phasmasaurus maruia,Maruia Maquis Skink,EN,VU,N,2021-2
Phelsuma comorensis,Comoros Day Gecko,LC,NT,N,2021-3
Phelsuma robertmertensi,Robert Mertens' Day Gecko,EN,NT,N,2021-3
Phoboscincus bocourti,Bocourtâ€TMs Terrific Skink,EN,CR,N,2021-2
Platysaurus imperator,Imperial Flat Lizard,VU,NT,N,2021-2
Platysternon megacephalum,Big-headed Turtle,EN,CR,G,2021-2
Pseuderemias striatus,Peters' Sand Lizard,DD,LC,N,2021-1
Ptyas dipsas,Sulawesi Black Racer,DD,LC,N,2021-3
Python regius,Ball Python,LC,NT,N,2021-2
Rhabdophis ceylonensis,Sri Lankan Keelback,NT,EN,N,2021-3
Rhabdops olivaceus,Olive Forest Snake,LC,NT,N,2021-3
Rhacodactylus trachyrhynchus,Rough-snouted Giant Gecko,EN,VU,N,2021-2
Rhampholeon chapmanorum,Chapman's Pygmy Chameleon,CR(PE),CR,N,2021-1
Rhinophis drummondhayi,Drummond-hay's Earth Snake,NT,EN,N,2021-2
Rhinophis oxyrhynchus,Schneider's Earth Snake,LC,DD,N,2021-2
Ristella rurkii,Rurk's Ristella,DD,NT,N,2021-2
Sacalia quadriocellata,Four-eyed Turtle,EN,CR,G,2021-1
Scincopus fasciatus,Peters' Banded Skink,DD,LC,N,2021-1
Siebenrockiella crassicollis,Black Marsh Turtle,VU,EN,G,2021-2
Sigaloseps deplanchei,Deplanche's Shiny Skink,NT,LC,N,2021-2
Sigaloseps ruficauda,Red-tailed Shiny Skink,VU,CR,N,2021-2
Sphenomorphus tropidonotus,,LC,EN,G,2021-3
Trachischium guentheri,Gunther's Oriental Worm Snake,LC,VU,N,2021-3
Trachylepis bayonii,Bayon's Skink,DD,LC,N,2021-2
Tropidonophis punctiventris,Halmahera Keelback,DD,EN,N,2021-3
Tropidophis hendersoni,Cuban Khaki Trope,CR,EN,N,2021-2
Tropidophorus laotus,Laotian Water Skink,LC,EN,G,2021-3
Tropidurus erythrocephalus,,NT,VU,N,2021-3
Tropidurus psammonastes,,DD,EN,N,2021-3
Urocotyledon weileri,Weiler's Gecko,DD,EN,N,2021-1
Uropeltis arcticeps,Tirunelveli Earth Snake,LC,DD,N,2021-2
Uropeltis ceylanica,Cuvier's Shieldtail,LC,DD,N,2021-2
Varanus flavescens,Yellow Monitor,LR/lc,EN,G,2021-2
Varanus komodoensis,Komodo Dragon,VU,EN,G,2021-2
Xenocalamus michellii,Michell's Quill-snouted Snake,DD,LC,N,2021-1
Zygaspis kafuensis,,DD,LC,N,2021-2
"",,,,,
AMPHIBIANS (Amphibia),,,,,
Allobates algorei,Spotted Nurse Frog,LC,NT,G,2021-1
Allobates chalcopis,Martinique Volcano Frog,VU,CR,G,2021-1
Alytes maurus,Moroccan Midwife Toad,NT,EN,G,2021-3
Amolops archotaphus,Doi Inthanon Rock Frog,LC,DD,N,2021-1
Anomaloglossus praderioi,Sapito Niñera De Praderio,DD,EN,N,2021-1
Anomaloglossus roraima,Sapito Ninera Del Roraima,DD,EN,N,2021-1
Ansonia siamensis,Siamese Stream Toad,VU,EN,N,2021-3
Barbarophryne brongersmai,Brongersma's Toad,NT,LC,N,2021-3
Boulengerula denhardti,Denhardt's Caecilian,DD,CR,N,2021-3
Bufo cryptotympanicus,Cryptotympanum Toad,NT,LC,N,2021-3
Cynops ensicauda,Sword-tailed Newt,EN,VU,N,2021-1
Cynops pyrrhogaster,Japanese Fire-bellied Newt,LC,NT,G,2021-1
Dendropsophus pelidna,Betania Treefrog,LC,NT,G,2021-1
Echinotriton andersoni,Anderson's Crocodile Newt,EN,VU,N,2021-1
Eleutherodactylus alticola,Jamaican Peak Frog,DD,CR,N,2021-1
Eleutherodactylus cooki,Cave Coqui,VU,EN,N,2021-1
Eleutherodactylus cundalli,Cundall's Robber Frog,NT,VU,N,2021-1
Eleutherodactylus fuscus,Jamaican Ear-spotted Frog,CR,EN,N,2021-1
Eleutherodactylus glaucoreius,Blue Mountain Rockfrog,NT,EN,N,2021-1
Eleutherodactylus gossei,Jamaican Forest Frog,LC,VU,N,2021-1
Eleutherodactylus griphus,Cockpit Frog,CR,EN,N,2021-1
Eleutherodactylus gryllus,Cricket Coqui,EN,CR,G,2021-1
