Scientific name,Common name,"IUCN Red List(2015)Category","IUCN RedList (2016)Category","Reason forchange","Red Listversion"
Crocidura douceti,Doucet's Musk Shrew,DD,LC,N,2016-3
Crocidura fumosa,Smoky White-toothed Shrew,VU,LC,N,2016-3
Crocidura glassi,Glass's Shrew,VU,NT,N,2016-3
Crocidura kivuana,Kivu Shrew,VU,NT,N,2016-3
Crocidura lanosa,Lemara Shrew,EN,VU,N,2016-3
Crocidura macmillani,Macmillan's Shrew,VU,NT,N,2016-3
Crocidura orientalis,Oriental Shrew,VU,LC,N,2016-3
Crocidura telfordi,Telford's Shrew,EN,VU,N,2016-3
Crocidura virgata,,DD,LC,N,2016-3
Cryptotis obscura,Grizzled Mexican Small-eared Shrew,VU,LC,N,2016-3
Cuscomys oblativa,Machu Picchu Arboreal Chinchilla Rat,EX,DD,N,2016-2
Dasycercus cristicauda,Crest-tailed Mulgara,LC,NT,N,2016-1
Dasyurus viverrinus,Eastern Quoll,NT,EN,G,2016-1
Dendrolagus lumholtzi,Lumholtz's Tree Kangaroo,LC,NT,N,2016-1
Dendrolagus spadix,Lowlands Tree Kangaroo,LC,VU,G,2016-2
Dendromus oreas,Cameroon Climbing Mouse,VU,LC,N,2016-3
Desmana moschata,Russian Desman,VU,EN,G,2016-2
Desmomys yaldeni,Yalden's Desmomys,EN,VU,N,2016-3
Eliurus danieli,Daniel's Tuft-tailed Rat,DD,LC,N,2016-3
Eliurus petteri,Petter's Tuft-tailed Rat,VU,EN,N,2016-3
Eptesicus diminutus,Diminutive Serotine,DD,LC,N,2016-3
Eptesicus guadeloupensis,Guadeloupe Big Brown Bat,VU,EN,N,2016-1
Equus quagga,Plains Zebra,LC,NT,G,2016-2
Eudiscopus denticulus,Disk-footed Bat,DD,LC,N,2016-2
Eumops floridanus,Florida Bonneted Bat,CR,VU,N,2016-1
Eupleres goudotii,Eastern Falanouc,EN,VU,G,2016-1
Felis margarita,Sand Cat,NT,LC,N,2016-2
Galidictis fasciata,Broad-striped Vontsira,NT,VU,G,2016-1
Gazella cuvieri,Cuvier's Gazelle,EN,VU,N,2016-2
Genetta abyssinica,Ethiopian Genet,LC,DD,N,2016-1
Genetta johnstoni,Johnston's Genet,VU,NT,N,2016-1
Giraffa camelopardalis,Giraffe,LC,VU,G,2016-3
Gorilla beringei,Eastern Gorilla,EN,CR,G,2016-2
Gracilinanus dryas,Wood Sprite Gracile Mouse Opossum,NT,LC,N,2016-1
Gymnobelideus leadbeateri,Leadbeater's Possum,EN,CR,G,2016-1
Herpestes brachyurus,Short-tailed Mongoose,LC,NT,N,2016-1
Hipposideros coxi,Cox's Leaf-nosed Bat,DD,EN,N,2016-2
Hipposideros durgadasi,Durga Das's Leaf-nosed Bat,EN,VU,N,2016-2
Hipposideros grandis,Grand Leaf-nosed Bat,DD,LC,N,2016-3
Hipposideros halophyllus,Thailand Leaf-nosed Bat,EN,VU,N,2016-2
Hipposideros hypophyllus,Kolar Leaf-nosed Bat,EN,CR,G,2016-2
Hipposideros orbiculus,Orbiculus Leaf-nosed Bat,EN,VU,N,2016-2
Histriophoca fasciata,Ribbon Seal,DD,LC,N,2016-1
Lagostrophus fasciatus,Banded Hare Wallaby,EN,VU,N,2016-1
Laonastes aenigmamus,Kha-nyou,EN,LC,N,2016-2
Lasiorhinus latifrons,Southern Hairy-nosed Wombat,LC,NT,N,2016-1
Leopoldamys neilli,Neill's Leopoldamys,DD,LC,N,2016-1
Leopoldamys siporanus,Mentawai Archipelago Leopoldamys,EN,VU,N,2016-2
Leporillus apicalis,Lesser Stick-nest Rat,CR,EX,N,2016-1
Leporillus conditor,Greater Stick-nest Rat,VU,NT,G,2016-2
Leptonycteris yerbabuenae,Lesser Long-nosed Bat,VU,NT,N,2016-1
Lepus hainanus,Hainan Hare,VU,EN,N,2016-3
Lonchophylla bokermanni,Bokermann's Nectar Bat,DD,EN,N,2016-3
Lonchophylla concava,,NT,LC,N,2016-2
Lonchophylla dekeyseri,Dekeyser's Nectar Bat,NT,EN,N,2016-2
Lonchophylla mordax,Goldman's Nectar Bat,LC,NT,N,2016-3
Lonchorhina marinkellei,Marinkelle's Sword-nosed Bat,EN,VU,N,2016-2
Lophuromys eisentrauti,,EN,CR,N,2016-3
Lophuromys rahmi,Rahm's Brush-furred Rat,EN,NT,N,2016-3
Lycalopex fulvipes,Darwin's Fox,CR,EN,N,2016-1
Lyncodon patagonicus,Patagonian Weasel,DD,LC,N,2016-1
Mastomys awashensis,Awash Multimammate Mouse,VU,LC,N,2016-3
Maxomys pagensis,Mentawai Archipelago Maxomys,EN,VU,N,2016-3
Melogale orientalis,Javan Ferret Badger,DD,LC,N,2016-1
Melogale personata,Large-toothed Ferret Badger,DD,LC,N,2016-1
Melomys rubicola,Bramble Cay Melomys,CR,EX,G,2016-2
Mesembriomys gouldii,Black-footed Tree-rat,NT,VU,G,2016-2
Micropotamogale lamottei,Nimba Otter Shrew,EN,NT,N,2016-1
Micropotamogale ruwenzorii,Rwenzori Otter Shrew,NT,LC,N,2016-1
Microtus kermanensis,Baluchistan Vole,EN,DD,N,2016-3
Microtus qazvinensis,,DD,LC,N,2016-3
Microtus schelkovnikovi,Schelkovnikov's Pine Vole,NT,LC,N,2016-3
Mogera uchidai,Senkaku Mole,DD,VU,N,2016-2
Molossops aequatorianus,Equatorial Dog-faced Bat,VU,EN,N,2016-1
Monodelphis handleyi,Handley's Short-tailed Opossum,NT,DD,N,2016-3
Muntiacus atherodes,Bornean Yellow Muntjac,LC,NT,G,2016-2
Muntiacus vuquangensis,Large-antlered Muntjac,EN,CR,G,2016-2
Murexia rothschildi,Broad-striped Dasyure,VU,NT,N,2016-2
Murina harrisoni,Harrison's Murine Bat,DD,LC,N,2016-2
Murina leucogaster,Rufous Tube-nosed Bat,DD,LC,N,2016-2
Mus fragilicauda,Sheath-tailed Mouse,DD,LC,N,2016-1
Mus vulcani,Javan Shrew-like Mouse,VU,LC,N,2016-3
Mustela itatsi,Japanese Weasel,LC,NT,N,2016-1
Mustela lutreolina,Indonesian Mountain Weasel,DD,LC,N,2016-1
Myonycteris relicta,East African Little Collared fruit Bat,VU,LC,N,2016-1
Myosorex okuensis,Oku Mouse Shrew,EN,VU,N,2016-3
Myosorex zinki,Kilimanjaro Moouse Shrew,VU,LC,N,2016-3
Myotis atacamensis,Atacama Myotis,NT,EN,N,2016-1
Myotis martiniquensis,Schwartz's Myotis,VU,NT,N,2016-1
Myotis punicus,Maghreb Mouse-eared Bat,NT,DD,N,2016-2
Nasuella olivacea,Western Mountain Coati,DD,NT,N,2016-1
Natalus primus,Cuban Greater Funnel-eared Bat,CR,VU,N,2016-1
Neonycteris pusilla,Least Big-eared Bat,VU,DD,N,2016-2
Niviventer hinpoon,Limestone Niviventer,DD,EN,N,2016-3
Notomys cervinus,Fawn Hopping-mouse,VU,NT,G,2016-2
Notoryctes caurinus,Kakarratul,DD,LC,N,2016-1
Notoryctes typhlops,Itjaritjari,DD,LC,N,2016-1
Nyctalus azoreum,Azorean Bat,EN,VU,N,2016-2
Nyctalus lasiopterus,Giant Noctule,NT,VU,G,2016-2
Ochotona argentata,Silver Pika,CR,EN,N,2016-3
Odobenus rosmarus,Walrus,DD,VU,N,2016-1
Onychogalea fraenata,Bridled Nailtail Wallaby,EN,VU,G,2016-1
Ornithorhynchus anatinus,Platypus,LC,NT,G,2016-1
Palawanomys furvus,Palawan Mountain Rat,DD,LC,N,2016-3
Panthera pardus,Leopard,NT,VU,N,2016-1
Pantholops hodgsonii,Tibetan Antelope,EN,NT,G,2016-2
Paradoxurus zeylonensis,Golden Palm Civet,VU,LC,N,2016-1
Pelomys isseli,Issel's Groove-toothed Swamp Rat,DD,NT,N,2016-3
Perameles bougainville,Western Barred Bandicoot,EN,VU,N,2016-1
Perameles gunnii,Eastern Barred Bandicoot,NT,VU,G,2016-2
Petauroides volans,Greater Glider,LC,VU,G,2016-1
Petaurus australis,Yellow-bellied Glider,LC,NT,G,2016-1
Petinomys fuscocapillus,,NT,LC,N,2016-3
Petinomys lugens,Siberut Flying Squirrel,EN,VU,N,2016-2
Petrogale concinna,Nabarlek,DD,EN,N,2016-1
Petrogale godmani,Godman's Rock Wallaby,LC,NT,G,2016-1
Petrogale lateralis,Black-footed Rock Wallaby,NT,VU,G,2016-1
Petrogale mareeba,Mareeba Rock Wallaby,LC,NT,G,2016-1
Petrogale penicillata,Brush-tailed Rock Wallaby,NT,VU,N,2016-1
Petrogale purpureicollis,Purple-necked Rock Wallaby,LC,NT,G,2016-1
Petrogale sharmani,Mount Claro Rock Wallaby,NT,VU,N,2016-1
Phascolarctos cinereus,Koala,LC,VU,G,2016-1
Phoca largha,Spotted Seal,DD,LC,N,2016-1
Pipistrellus maderensis,Madeira Pipistrelle,EN,VU,N,2016-2
Platyrrhinus ismaeli,,VU,NT,N,2016-2
Plecotus teneriffae,Canary Big-eared Bat,EN,VU,N,2016-2
Pongo pygmaeus,Bornean Orangutan,EN,CR,G,2016-1
Potorous longipes,Long-footed Potoroo,EN,VU,N,2016-1
Potorous tridactylus,Long-nosed Potoroo,LC,NT,N,2016-1
Praomys hartwigi,Hartwig's Soft-furred Mouse,EN,VU,N,2016-3
Praomys minor,Least Soft-furred Mouse,DD,LC,N,2016-3
Praomys mutoni,Riverine Soft-furred Mouse,DD,NT,N,2016-3
Prionailurus rubiginosus,Rusty-spotted Cat,VU,NT,N,2016-1
Prionailurus viverrinus,Fishing Cat,EN,VU,N,2016-2
Proechimys decumanus,Pacific Spiny Rat,VU,NT,N,2016-2
Pseudantechinus bilarni,Sandstone Antechinus,NT,LC,N,2016-3
Pseudantechinus mimulus,Carpentarian Antechinus,EN,NT,N,2016-3
Pseudochirulus cinereus,Daintree River Ringtail Possum,LC,NT,N,2016-2
Pseudomys fumeus,Smoky Mouse,EN,VU,N,2016-2
Pteronotus paraguanensis,,CR,EN,N,2016-1
Pteropus caniceps,North Moluccan Flying Fox,NT,VU,G,2016-2
Pteropus chrysoproctus,Mollocan Flying Fox,NT,VU,N,2016-3
Pteropus livingstonii,Livingstone's Flying Fox,EN,CR,G,2016-2
Pteropus pohlei,Geelvink Bay Flying Fox,EN,VU,N,2016-1
Pudu puda,Southern Pudu,VU,NT,N,2016-1
Rangifer tarandus,Reindeer,LC,VU,N,2016-1
Rattus giluwensis,Giluwe Rat,DD,LC,N,2016-3
Rattus lugens,Mentawai Archipelago Rat,EN,VU,N,2016-3
Rattus xanthurus,Northeastern Xanthurus Rat,VU,NT,N,2016-3
Rhinolophus madurensis,Madura Horseshoe Bat,EN,VU,N,2016-2
Rhinolophus montanus,Timorese Horseshoe Bat,DD,EN,N,2016-2
Rhynchocyon petersi,Black and Rufous Sengi,VU,LC,N,2016-1
Rhynchomys banahao,,DD,LC,N,2016-3
Saccopteryx antioquensis,Antioquian Sac-winged Bat,DD,EN,N,2016-1
Salpingotus crassicauda,Thick-tailed Pygmy Jerboa,DD,LC,N,2016-2
Scleronycteris ega,Ega Long-tongued Bat,LC,DD,N,2016-3
Sminthopsis leucopus,White-footed Dunnart,VU,LC,N,2016-1
Sminthopsis psammophila,Sandhill Dunnart,EN,VU,N,2016-1
Spalax giganteus,Giant Mole Rat,VU,LC,N,2016-2
Spilogale putorius,Eastern Spotted Skunk,LC,VU,N,2016-1
Stenoderma rufum,Red Fruit Bat,VU,NT,N,2016-1
Sturnira aratathomasi,Aratathomas's Yellow-shouldered Bat,NT,LC,N,2016-2
Sturnira oporaphilum,Tschudi's Yellow-shouldered Bat,NT,LC,N,2016-2
Suncus aequatorius,,CR,EN,N,2016-3
Suncus malayanus,Malayan Pygmy Shrew,DD,LC,N,2016-1
Sundasciurus fraterculus,Fraternal Squirrel,EN,VU,N,2016-3
Surdisorex norae,Aberdare Mole Shrew,VU,LC,N,2016-3
Surdisorex polulus,Mt. Kenya Mole Shrew,VU,DD,N,2016-3
Sus bucculentus,Indo-chinese Warty Pig,DD,EX,N,2016-2
Sus oliveri,Oliver's Warty Pig,EN,VU,N,2016-2
Syconycteris hobbit,Moss-forest Blossom Bat,VU,LC,N,2016-2
Sylvilagus cognatus,Manzano Mountain Cottontail,DD,EN,N,2016-3
Sylvilagus dicei,Dice's Cottontail,DD,VU,N,2016-3
Sylvisorex howelli,Howell's Forest Shrew,EN,LC,N,2016-3
Taeromys arcuatus,Southeastern Mountain Taeromys,DD,LC,N,2016-3
Taeromys taerae,Northeastern Mountain Taeromys,DD,VU,N,2016-3
Thamnomys venustus,Charming Thicket Rat,VU,LC,N,2016-3
Thylamys fenestrae,,LC,NT,G,2016-2
Thylamys velutinus,Dwarf Fat-tailed Mouse Opossum,LC,NT,G,2016-2
Tomopeas ravus,Blunt-eared Bat,VU,EN,N,2016-1
Trinomys eliasi,,EN,NT,N,2016-2
Urocitellus brunneus,Idaho Ground Squirrel,EN,VU,N,2016-3
Uromys hadrourus,Pygmy White-tailed Rat,VU,NT,N,2016-1
Viverra megaspila,Large-Spotted Civet,VU,EN,N,2016-1
Viverra zibetha,Large Indian Civet,NT,LC,N,2016-1
Volemys millicens,Sichuan Vole,DD,NT,N,2016-2
Wyulda squamicaudata,Scaly-tailed Possum,DD,NT,N,2016-1
Xerospermophilus mohavensis,Mohave Ground Squirrel,VU,NT,N,2016-3
Zaglossus bartoni,Eastern Long-beaked Echidna,CR,VU,N,2016-2
BIRDS,,,,,
Acrocephalus luscinius,Guam Reed-warbler,CR,EX,N,2016-3
Amaurospiza moesta,Blue Seedeater,NT,LC,N,2016-3
Ardenna carneipes,Flesh-footed Shearwater,LC,NT,N,2016-3
Callaeas cinereus,South Island Kokako,EN,CR,N,2016-3
Calyptophilus frugivorus,Eastern Chat-tanager,VU,NT,N,2016-3
Charadrius sanctaehelenae,St Helena Plover,CR,VU,G,2016-3
Chloropsis cochinchinensis,Javan Leafbird,LC,NT,N,2016-3
Chloropsis media,Sumatran Leafbird,LC,VU,N,2016-3
Chloropsis sonnerati,Greater Green Leafbird,LC,VU,G,2016-3
Cichlopsis leucogenys,Rufous-brown Solitaire,LC,EN,N,2016-3
Cinclodes antarcticus,Blackish Cinclodes,LC,NT,N,2016-3
Circus macrosceles,Madagascar Marsh-harrier,VU,EN,N,2016-3
Cyanoramphus forbesi,Chatham Parakeet,EN,VU,G,2016-3
Cyornis herioti,Blue-breasted Blue-flycatcher,LC,NT,N,2016-3
Deconychura longicauda,Northern Long-tailed Woodcreeper,NT,LC,N,2016-3
Drymophila caudata,East Andean Antbird,LC,NT,N,2016-3
Emberiza rustica,Rustic Bunting,LC,VU,G,2016-3
Erythrura cyaneovirens,Red-headed Parrotfinch,LC,NT,N,2016-3
Eurylaimus javanicus,Javan Broadbill,LC,NT,N,2016-3
Ficedula dumetoria,Rufous-chested Flycatcher,NT,LC,N,2016-3
Formicivora grantsaui,Sincora Antwren,NT,EN,N,2016-3
Garrulax bicolor,Black-and-white Laughingthrush,VU,EN,G,2016-3
Garrulax rufifrons,Rufous-fronted Laughingthrush,EN,CR,G,2016-3
Geospiza conirostris,Espanola Cactus-finch,LC,VU,N,2016-3
Graminicola bengalensis,Indian Grass-babbler,NT,LC,N,2016-3
Hemignathus lucidus,Oahu Nukupuu,CR,EX,N,2016-3
Hydrobates leucorhous,Leach's Storm-petrel,LC,VU,G,2016-3
Hypsipetes parvirostris,Grand Comoro Black Bulbul,LC,VU,N,2016-3
Icterus oberi,Montserrat Oriole,CR,VU,G,2016-3
Iodopleura pipra,Buff-throated Purpletuft,NT,EN,N,2016-3
Laniisoma elegans,Elegant Mourner,LC,NT,N,2016-3
Megalurulus whitneyi,Santo Thicketbird,NT,LC,N,2016-3
Myiagra azureocapilla,Azure-crested Flycatcher,LC,NT,N,2016-3
Myiagra hebetior,Mussau Flycatcher,LC,VU,N,2016-3
Myrmornis torquata,Southern Wing-banded Antbird,NT,LC,N,2016-3
Petroica multicolor,Norfolk Robin,LC,EN,N,2016-3
Phyllanthus atripennis,Grey-hooded Capuchin Babbler,LC,NT,N,2016-3
Phyllastrephus leucolepis,Liberian Greebul,CR,DD,N,2016-3
Platysmurus leucopterus,Malay Black Magpie,NT,LC,N,2016-3
Premnoplex tatei,White-throated Barbtail,VU,EN,N,2016-3
Psittacus erithacus,Grey Parrot,VU,EN,N,2016-3
Psittacus timneh,Timneh Parrot,VU,EN,N,2016-3
Pycnonotus bimaculatus,Orange-spotted Bulbul,LC,NT,N,2016-3
Pycnonotus zeylanicus,Straw-headed Bulbul,VU,EN,G,2016-3
Pygoscelis adeliae,Adélie Penguin,NT,LC,G,2016-3
Pygoscelis papua,Gentoo Penguin,NT,LC,G,2016-3
Pyrrhula murina,Azores Bullfinch,EN,VU,G,2016-3
Rhipidura cockerelli,White-winged Fantail,NT,LC,N,2016-3
Scytalopus diamantinensis,Diamantina Tapaculo,NT,EN,N,2016-3
Sternula balaenarum,Damara Tern,NT,VU,G,2016-3
Tangara cyanoptera,Azure-shouldered Tanager,LC,NT,N,2016-3
Terenura sicki,Orange-bellied Antwren,EN,CR,G,2016-3
Touit melanonotus,Brown-backed Parrotlet,EN,VU,N,2016-3
Trichoglossus forsteni,Scarlet-breasted Lorikeet,NT,VU,N,2016-3
Urocissa whiteheadi,Hainan Magpie,LC,EN,N,2016-3
Xenicus gilviventris,New Zealand Rockwren,VU,EN,N,2016-3
Zoothera talaseae,New Britain Thrush,NT,LC,N,2016-3
Zosterops conspicillatus,Bridled White-eye,EN,EX,N,2016-3
Zosterops flavus,Javan White-eye,NT,VU,G,2016-3
Zosterops modestus,Seychelles White-eye,EN,VU,G,2016-3
REPTILES,,,,,
Acanthochelys pallidipectoris,Chaco Side-necked Turtle,VU,EN,G,2016-1
Alsophis rufiventris,Orange-bellied Racer,EN,VU,N,2016-3
Ameiva corax,Censky's Ameiva,VU,EN,N,2016-3
Ameiva corvina,Sombrero Ameiva,VU,CR,G,2016-3
Ameiva major,Martinique Ameiva,EX,DD,N,2016-3
Ameiva maynardii,Inagua Ameiva,VU,LC,N,2016-3
Ameiva polops,St. Croiz Ameiva,CR,EN,N,2016-3
Amphisbaena gracilis,Slender Worm Lizard,DD,LC,N,2016-1
Amphisbaena hyporissor,Puerto Rican Dusky Amphisbaena,NT,EN,N,2016-3
Amphisbaena schmidti,Tiburon Stout Anole,NT,LC,N,2016-3
Anadia bitaeniata,Two-banded Anadia,DD,LC,N,2016-1
Anadia marmorata,Spotted Anadia,VU,LC,N,2016-1
Apostolepis multicincta,,NT,LC,N,2016-1
Borikenophis sanctaecrucis,Saint Croix Racer,EX,CR,N,2016-3
Celestus curtissi,Hispaniolan Khaki Galliwasp,VU,LC,N,2016-3
Celestus fowleri,Bromeliad Galliwasp,DD,VU,N,2016-3
Celestus microblepharis,Small-eyed Galliwasp,DD,CR,N,2016-3
Celestus warreni,Giant Hispaniolan Galliwasp,CR,VU,N,2016-3
Chelonoidis abingdonii,Pinta Giant Tortoise,EW,EX,G,2016-1
Chelonoidis darwini,Santiago Giant Tortoise,EN,CR,N,2016-1
Chelonoidis nigra,Floreana Giant Tortoise,VU,EX,N,2016-1
Cnemidophorus vanzoi,Saint Lucian Whiptail,VU,CR,N,2016-3
Cyclanorbis elegans,Nubian Flapshell Turtle,LR/nt,CR,G,2016-2
Cyclanorbis senegalensis,Senegal Flapshell Turtle,LR/nt,VU,G,2016-2
Cycloderma frenatum,Zambezi Flapshell Turtle,LR/nt,EN,G,2016-2
Epictia subcrotilla,Klauber's Blind Snake,DD,LC,N,2016-1
Erythrolamprus cursor,Lacépède's Ground Snake,CR,CR(PE),G,2016-3
Erythrolamprus ornatus,Ornate Ground Snake,EN,CR,G,2016-3
Erythrolamprus perfuscus,Barbados Racer,EN,EX,N,2016-3
Geochelone elegans,Indian Star Tortoise,LR/lc,VU,G,2016-1
Gonatodes seigliei,Estados Sucre Gecko,DD,EN,N,2016-1
Lepidoblepharis montecanoensis,Paraguanan Ground Gecko,DD,LC,N,2016-1
Liolaemus chaltin,,DD,LC,N,2016-1
Liolaemus dicktracyi,,LC,VU,G,2016-1
Liolaemus flavipiceus,,DD,LC,N,2016-1
Liolaemus fuscus,,DD,LC,N,2016-1
Liolaemus hellmichi,Hellmich's Tree Iguana,LC,VU,N,2016-1
Liolaemus huacahuasicus,,VU,LC,N,2016-1
Liolaemus lemniscatus,,DD,LC,N,2016-1
Liolaemus leopardinus,,DD,EN,N,2016-1
Liolaemus lorenzmuelleri,,DD,EN,N,2016-1
Liolaemus nitidus,Shining Tree Iguana,DD,LC,N,2016-1
Liolaemus pleopholis,,DD,LC,N,2016-1
Liolaemus rabinoi,Rabino's Tree Iguana,VU,CR,N,2016-1
Liolaemus somuncurae,,DD,LC,N,2016-1
Liolaemus xanthoviridis,,DD,LC,N,2016-1
Liolaemus zapallarensis,Zapallaren Tree Iguana,DD,LC,N,2016-1
Mesoclemmys hogei,Hoge's Side-necked Turtle,EN,CR,G,2016-1
Microlophus yanezi,,DD,LC,N,2016-1
Morunasaurus peruvianus,Cenepa Manticores,DD,LC,N,2016-1
Philodryas chamissonis,,DD,LC,N,2016-1
Phyllodactylus leei,San Cristóbal Island Leaf-toed Gecko,VU,NT,N,2016-1
Phymaturus calcogaster,,DD,LC,N,2016-1
Podocnemis lewyana,Magdalena River Turtle,EN,CR,G,2016-1
Riama luctuosa,Lightbulb Lizard,DD,LC,N,2016-1
Riama shrevei,Shreve's Lighbulb Lizard,DD,LC,N,2016-3
Sphaerodactylus micropithecus,Monito Gecko,EN,DD,N,2016-3
Sphaerodactylus savagei,Altigracia Speckled Sphaero,LC,NT,N,2016-3
Sphaerodactylus streptophorus,Hispaniolan Small-eared Sphaero,LC,VU,N,2016-3
Sphaerodactylus thompsoni,Barahona Limestone Sphaero,NT,EN,N,2016-3
Stenocercus crassicaudatus,Spiny Whorltail Iguana,VU,LC,N,2016-1
Typhlops biminiensis,Bahamian Slender Blindsnake,NT,LC,N,2016-3
Typhlops hectus,Tiburon Peninsula Blindsnake,EN,VU,N,2016-3
Typhlops sulcatus,Island Worm Snake,LC,NT,N,2016-3
Typhlops syntherus,Barahona Peninsula Blindsnake,NT,EN,N,2016-3
AMPHIBIANS,,,,,
Afrixalus dorsimaculatus,,VU,EN,N,2016-1
Afrixalus spinifrons,Natal Leaf-folding Frog,NT,LC,N,2016-3
Afrixalus sylvaticus,,EN,VU,N,2016-1
Afrixalus uluguruensis,Uluguru Banana Frog,EN,VU,N,2016-1
Aglyptodactylus laticeps,,EN,VU,N,2016-1
Alsodes montanus,Mountain Spiny-chest Frog,CR,VU,N,2016-1
Ambystoma flavipiperatum,Yellow-peppered Salamander,DD,EN,N,2016-1
Amietia hymenopus,Drakensberg Riiver Frog,LC,NT,N,2016-3
Amietia vertebralis,Aquatic River Frog,NT,LC,N,2016-3
Amietophrynus urunguensis,,DD,VU,N,2016-1
Amolops cremnobatus,,NT,LC,N,2016-3
Anhydrophryne rattrayi,Hogsback Chirping Frog,EN,VU,N,2016-3
Anodonthyla boulengeri,Boulenger's Climbing Frog,LC,NT,N,2016-1
Anodonthyla moramora,,DD,EN,N,2016-1
Anodonthyla nigrigularis,Black-throated Climbing Frog,DD,EN,N,2016-1
Anodonthyla theoi,,DD,CR,N,2016-1
Aquiloeurycea galeanae,Galeana False Brook Salamander,NT,VU,N,2016-3
Aquiloeurycea quetzalanensis,Cuetzalan Salamander,DD,CR,N,2016-3
Aquiloeurycea scandens,Tamaulipan False Brook Salamander,VU,LC,N,2016-3
Arthroleptella subvoce,Northern Moss Frog,EN,CR,N,2016-3
Arthroleptis francei,Ruo River Screeching Frog,EN,VU,N,2016-3
Arthroleptis pyrrhoscelis,,NT,LC,N,2016-1
Atelognathus reverberii,Laguna Raimunda Frog,EN,VU,N,2016-1
Blommersia sarotra,,DD,LC,N,2016-1
Boehmantis microtympanum,Angel's Madagascar Frog,EN,VU,N,2016-1
Boophis andohahela,,DD,VU,N,2016-1
Boophis anjanaharibeensis,,DD,EN,N,2016-1
Boophis axelmeyeri,,VU,LC,N,2016-1
Boophis englaenderi,,DD,VU,N,2016-1
Boophis feonnyala,,DD,EN,N,2016-1
Boophis haematopus,,VU,EN,N,2016-1
Boophis jaegeri,Jaeger's Bright-eyed Frog,VU,EN,N,2016-1
Boophis laurenti,Andinrgitra Bright-eyed Frog,DD,EN,N,2016-1
Boophis liami,,DD,CR,N,2016-1
Boophis majori,Ambohimitombo Bright-eyed Frog,NT,VU,N,2016-1
Boophis miniatus,Tiny Bright-eyed Frog,LC,VU,N,2016-1
Boophis sambirano,,VU,EN,N,2016-1
Boophis septentrionalis,,DD,LC,N,2016-1
Boophis sibilans,,DD,LC,N,2016-1
Boophis solomaso,,DD,EN,N,2016-1
Boophis vittatus,,LC,VU,N,2016-1
Boophis xerophilus,,DD,LC,N,2016-1
Boulengerula fischeri,,DD,VU,N,2016-1
Breviceps sylvestris,Northern Forest Rain Frog,EN,NT,N,2016-3
Cardioglossa cyaneospila,Mukuzira Long-fingered Frog,DD,NT,N,2016-1
Chiromantis samkosensis,,DD,VU,N,2016-3
Chiropterotriton mosaueri,Cave Splayfoot Salamander,DD,CR,N,2016-1
Cophyla berara,,CR,EN,N,2016-1
Cophyla occultans,Island Giant Treefrog,DD,VU,N,2016-1
Cophyla pollicaris,Common Giant Treefrog,DD,LC,N,2016-1
Cophyla tsaratananaensis,Tsaratanana Giant Treefrog,VU,EN,N,2016-1
Craugastor sabrinus,Long-legged Streamfrog,EN,NT,N,2016-3
Gephyromantis cornutus,Horned Madagascar Frog,DD,VU,N,2016-1
Gephyromantis eiselti,Eiselt's Madagascar Frog,DD,EN,N,2016-1
