Scientific name,Common name,"IUCN Red List(2015)Category","IUCN RedList (2016)Category","Reason forchange","Red Listversion"
Gephyromantis enki,,DD,VU,N,2016-1
Gephyromantis horridus,Boettger's Grainy Frog,EN,VU,N,2016-1
Gephyromantis klemmeri,Klemmer's Madagascar Frog,VU,EN,N,2016-1
Gephyromantis leucomaculatus,White-spotted Madagascar Frog,NT,LC,N,2016-1
Gephyromantis plicifer,Common Madagascar Frog,NT,LC,N,2016-1
Gephyromantis runewsweeki,,EN,VU,N,2016-1
Gephyromantis silvanus,,EN,VU,N,2016-1
Gephyromantis spiniferus,Greater Spiny Madagascar Frog,NT,VU,N,2016-1
Gephyromantis thelenae,,DD,EN,N,2016-1
Gephyromantis tschenki,,DD,LC,N,2016-1
Gephyromantis zavona,,DD,EN,N,2016-1
Gracixalus carinensis,,DD,LC,N,2016-3
Gracixalus supercornutus,,DD,NT,N,2016-3
Guibemantis albolineatus,White-lined Madagascar Frog,DD,LC,N,2016-1
Guibemantis kathrinae,,DD,VU,N,2016-1
Guibemantis punctatus,Dotted Madagascar Frog,DD,CR,N,2016-1
Heterixalus carbonei,,NT,LC,N,2016-1
Heterixalus rutenbergi,Rutenberg's Reed Frog,NT,LC,N,2016-1
Hylarana attigua,,VU,LC,N,2016-3
Hylarana montivaga,,LC,EN,N,2016-3
Hyperolius cystocandicans,Tigoni Reed Frog,VU,NT,N,2016-1
Hyperolius nasicus,Pointed Long Reed Frog,DD,LC,N,2016-1
Hyperolius pickersgilli,Pickersgill's Reed Frog,CR,EN,N,2016-3
Hyperolius spinigularis,Spiny-throated Reed Frog,LC,VU,N,2016-1
Hyperolius viridis,Robust Long Reed Frog,DD,LC,N,2016-1
Isthmura maxima,Southern Giant Salamander,DD,EN,N,2016-3
Ixalotriton niger,Jumping Salamander,CR,EN,N,2016-1
Kurixalus baliogaster,,VU,LC,N,2016-3
Lanzarana largeni,Lanza's Frog,NT,LC,N,2016-1
Leptobrachium mouhoti,,DD,LC,N,2016-3
Leptobrachium pullum,,DD,LC,N,2016-3
Leptolalax tuberosus,,VU,LC,N,2016-3
Leptopelis karissimbensis,,EN,VU,N,2016-1
Leptopelis kivuensis,,NT,LC,N,2016-1
Leptopelis uluguruensis,,EN,NT,N,2016-1
Limnonectes dabanus,Annam Wart Frog,DD,LC,N,2016-3
Mantella haraldmeieri,Haraldmeier's Mantella,VU,EN,N,2016-3
Mantella laevigata,Folhony Golden Frog,NT,LC,N,2016-3
Megophrys auralensis,,DD,VU,N,2016-3
Mertensophryne lonnbergi,Lönnbergs Toad,NT,VU,N,2016-1
Mertensophryne usambarae,,EN,CR,N,2016-1
Nanorana aenea,Doi Chang Asian Frog,DD,LC,N,2016-3
Nanorana bourreti,Bourret's Paa Frog,DD,LC,N,2016-3
Nectophrynoides viviparus,Morogoro Tree frog,VU,LC,N,2016-1
Neurergus kaiseri,Luristan Newt,CR,VU,N,2016-3
Odorrana absita,,DD,LC,N,2016-3
Odorrana banaorum,,DD,LC,N,2016-3
Odorrana khalam,,DD,LC,N,2016-3
Paramesotriton deloustali,Vietnam Warty Newt,VU,LC,N,2016-3
Philautus cardamonus,,DD,EN,N,2016-3
Phrynobatrachus acutirostris,Rugegewald River Frog,VU,NT,N,2016-1
Phrynobatrachus bequaerti,Vissoke River Frog,VU,LC,N,2016-1
Phrynobatrachus kinangopensis,Kinangop River Frog,LC,VU,N,2016-1
Phrynobatrachus sulfureogularis,Central River frog,DD,VU,N,2016-1
Phrynobatrachus uzungwensis,Ukinga Puddle Frog,VU,NT,N,2016-1
Phrynobatrachus versicolor,Rwanda River Frog,VU,LC,N,2016-1
Plectrohyla matudai,Matuda's Spikethumb Frog,VU,LC,N,2016-3
Plethodontohyla brevipes,Betsileo Digging Frog,EN,VU,N,2016-1
Plethodontohyla guentheri,,DD,EN,N,2016-1
Plethodontohyla tuberata,Interior Digging Frog,VU,NT,N,2016-1
Pseudoeurycea aurantia,Peña Verde Salamander,VU,CR,N,2016-1
Pseudoeurycea cochranae,Cochran's False Brook Salamander,EN,VU,N,2016-3
Pseudoeurycea gadovii,Gadow's False Brook Salamander,EN,VU,N,2016-3
Pseudoeurycea leprosa,Leprous False Brook Salamander,VU,LC,N,2016-3
Pseudoeurycea lynchi,Veracruz Green Salamander,CR,EN,N,2016-3
Pseudoeurycea mixteca,,LC,VU,N,2016-3
Pseudoeurycea mystax,Mustache False Brook Salamander,EN,CR,N,2016-3
Pseudoeurycea nigromaculata,Black-spotted False Brook Salamander,CR,EN,N,2016-3
Pseudoeurycea obesa,Ridge Tail Salamander,DD,CR,N,2016-3
Pseudoeurycea orchileucos,Sierra de Juárez Worm Salamander,EN,CR,N,2016-1
Pseudoeurycea papenfussi,Muscular Salamander,NT,EN,N,2016-1
Pseudoeurycea ruficauda,Orange-tailed Agile Salamander,DD,EN,N,2016-3
Pseudoeurycea tlilicxitl,Black-footed Salamander,DD,EN,N,2016-3
Pseudophilautus decoris,,EN,CR,N,2016-3
Rhacophorus exechopygus,Spinybottom Tree Frog,VU,LC,N,2016-3
Rhacophorus kio,Black-webbed Treefrog,VU,LC,N,2016-3
Rhombophryne coronata,,VU,LC,N,2016-1
Rhombophryne coudreaui,Betampona Digging Frog,VU,NT,N,2016-1
Rhombophryne grandis,Giant Stump-toed Frog,DD,LC,N,2016-1
Rhombophryne minuta,Tiny Digging Frog,DD,EN,N,2016-1
Rhombophryne psologlossa,Madagascar Stump-toed Frog,DD,EN,N,2016-1
Rhombophryne pygmaea,Andoany Stump-toed Frog,VU,EN,N,2016-1
Rhombophryne roseifemoralis,,DD,EN,N,2016-1
Rhombophryne serratopalpebrosa,Guibé's Digging Frog,VU,EN,N,2016-1
Rhombophryne testudo,Nosy Be Burrowing Frog,VU,EN,N,2016-1
Scaphiophryne menabensis,,VU,LC,N,2016-3
Scolecomorphus uluguruensis,Nyingwa Caecilian,LC,EN,N,2016-1
Spinomantis elegans,Elegant Madagascar Frog,VU,NT,N,2016-1
Spinomantis guibei,Guibé's Madagascar Frog,EN,VU,N,2016-1
Sylvacaecilia grandisonae,Aleku Caecilian,DD,LC,N,2016-1
Theloderma stellatum,,NT,LC,N,2016-3
Thorius insperatus,Surprise Thorius,DD,CR,N,2016-1
Thorius minydemus,,CR,EN,N,2016-1
Tsingymantis antitra,,VU,EN,N,2016-1
Tylototriton vietnamensis,,NT,EN,N,2016-3
FISHES,,,,,
Ancharius fuscus,Vanoa,DD,LC,N,2016-3
Apristurus australis,Pinocchio Catshark,DD,LC,N,2016-1
Apristurus melanoasper,Fleshynose Catshark,DD,LC,N,2016-1
Arius festinus,,EN,CR,G,2016-3
Arius uncinatus,,EN,CR,N,2016-3
Barbus acuticeps,,EN,NT,N,2016-3
Barbus claudinae,,EN,VU,N,2016-3
Barbus profundus,,DD,LC,N,2016-3
Barbus serengetiensis,,VU,LC,N,2016-3
Bathyraja mariposa,Butterfly Skate,DD,LC,N,2016-2
Bedotia geayi,Zona,VU,EN,N,2016-3
Bedotia longianalis,Zona,LC,EN,G,2016-3
Bedotia madagascariensis,Zona,NT,EN,N,2016-3
Bedotia marojejy,,VU,EN,G,2016-3
Beringraja binoculata,Big Skate,NT,LC,N,2016-2
Brycinus jacksonii,Victoria Robber,EN,LC,N,2016-3
Brycon posadae,,DD,NT,N,2016-1
Bryconamericus ichoensis,,LC,DD,N,2016-1
Bryconamericus plutarcoi,,VU,LC,N,2016-1
Carcharhinus albimarginatus,Silvertip Shark,NT,VU,N,2016-3
Chlamydoselachus anguineus,Frilled Shark,NT,LC,N,2016-1
Curimata mivartii,Vizcaina,VU,NT,N,2016-1
Eleotris pellegrini,,NT,LC,N,2016-3
Eremophilus mutisii,Capitán de la Sabana,DD,LC,N,2016-1
Etelis carbunculus,Ruby Snapper,DD,LC,N,2016-3
Eurypegasus papilio,Hawaiian Sea-moth Fish,DD,LC,N,2016-3
Eusphyra blochii,Winghead Shark,NT,EN,G,2016-1
Gephyrocharax chaparae,,LC,NT,N,2016-1
Glossogobius ankaranensis,,VU,LC,N,2016-3
Gobitrichinotus arnoulti,,DD,LC,N,2016-3
Haplochromis sp. nov. 'Blue Rockpicker',,VU,EN,N,2016-3
Hemibrycon carrilloi,Sardina,LC,DD,N,2016-1
Himantura fai,Pink Whipray,LC,VU,N,2016-1
Himantura granulata,Mangrove Whipray,NT,VU,N,2016-1
Himantura jenkinsii,Jenkins' Whipray,LC,VU,N,2016-1
Hydrolagus ogilbyi,Ogilby's Ghostshark,NT,VU,N,2016-1
Hypogaleus hyugaensis,Pencil Shark,NT,LC,N,2016-1
Imparfinis spurrellii,,LC,EN,N,2016-1
Katria katria,Kataria,VU,EN,G,2016-3
Labeo victorianus,Ningu,LC,CR,N,2016-3
Lethrinus reticulatus,Red Snout Emperor,DD,LC,N,2016-3
Lutjanus analis,Mutton Snapper,VU,NT,N,2016-1
Marcusenius victoriae,Victoria Stonebasher,EN,LC,G,2016-3
Mobula tarapacana,Chilean Devil Ray,DD,VU,N,2016-1
Myliobatis hamlyni,Purple Eagle Ray,EN,NT,N,2016-1
Nothobranchius robustus,Red Victoria Nothobranch,DD,LC,N,2016-3
Oxylapia polli,,CR,EN,N,2016-3
Pachypanchax omalonota,,LC,EN,G,2016-3
Pachypanchax patriciae,,VU,EN,N,2016-3
Pachypanchax sakaramyi,,CR,EN,N,2016-3
Paretroplus dambabe,,EN,CR,G,2016-3
Paretroplus damii,Damba,DD,VU,N,2016-3
Paretroplus gymnopreopercularis,,EN,CR,G,2016-3
Paretroplus lamenabe,,DD,EN,N,2016-3
Paretroplus loisellei,,VU,EN,N,2016-3
Paretroplus nourissati,,VU,EN,N,2016-3
Paretroplus polyactis,,VU,LC,N,2016-3
Paretroplus tsimoly,,LC,EN,N,2016-3
Pegasus lancifer,Sculptured Dragonfish,DD,LC,N,2016-3
Potamotrygon magdalenae,Magdelena Freshwater Stingray,NT,LC,N,2016-1
Ptychochromis oligacanthus,,LC,EN,G,2016-3
Ptychochromoides betsileanus,Trondo Mainty,CR,CR(PE),G,2016-3
Ptychochromoides itasy,,EX,CR,N,2016-3
Ptychochromoides vondrozo,,CR,EN,N,2016-3
Raja inornata,California Skate,DD,LC,N,2016-2
Raja pita,Pita Skate,CR,DD,N,2016-1
Rheocles alaotrensis,Katrana,VU,EN,G,2016-3
Rheocles derhami,,VU,CR,G,2016-3
Rheocles lateralis,Zona,DD,CR,N,2016-3
Rheocles vatosoa,,VU,EN,N,2016-3
Rhincodon typus,Whale Shark,VU,EN,G,2016-1
Rhizosomichthys totae,Pez Graso,EX,CR(PE),N,2016-1
Sauvagella robusta,,DD,EN,N,2016-3
Spatuloricaria euacanthagenys,,LC,DD,N,2016-1
Squatina pseudocellata,Western Angel Shark,DD,LC,N,2016-1
Stegostoma fasciatum,Zebra Shark,VU,EN,N,2016-3
Synodontis victoriae,Lake Victoria Squeaker,NT,LC,N,2016-3
Teramulus kieneri,Vily,DD,LC,N,2016-3
Trichomycterus chaberti,,DD,LC,N,2016-1
Typhleotris pauliani,,EN,CR,N,2016-3
Varicorhinus ruandae,,CR,NT,N,2016-3
Zaireichthys rotundiceps,Sand Catlet,LC,DD,N,2016-3
MOLLUSCS,,,,,
Anodonta oregonensis,Oregon Floater,DD,LC,N,2016-3
Aspatharia divaricata,,VU,CR,N,2016-3
Bellamya phthinotropis,,EN,CR,G,2016-3
Biomphalaria stanleyi,,DD,NT,N,2016-3
Bulinus browni,,DD,NT,N,2016-3
Bulinus cernicus,,LR/nt,LC,N,2016-3
Bulinus permembranaceus,,DD,VU,N,2016-3
Burnupia caffra,,DD,LC,N,2016-3
Ceratophallus concavus,,EN,CR,G,2016-3
Ceratophallus crassus,,NT,EN,G,2016-3
Ceratophallus kisumiensis,,LC,NT,N,2016-3
Ceratophallus subtilis,,DD,CR,N,2016-3
Cleopatra cridlandi,,VU,CR,G,2016-3
Coelatura alluaudi,,DD,VU,N,2016-3
Coelatura cridlandi,,DD,EN,N,2016-3
Corbicula lamarckiana,,DD,LC,N,2016-3
Gabbiella barthi,,EN,CR,G,2016-3
Madagasikara madagascarensis,,LR/nt,EN,N,2016-3
Mutela bourguignati,,DD,NT,N,2016-3
Pisidium fistulosum,,DD,LC,N,2016-3
Pisidium iquito,,DD,LC,N,2016-1
Pomacea aldersoni,,DD,LC,N,2016-1
Pomacea ocanensis,,DD,CR,N,2016-1
Pomacea quinindensis,,DD,VU,N,2016-1
Sphaerium regularis,,DD,EN,N,2016-3
Sphaerium stuhlmanni,,DD,LC,N,2016-3
DRAGONFLIES & DAMSELFLIES,,,,,
Acanthagrion peruanum,,DD,LC,N,2016-1
Aeolagrion axine,,DD,LC,N,2016-1
Agriocnemis palaeforma,Papyrus Wisp,NT,VU,G,2016-3
Argia limitata,,DD,LC,N,2016-1
Argia variata,,DD,LC,N,2016-1
Cora aurea,Black-banded Bannerwing,DD,LC,N,2016-1
Euthore fassli,,DD,LC,N,2016-1
Heteragrion calendulum,,DD,EN,N,2016-1
Heteropodagrion sanguinipes,,EN,LC,N,2016-1
Mesagrion leucorrhinum,,VU,LC,N,2016-1
Neodythemis nyungwe,Nyungwe Junglewatcher,NT,VU,G,2016-3
Ormenophlebia regina,,DD,LC,N,2016-1
Oxyagrion tennesseni,,DD,LC,N,2016-1
Palaemnema picicaudata,,DD,LC,N,2016-1
Philogenia boliviana,,DD,LC,N,2016-1
Philogenia buenavista,,DD,LC,N,2016-1
Philogenia silvarum,,DD,LC,N,2016-1
Polythore lamerceda,,DD,LC,N,2016-1
Teinopodagrion angulatum,,DD,LC,N,2016-1
Telebasis milleri,,DD,LC,N,2016-1
Telebasis versicolor,Forcipate Firetail,DD,LC,N,2016-1
GRASSHOPPERS & CRICKETS,,,,,
Acroneuroptila puddui,Southern Sardinian Cricket,NT,VU,N,2016-3
Acroneuroptila sardoa,Northern Sardinian Cricket,NT,VU,N,2016-3
Acrostira bellamyi,Gomera Stick Grasshopper,NT,CR,G,2016-3
Acrostira tamarani,Gran Canaria Stick Grasshopper,NT,EN,G,2016-3
Acrostira tenerifae,Tenerife Stick Grasshopper,CR,EN,N,2016-3
Arcyptera alzonai,Piedmont Banded Grasshopper,DD,EN,N,2016-3
Arminda hierroensis,Hierro Rock Grasshopper,DD,LC,N,2016-3
Baetica ustulata,Sierra Nevada Saddle Bush-cricket,VU,EN,N,2016-3
Calliphona koenigi,Tenerife Green Bush=cricket,VU,NT,N,2016-3
Canariola nubigena,Canarian Laurel Bush-cricket,VU,NT,N,2016-3
Chorthippus acroleucus,White-tipped Grasshopper,VU,CR,N,2016-3
Chorthippus cialancensis,Piedmont Grasshopper,LC,NT,N,2016-3
Chorthippus parnon,Parnon Grasshopper,LC,NT,N,2016-1
Chrysochraon beybienkoi,Calabrian Gold Grasshopper,VU,CR,G,2016-3
Cycloptiloides canariensis,Canarian Tiny Cricket,VU,LC,N,2016-3
Dolichopoda aegilion,Giglio Cave Cricket,NT,VU,N,2016-3
Dolichopoda capreensis,Capri Cave-cricket,DD,VU,N,2016-3
Dolichopoda giachinoi,Megalo Spilio Cave-cricket,VU,DD,N,2016-1
Dolichopoda kiriakii,Kiriaki Cave-cricket,VU,NT,N,2016-1
Dolichopoda lustriae,Aghias Andreas Cave-cricket,VU,LC,N,2016-1
Dolichopoda muceddai,Mucedda's Cave-cricket,DD,VU,N,2016-3
Dolichopoda palpata,Palpate Cave-cricket,LC,DD,N,2016-3
Dolichopoda patrizii,Petalas Cave-cricket,VU,LC,N,2016-1
Eupholidoptera gemellata,Skaronero Marbled Bush-cricket,DD,VU,N,2016-1
Eupholidoptera pallipes,Pale-legged Marbled Bush-cricket,DD,VU,N,2016-1
Glyphanus obtusus,Parnassos Stone Grasshopper,VU,EN,N,2016-1
Hymenoptila lanzarotensis,Lanzarote Malpais Cricket,VU,NT,N,2016-3
Isophya harzi,Cozia Plump Bush-cricket,VU,CR,N,2016-3
Isophya lemnotica,Limnos Plump Bush-cricket,VU,LC,N,2016-1
Isophya longicaudata,Long-tailed Plump Bush-cricket,VU,NT,N,2016-3
Isophya obtusa,Blunt Plump Bush-cricket,LC,VU,N,2016-3
Italohippus albicornis,White-horned Italian Grasshopper,NT,EN,N,2016-3
Italopodisma baccettii,Baccetti's Apennine Grasshopper,LC,CR,N,2016-3
Italopodisma ebneri,Reatine Apennine Grasshopper,LC,CR,N,2016-3
Leptophyes calabra,Calabrian Speckled Bush-cricket,NT,CR,N,2016-3
Leptophyes lisae,Greek Speckled Bush-cricket,VU,NT,N,2016-1
Metaplastes oertzeni,Greek Ornate Bush-cricket,NT,LC,N,2016-1
Miramella irena,Long-winged Mountain Grasshopper,VU,LC,N,2016-3
Odontopodisma montana,Romanian Mountain Grasshopper,VU,LC,N,2016-3
Odontopodisma rubripes,Red-legged Mountain Grasshopper,VU,NT,N,2016-3
Poecilimon aegaeus,Aegean Bright Bush-cricket,NT,LC,N,2016-1
Poecilimon artedentatus,Pelopponesian Bright Bush-cricket,NT,LC,N,2016-1
Poecilimon athos,Athos Bright Bush-cricket,NT,VU,N,2016-1
Poecilimon deplanatus,Dodecanese Bright Bush-cricket,NT,LC,N,2016-1
Poecilimon ebneri,Ebner's Bright Bush-cricket,LC,EN,N,2016-3
Poecilimon erimanthos,Erimanthos Bright Bush-cricket,NT,LC,N,2016-1
Poecilimon gerlindae,Gerlind's Bright Bush-cricket,NT,LC,N,2016-1
Poecilimon heroicus,Heroic Bright Bush-cricket,LC,NT,N,2016-3
Poecilimon ikariensis,Ikaria Bright Bush-cricket,NT,VU,N,2016-1
Poecilimon klausgerhardi,Andros Bright Bush-cricket,VU,NT,N,2016-1
Poecilimon paros,Paros Bright Bush-cricket,NT,EN,N,2016-1
Poecilimon pechevi,Kadiytsa Bright Bush-cricket,VU,CR,N,2016-3
Poecilimon soulion,Soulion Bright Bush-cricket,NT,EN,N,2016-1
Polysarcus scutatus,Short-tailed Bull Bush-cricket,VU,EN,N,2016-3
Prionotropis hystrix,French Stone Grasshopper,EN,VU,N,2016-3
Rammeihippus dinaricus,Dinarian Grasshopper,EN,NT,N,2016-3
Sphingonotus almeriense,Almeria Sand Grasshopper,VU,EN,N,2016-3
Sphingonotus guanchus,Gran Canaria Sand Grasshopper,EN,LC,N,2016-3
Sphingonotus picteti,Tenerife Sand Grasshopper,VU,EN,N,2016-3
Sphingonotus rugosus,Rugose Sand Grasshopper,VU,EN,N,2016-3
BEETLES,,,,,
Sphingonotus almeriense,,VU,EN,N,2016-3
Sphingonotus guanchus,,EN,LC,N,2016-3
Sphingonotus picteti,,VU,EN,N,2016-3
Sphingonotus rugosus,,VU,EN,N,2016-3
CRABS & CRAYFISHES,,,,,
Astacoides betsileoensis,Madagascar Freshwater Crayfish,EN,VU,N,2016-3
Astacoides caldwelli,Madagascar Freshwater Crayfish,EN,VU,N,2016-3
Astacoides crosnieri,Madagascar Freshwater Crayfish,DD,VU,N,2016-3
Astacoides hobbsi,Madagascar Freshwater Crayfish,DD,VU,N,2016-3
Astacoides madagascarensis,Madagascar Freshwater Crayfish,DD,LC,N,2016-3
Boreathelphusa uglowi,Uglow's Crab,VU,EN,N,2016-3
Madagapotamon humberti,,VU,LC,N,2016-3
Seychellum alluaudi,Alluaud's Freshwater Crab,LC,VU,N,2016-3
HORSESHOE CRABS,,,,,
Limulus polyphemus,American Horeshoe Crab,LR/nt,VU,N,2016-1
TREES,,,,,
Acacia mathuataensis,,CR,EN,N,2016-3
Aglaia vitiensis,,LR/nt,LC,N,2016-3
Aloe helenae,,CR,EN,N,2016-3
Aloe suzannae,,CR,EN,N,2016-3
Commidendrum robustum,Gumwood,EN,CR,G,2016-1
Commidendrum rotundifolium,Bastard Gumwood,EW,CR,N,2016-1
Cynometra falcata,,CR,LC,N,2016-3
Cyrtandra denhamii,,VU,CR,N,2016-3
Dactyladenia laevis,,VU,EN,N,2016-1
Degeneria vitiensis,,VU,LC,G,2016-3
Elaeodendron laneanum,,VU,EN,N,2016-3
Geniostoma macrophyllum,,LR/nt,LC,N,2016-3
Gmelina vitiensis,,LR/nt,LC,N,2016-3
Lachanodes arborea,She Cabbage Tree,CR,EW,G,2016-1
Magnolia boliviana,,VU,EN,N,2016-1
Magnolia calophylla,,VU,EN,N,2016-1
Magnolia dixonii,,VU,CR,N,2016-1
Magnolia guatapensis,,CR,EN,N,2016-1
Magnolia jardinensis,,EN,CR,G,2016-1
Magnolia lenticellata,,VU,EN,N,2016-1
Magnolia minor,,EN,VU,N,2016-1
Magnolia narinensis,,EN,CR,N,2016-1
Magnolia yarumalensis,,CR,EN,N,2016-1
Malus hupehensis,Chinese Crab Apple,DD,LC,N,2016-3
Malus komarovii,,VU,EN,N,2016-1
Mangifera andamanica,,EN,NT,N,2016-3
Mangifera austro-indica,,VU,EN,N,2016-3
Mangifera collina,,DD,EN,N,2016-3
Mangifera minutifolia,,VU,EN,N,2016-3
Mangifera pentandra,,VU,DD,N,2016-3
Maniltoa vestita,,LR/nt,LC,N,2016-3
Metrosideros ochrantha,,VU,CR,N,2016-3
Nesohedyotis arborea,St Helena Dogwood,EN,CR,N,2016-1
Neuburgia alata,,LR/nt,EN,G,2016-3
Neuburgia macrocarpa,,LR/nt,DD,N,2016-3
Parkia parrii,,CR,DD,N,2016-3
Pistacia mexicana,,VU,NT,N,2016-3
Quercus boyntonii,Boynton Oak,EN,CR,N,2016-1
Raphia australis,Giant Palm,DD,VU,N,2016-3
Schefflera euthytricha,,DD,EN,N,2016-3
FERNS,,,,,
Elaphoglossum furcatum,Mossy Fern,VU,NT,N,2016-1
Elaphoglossum nervosum,Veined Tongue-fern,EN,CR,G,2016-1
OTHER FLOWERING PLANTS,,,,,
Aloe elkerriana,,DD,LC,E,2016-1
Aloe macleayi,,EN,LC,E,2016-1
Brachycorythis disoides,,EN,VU,E,2016-3
Clermontia peleana,ʻoha,EW,CR,N,2016-2
Clermontia samuelii,,CR,EN,N,2016-2
Cyanea copelandii,,CR,EN,N,2016-2
Cyanea eleeleensis,`oha Wai,CR,EX,G,2016-2
Cyanea marksii,Mark's Cyanea,EX,CR,N,2016-2
Cyanea truncata,Punaluu Cyanea,EW,CR,N,2016-2
Cyperus lateriticus,,VU,EN,N,2016-3
Delissea kauaiensis,,EX,CR,N,2016-1
Distichia acicularis,,NT,LC,N,2016-1
Eriospermum halenbergense,,VU,LC,N,2016-3
Eryngium galioides,,LC,EN,N,2016-1
Frankenia portulacifolia,St Helena Tea Plant,VU,CR,N,2016-1
Hibiscadelphus woodii,,CR,EX,G,2016-2
Melicope macropus,,EN,EX,G,2016-2
Trimeris scaevolifolia,St Helena Lobelia,EN,VU,N,2016-1
Wahlenbergia angustifolia,Small Bellflower,EN,VU,N,2016-1
Wikstroemia villosa,Hairy Wikstroemia,EX,CR,N,2016-2
