Scientific name,Common name,"IUCN Red List(2021)Category","IUCN RedList (2022)Category","Reason forchange","Red Listversion"
"",,,,,
MAMMALS (Mammalia),,,,,
Eschweilera jacquelyniae,,EN,LC,N,2022-1
Eschweilera mexicana,Jicarillo,VU,CR,N,2022-1
Euphorbia neoarborescens,,VU,CR,N,2022-1
Ficus lapathifolia,,VU,LC,N,2022-1
Flindersia amboinensis,,LR/nt,LC,N,2022-1
Flindersia laevicarpa,,VU,LC,N,2022-1
Freziera friedrichsthaliana,,LR/nt,VU,N,2022-1
Garcia nutans,,EN,LC,N,2022-1
Garcinia epunctata,,VU,LC,N,2022-1
Geijera salicifolia,,LR/nt,LC,N,2022-1
Ginoria nudiflora,Guayabillo,VU,LC,N,2022-1
Goniothalamus calycinus,,VU,DD,N,2022-1
Goniothalamus holttumii,,VU,DD,N,2022-1
Goniothalamus majestatis,,VU,EN,N,2022-1
Goniothalamus rhynchantherus,,EN,VU,N,2022-1
Gonystylus calophylloides,,VU,NT,N,2022-1
Gonystylus costalis,,VU,NT,N,2022-1
Gonystylus lucidulus,,VU,LC,N,2022-1
Gonystylus stenosepalus,,VU,NT,N,2022-1
Gyranthera darienensis,Cucarrón,EN,LC,N,2022-1
Hedyosmum burgerianum,,EN,DD,N,2022-1
Helicia symplocoides,,LC,VU,N,2022-1
Hemandradenia mannii,,LR/nt,LC,N,2022-1
Hernandia didymantha,Quiñón,LR/nt,LC,N,2022-1
Hernandia stenura,Talalate,LR/nt,LC,N,2022-1
Hyperbaena jalcomulcensis,,VU,EN,N,2022-1
Ilex brevipedicellata,Shortpedicel Holly,VU,LC,N,2022-1
Ilex marginata,Revoluteleaf Holly,LR/nt,LC,N,2022-1
Ilex quercetorum,,VU,LC,N,2022-1
Inga andersonii,,VU,CR,N,2022-1
Inga calcicola,Huatope,VU,EN,G,2022-1
Inga chiapensis,,VU,EN,G,2022-1
Inga dwyeri,,VU,LC,N,2022-1
Inga ismaelis,Chacaruite,VU,EN,N,2022-1
Inga lacustris,,EN,CR,G,2022-1
Inga portobellensis,,VU,LC,N,2022-1
Juglans olanchana,Nogal,EN,NT,N,2022-1
Kirkia dewinteri,,LC,VU,N,2022-1
Leptobalanus morii,,DD,LC,N,2022-1
Licaria velutina,,VU,EN,G,2022-1
Litsea auriculata,,LR/nt,VU,N,2022-1
Litsea dilleniifolia,,EN,VU,N,2022-1
Lonchocarpus chiricanus,,VU,LC,N,2022-1
Madhuca boerlageana,,CR,VU,N,2022-1
Maerua acuminata,,DD,EN,N,2022-1
Mammea immansueta,,EN,LC,N,2022-1
Mastixiodendron stoddardii,,VU,LC,N,2022-1
Matisia exalata,,EN,LC,N,2022-1
Matudaea trinervia,,VU,LC,N,2022-1
Mesua macrophylla,,VU,DD,N,2022-1
Miconia silicicola,Silicicolous Maya,LR/nt,LC,N,2022-1
Miconia superba,Superb Maya,LR/nt,LC,N,2022-1
Microberlinia bisulcata,,CR,EN,N,2022-1
Miliusa amplexicaulis,,LR/lc,VU,N,2022-1
Monteverdia jefeana,,EN,VU,N,2022-1
Moquilea chiriquiensis,,CR,DD,N,2022-1
Moquilea fasciculata,,EN,LC,N,2022-1
Nectandra apiculata,,VU,CR,N,2022-1
Nectandra subbullata,,VU,EN,N,2022-1
Ocotea benthamiana,,VU,LC,N,2022-1
Ocotea glaucosericea,,LR/nt,LC,N,2022-1
Ocotea jorge-escobarii,,EN,LC,N,2022-1
Ocotea rivularis,,VU,NT,N,2022-1
Ocotea uxpanapana,Aguacatillo,VU,EN,G,2022-1
Oldenburgia grandis,Suurberg Cushion Bush,LR/nt,LC,N,2022-1
Oreopanax echinops,,VU,LC,N,2022-1
Oreopanax peltatus,,VU,LC,N,2022-1
Orophea uniflora,,VU,NT,N,2022-1
Ozoroa namaquensis,,DD,LC,N,2022-1
Parathesis vulgata,,EN,NT,N,2022-1
Parmentiera cereifera,Palo De Velas,EN,LC,N,2022-1
Parmentiera morii,,CR,DD,N,2022-1
Pavetta axillipara,,VU,LC,N,2022-1
Pavetta holstii,,VU,NT,N,2022-1
Pavetta lynesii,,VU,NT,N,2022-1
Pavetta manyanguensis,,VU,EN,N,2022-1
Pavetta nitidissima,,VU,LC,N,2022-1
Pavetta sparsipila,,VU,EN,N,2022-1
Persea ruizii,,VU,LC,N,2022-1
Phyllanthus deciduiramus,,CR,EN,N,2022-1
Phyllanthus deplanchei,,VU,LC,N,2022-1
Phyllanthus kouaouaensis,,EN,CR,N,2022-1
Phyllanthus unifoliatus,,EN,VU,N,2022-1
Plagiosiphon longitubus,,CR,LC,N,2022-1
Platypterocarpus tanganyikensis,,CR,EN,N,2022-1
Pleioceras orientale,,VU,EN,N,2022-1
Plesiatropha carpinifolia,,VU,LC,N,2022-1
Polysphaeria macrantha,,VU,LC,N,2022-1
Popowia pauciflora,,CR,DD,N,2022-1
Popowia perakensis,,LR/lc,DD,N,2022-1
Popowia velutina,,CR,LC,N,2022-1
Pouteria buenaventurensis,Caimito,LR/nt,LC,N,2022-1
Pouteria calistophylla,Chicle,VU,LC,N,2022-1
Pouteria leptopedicellata,,VU,NT,N,2022-1
Quararibea aurantiocalyx,,EN,CR,N,2022-1
Quararibea gomeziana,,EN,VU,N,2022-1
Quararibea platyphylla,,EN,VU,N,2022-1
Quararibea pterocalyx,Wild Palm,VU,LC,N,2022-1
Quararibea santaritensis,,CR,DD,N,2022-1
Quararibea yunckeri,,CR,LC,N,2022-1
Rawsonia burtt-davyi,,VU,CR,N,2022-1
Rhaptopetalum sindarense,,VU,LC,N,2022-1
Rinorea uxpanapana,,VU,EN,G,2022-1
Roystonea dunlapiana,Palma real mexicana,EN,LC,N,2022-1
Sabal gretherae,bon,VU,DD,N,2022-1
Saurauia oreophila,,VU,LC,N,2022-1
Soyauxia talbotii,,EN,LC,N,2022-1
Stephanopodium longipedicellatum,,VU,EN,N,2022-1
Syndiclis lotungensis,,VU,CR,N,2022-1
Terminalia tetraptera,,LR/nt,VU,N,2022-1
Trichoscypha bijuga,,NT,LC,N,2022-1
Trichoscypha mannii,,VU,LC,N,2022-1
Varronia bellonis,,CR,EN,N,2022-1
Xanthostemon oppositifolius,Southern Penda,EN,VU,N,2022-1
Xyris festucifolia,,LC,VU,N,2022-1
Zanthoxylum panamense,Lagarto,EN,LC,N,2022-1
Zenkerella perplexa,,VU,CR,N,2022-1
"",,,,,
CYADS (Cycadopsida),,,,,
Ceratozamia euryphyllidia,,CR,EN,N,2022-1
Ceratozamia fuscoviridis,,CR,EN,N,2022-1
Ceratozamia hildae,Bamboo Cycad,EN,CR,N,2022-1
Ceratozamia latifolia,,EN,VU,N,2022-1
Ceratozamia mexicana,Costilla de León,VU,CR,N,2022-1
Ceratozamia miqueliana,Palmita,CR,EN,N,2022-1
Ceratozamia zaragozae,,CR,EN,N,2022-1
Cycas zeylanica,,VU,CR,N,2022-1
Dioon holmgrenii,Sun Palm,EN,VU,N,2022-1
Dioon mejiae,,LC,EN,N,2022-1
Dioon purpusii,Palma Real,VU,EN,N,2022-1
Encephalartos concinnus,Runde Cycad,EN,CR,G,2022-1
Encephalartos heenanii,Heenan's Cycad,CR,EW,G,2022-1
Encephalartos ituriensis,Ituri Forest Cycad,NT,VU,N,2022-1
Encephalartos lanatus,Olifants River Cycad,NT,VU,G,2022-1
Encephalartos lehmannii,Karoo Cycad,NT,VU,G,2022-1
Encephalartos natalensis,Natal Giant Cycad,NT,VU,G,2022-1
Encephalartos transvenosus,Modjadji Cycad,LC,NT,G,2022-1
Macrozamia flexuosa,,EN,NT,N,2022-1
Macrozamia humilis,,VU,CR,N,2022-1
Macrozamia johnsonii,,LC,VU,N,2022-1
Macrozamia parcifolia,,VU,EN,N,2022-1
Macrozamia platyrhachis,,VU,EN,N,2022-1
Zamia amazonum,,NT,LC,N,2022-1
Zamia amplifolia,,CR,EN,N,2022-1
Zamia boliviana,,NT,LC,N,2022-1
Zamia disodon,,CR,EN,N,2022-1
Zamia encephalartoides,Cacao de Indio,VU,EN,N,2022-1
Zamia gentryi,Piña de Monte,CR,EN,N,2022-1
Zamia hymenophyllidia,,CR,LC,N,2022-1
Zamia katzeriana,,EN,CR,N,2022-1
Zamia lecointei,,NT,LC,N,2022-1
Zamia lucayana,,EN,CR,N,2022-1
Zamia macrochiera,,CR,EN,N,2022-1
Zamia muricata,,NT,LC,N,2022-1
Zamia neurophyllidia,,VU,LC,N,2022-1
Zamia obliqua,Chigua,NT,LC,N,2022-1
Zamia oligodonta,,DD,CR,N,2022-1
Zamia oreillyi,Camotillo,VU,CR,N,2022-1
Zamia poeppigiana,,NT,LC,N,2022-1
Zamia prasina,,CR,LC,N,2022-1
Zamia pseudomonticola,,NT,LC,N,2022-1
Zamia pumila,Guáyara,NT,VU,G,2022-1
Zamia pygmaea,Yuquilla de Ratón,CR,EN,N,2022-1
Zamia roezlii,Chigua,NT,LC,N,2022-1
Zamia sandovalii,Yuca de Ratón,NT,EN,N,2022-1
Zamia soconuscensis,,VU,EN,N,2022-1
Zamia standleyi,Yuca de Ratón,VU,LC,N,2022-1
Zamia ulei,,NT,LC,N,2022-1
