"taxonid","kingdom_name","phylum_name","class_name","order_name","family_name","genus_name","scientific_name","taxonomic_authority","infra_rank","infra_name","population","category","main_common_name"
12520,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Lynx","Lynx pardinus","(Temminck, 1827)",NA,NA,NA,"EN","Iberian Lynx"
12561,"ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Macaca","Macaca sylvanus","(Linnaeus, 1758)",NA,NA,NA,"EN","Barbary Macaque"
12659,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Phengaris","Phengaris arion","(Linnaeus, 1758)",NA,NA,NA,"LC","Large Blue"
12662,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Phengaris","Phengaris nausithous","(Bergsträsser, 1779)",NA,NA,NA,"NA","Dusky Large Blue"
12664,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Phengaris","Phengaris teleius","(Bergsträsser, 1779)",NA,NA,NA,"NA","Scarce Large Blue"
12835,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Marmota","Marmota marmota","(Linnaeus, 1758)",NA,NA,NA,"LC","Alpine Marmot"
12848,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","Martes","Martes martes","(Linnaeus, 1758)",NA,NA,NA,"LC","Pine Marten"
12855,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CTENODACTYLIDAE","Massoutiera","Massoutiera mzabi","(Lataste, 1881)",NA,NA,NA,"LC","Mzab Gundi"
12866,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Mastomys","Mastomys erythroleucus","(Temminck, 1853)",NA,NA,NA,"NA","Guinea Multimammate Mouse"
13161,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Meriones","Meriones crassus","Sundevall, 1842",NA,NA,NA,"LC","Sundevall's Jird"
13162,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Meriones","Meriones dahli","Shidlovsky, 1962",NA,NA,NA,"EN","Dahl's Jird"
13164,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Meriones","Meriones libycus","Lichtenstein, 1823",NA,NA,NA,"LC","Libyan Jird"
13166,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Meriones","Meriones persicus","(Blanford, 1875)",NA,NA,NA,"LC","Persian Jird"
13168,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Meriones","Meriones sacramenti","Thomas, 1922",NA,NA,NA,"VU","Buxton's Jird"
13170,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Meriones","Meriones tristrami","Thomas, 1892",NA,NA,NA,"LC","Tristram's Jird"
13172,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Meriones","Meriones vinogradovi","Heptner, 1931",NA,NA,NA,"LC","Vinogradov's Jird"
13219,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Mesocricetus","Mesocricetus auratus","(Waterhouse, 1839)",NA,NA,NA,"EN","Golden Hamster"
13220,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Mesocricetus","Mesocricetus brandti","(Nehring, 1898)",NA,NA,NA,"NT","Brandt's Hamster"
13221,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Mesocricetus","Mesocricetus newtoni","(Nehring, 1898)",NA,NA,NA,"NT","Romanian Hamster"
13232,"ANIMALIA","CHORDATA","ACTINOPTERYGII","GOBIIFORMES","GOBIIDAE","Mesogobius","Mesogobius batrachocephalus","(Pallas, 1814)",NA,NA,NA,"LC","Toad Goby"
13373,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Micromys","Micromys minutus","(Pallas, 1771)",NA,NA,NA,"LC","Eurasian Harvest Mouse"
13418,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus cabrerae","Thomas, 1906",NA,NA,NA,"NT","Cabrera's Vole"
13426,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus agrestis","(Linnaeus, 1761)",NA,NA,NA,"LC","Field Vole"
13428,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus daghestanicus","(Shidlovsky, 1919)",NA,NA,NA,"LC","Daghestan Pine Vole"
13454,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus levis","Miller, 1908",NA,NA,NA,"LC","East European Vole"
13458,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus socialis","(Pallas, 1773)",NA,NA,NA,"LC","Social Vole"
13462,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus felteni","Malec &amp; Storch, 1963",NA,NA,NA,"LC","Balkan Pine Vole"
13463,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus guentheri","(Danford &amp; Alston, 1880)",NA,NA,NA,"LC","Günther's Vole"
13486,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus thomasi","(Barrett-Hamilton, 1903)",NA,NA,NA,"LC","Thomas's Pine Vole"
13488,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus arvalis","(Pallas, 1778)",NA,NA,NA,"LC","Common Vole"
13489,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus subterraneus","(de Selys-Longchamps, 1836)",NA,NA,NA,"LC","European Pine Vole"
13490,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus multiplex","(Fatio, 1905)",NA,NA,NA,"LC","Alpine Pine Vole"
13491,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus savii","(de Selys-Longchamps, 1838)",NA,NA,NA,"LC","Savi's Pine Vole"
13493,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus duodecimcostatus","(de Selys-Longchamps, 1839)",NA,NA,NA,"LC","Mediterranean Pine Vole"
13494,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","Microtus lusitanicus","(Gerbe, 1879)",NA,NA,NA,"LC","Lusitanian Pine Vole"
13634,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria rolandiana","(Bourguignat, 1863)",NA,NA,NA,"LC",NA
13635,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria simoniana","(Saint-Simon, 1848)",NA,NA,NA,"LC",NA
13636,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Corseria","Corseria corsica","(R. Bernasconi, 1994)",NA,NA,NA,"CR",NA
13653,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PHOCIDAE","Monachus","Monachus monachus","(Hermann, 1779)",NA,NA,NA,"CR","Mediterranean Monk Seal"
13966,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Mus","Mus macedonicus","Petrov &amp; Ruzic, 1983",NA,NA,NA,"LC","Macedonian Mouse"
13972,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Mus","Mus musculus","Linnaeus, 1758",NA,NA,NA,"LC","House Mouse"
13984,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Mus","Mus spicilegus","Petényi, 1882",NA,NA,NA,"LC","Steppe Mouse"
13985,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Mus","Mus spretus","Lataste, 1883",NA,NA,NA,"LC","Western Mediterranean Mouse"
13992,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Muscardinus","Muscardinus avellanarius","(Linnaeus, 1758)",NA,NA,NA,"LC","Hazel Dormouse"
14018,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","Mustela","Mustela lutreola","(Linnaeus, 1761)",NA,NA,NA,"CR","European Mink"
14054,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Mycteroperca","Mycteroperca rubra","(Bloch, 1793)",NA,NA,NA,"LC","Mottled Grouper"
14087,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Myomimus","Myomimus roachi","(Bate, 1937)",NA,NA,NA,"VU","Roach's Mouse-tailed Dormouse"
14089,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Myomimus","Myomimus setzeri","Rossolimo, 1976",NA,NA,NA,"DD","Setzer's Mouse-tailed Dormouse"
14123,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis bechsteinii","(Kuhl, 1817)",NA,NA,NA,"NT","Bechstein's Myotis"
14124,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis blythii","(Tomes, 1857)",NA,NA,NA,"NT","Lesser Mouse-eared Myotis"
14126,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis capaccinii","(Bonaparte, 1837)",NA,NA,NA,"VU","Long-fingered Bat"
14127,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis dasycneme","(Boie, 1825)",NA,NA,NA,"NA","Pond Myotis"
14129,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis emarginatus","(É. Geoffroy, 1806)",NA,NA,NA,"LC","Geoffroy's Bat"
14133,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis myotis","(Borkhausen, 1797)",NA,NA,NA,"LC","Greater Mouse-eared Bat"
14134,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis mystacinus","(Kuhl, 1817)",NA,NA,NA,"LC","Whiskered Myotis"
14198,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis schaubi","Kormos, 1934",NA,NA,NA,"DD","Schaub's Myotis"
14326,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SPALACIDAE","Nannospalax","Nannospalax ehrenbergi","(Nehring, 1898)",NA,NA,NA,"DD","Palestine Mole Rat"
14327,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SPALACIDAE","Nannospalax","Nannospalax xanthodon","(Nordman, 1840)",NA,NA,NA,"DD","Nehring's Blind Mole Rat"
14328,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SPALACIDAE","Nannospalax","Nannospalax leucodon","(Nordmann, 1840)",NA,NA,NA,"DD","Lesser Mole Rat"
14661,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Nesokia","Nesokia indica","(Gray, 1830)",NA,NA,NA,"LC","Short-tailed Bandicoot Rat"
14918,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Nyctalus","Nyctalus lasiopterus","(Schreber, 1780)",NA,NA,NA,"NT","Giant Noctule"
14919,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Nyctalus","Nyctalus leisleri","(Kuhl, 1817)",NA,NA,NA,"LC","Lesser Noctule"
14920,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Nyctalus","Nyctalus noctula","(Schreber, 1774)",NA,NA,NA,"LC","Noctule"
14936,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","NYCTERIDAE","Nycteris","Nycteris thebaica","É. Geoffroy, 1818",NA,NA,NA,"DD","Cape Long-eared Bat"
15168,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","TRISSEXODONTIDAE","Oestophora","Oestophora ortizi","Winter &amp; Ripken, 1991",NA,NA,NA,"NT",NA
15187,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Ohridohauffenia","Ohridohauffenia drimica","(Radoman, 1964)",NA,NA,NA,"EX",NA
15568,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Oryx","Oryx dammah","(Cretzschmar, 1826)",NA,NA,NA,"RE","Scimitar-horned Oryx"
15569,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Oryx","Oryx leucoryx","(Pallas, 1777)",NA,NA,NA,"EN","Arabian Oryx"
15865,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Pachyuromys","Pachyuromys duprasi","Lataste, 1880",NA,NA,NA,"LC","Fat-tailed Gerbil"
15873,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","SPARIDAE","Pagrus","Pagrus pagrus","(Linnaeus, 1758)",NA,NA,NA,"LC","Red Porgy"
15875,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Palacanthilhiopsis","Palacanthilhiopsis vervierii","R. Bernasconi, 1988",NA,NA,NA,"VU",NA
15951,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Panthera","Panthera leo","(Linnaeus, 1758)",NA,NA,NA,"RE","Lion"
15954,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Panthera","Panthera pardus","(Linnaeus, 1758)",NA,NA,NA,"CR","Leopard"
15955,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Panthera","Panthera tigris","(Linnaeus, 1758)",NA,NA,NA,"RE","Tiger"
15993,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PAPILIONIDAE","Papilio","Papilio hospiton","Géné, 1839",NA,NA,NA,"LC","Corsican Swallowtail"
16249,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","PAPILIONIDAE","Parnassius","Parnassius apollo","(Linnaeus, 1758)",NA,NA,NA,"LC","Apollo"
16958,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","VITRINIDAE","Plutonia","Plutonia atlantica","(Morelet, 1860)",NA,NA,NA,"LC",NA
17314,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus kuhlii","(Kuhl, 1817)",NA,NA,NA,"LC","Kuhl's Pipistrelle"
17316,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus nathusii","(Keyserling &amp; Blasius, 1839)",NA,NA,NA,"LC","Nathusius' Pipistrelle"
17361,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus rueppellii","(Fischer, 1829)",NA,NA,NA,"LC","Rüppel's Pipistrelle"
17514,"ANIMALIA","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","ACICULIDAE","Platyla","Platyla maasseni","Boeters, Gittenberger &amp; Subai, 1989",NA,NA,NA,"VU",NA
17517,"ANIMALIA","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","ACICULIDAE","Platyla","Platyla peloponnesica","Boeters, Gittenberger &amp; Subai, 1989",NA,NA,NA,"VU",NA
17940,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Polyommatus","Polyommatus golgus","(Hübner, 1813)",NA,NA,NA,"VU","Sierra Nevada Blue"
18175,"ANIMALIA","CHORDATA","CHONDRICHTHYES","RHINOPRISTIFORMES","PRISTIDAE","Pristis","Pristis pectinata","Latham, 1794",NA,NA,NA,"CR","Smalltooth Sawfish"
18338,"ANIMALIA","CHORDATA","MAMMALIA","LAGOMORPHA","PROLAGIDAE","Prolagus","Prolagus sardus","(Wagner, 1832)",NA,NA,NA,"EX","Sardinian Pika"
18339,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Prometheomys","Prometheomys schaposchnikowi","Satunin, 1901",NA,NA,NA,"VU","Long-clawed Mole Vole"
18372,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","HYAENIDAE","Proteles","Proteles cristata","(Sparrman, 1783)",NA,NA,NA,"LC","Aardwolf"
18418,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Psammomys","Psammomys obesus","Cretzschmar, 1828",NA,NA,NA,"LC","Fat Sand Rat"
18419,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Psammomys","Psammomys vexillaris","Thomas, 1925",NA,NA,NA,"DD","Lesser Sand Rat"
18444,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum klemmi","(Boeters, 1969)",NA,NA,NA,"EN",NA
19515,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus blasii","Peters, 1867",NA,NA,NA,"NT","Blasius's Horseshoe Bat"
19516,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus euryale","Blasius, 1853",NA,NA,NA,"VU","Mediterranean Horseshoe Bat"
19517,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus ferrumequinum","(Schreber, 1774)",NA,NA,NA,"NT","Greater Horseshoe Bat"
19518,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus hipposideros","(Bechstein, 1800)",NA,NA,NA,"NT","Lesser Horseshoe Bat"
19519,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus mehelyi","Matschie, 1901",NA,NA,NA,"VU","Mehely's Horseshoe Bat"
19531,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus clivosus","Cretzschmar, 1828",NA,NA,NA,"DD","Geoffroy's Horseshoe Bat"
19600,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOPOMATIDAE","Rhinopoma","Rhinopoma microphyllum","(Brünnich, 1792)",NA,NA,NA,"LC","Greater Mouse-tailed Bat"
19743,"ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CERAMBYCIDAE","Rosalia","Rosalia alpina","(Linnaeus, 1758)",NA,NA,NA,"LC","Rosalia Longicorn"
19771,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Rupicapra","Rupicapra pyrenaica","Bonaparte, 1845",NA,NA,NA,"LC","Southern Chamois"
20000,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Sciurus","Sciurus anomalus","Gmelin, 1778",NA,NA,NA,"LC","Caucasian Squirrel"
20025,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Sciurus","Sciurus vulgaris","Linnaeus, 1758",NA,NA,NA,"LC","Eurasian Red Squirrel"
20089,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Sekeetamys","Sekeetamys calurus","(Thomas, 1892)",NA,NA,NA,"LC","Bushy-tailed Jird"
20411,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Sorex","Sorex samniticus","Altobello, 1926",NA,NA,NA,"LC","Appenine Shrew"
20472,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Spermophilus","Spermophilus citellus","(Linnaeus, 1766)",NA,NA,NA,"VU","European Souslik"
20496,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Spermophilus","Spermophilus xanthoprymnus","(Bennett, 1835)",NA,NA,NA,"NT","Anatolian Ground Squirrel"
20731,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Stenella","Stenella coeruleoalba","(Meyen, 1833)",NA,NA,NA,"VU","Striped Dolphin"
21123,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","TRISSEXODONTIDAE","Suboestophora","Suboestophora altamirai","(Ortiz de Zárate López, 1962)",NA,NA,NA,"VU",NA
21124,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","TRISSEXODONTIDAE","Suboestophora","Suboestophora hispanica","(Gude, 1910)",NA,NA,NA,"VU",NA
21125,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","TRISSEXODONTIDAE","Suboestophora","Suboestophora jeresae","(Ortiz de Zárate López, 1962)",NA,NA,NA,"VU",NA
21257,"ANIMALIA","CHORDATA","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Syngnathus","Syngnathus abaster","Risso, 1827",NA,NA,NA,"LC","Black-striped pipefish"
21276,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","HELICIDAE","Tacheocampylaea","Tacheocampylaea raspailii","(Payraudeau, 1826)",NA,NA,NA,"VU",NA
21311,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Tadarida","Tadarida teniotis","(Rafinesque, 1814)",NA,NA,NA,"LC","European Free-tailed Bat"
21312,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Tadarida","Tadarida aegyptiaca","(É. Geoffroy, 1818)",NA,NA,NA,"LC","Egyptian Free-tailed Bat"
21462,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","Taphozous nudiventris","Cretzschmar, 1830",NA,NA,NA,"LC","Naked-rumped Tomb Bat"
21463,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","Taphozous perforatus","É. Geoffroy, 1818",NA,NA,NA,"LC","Egyptian Tomb Bat"
21514,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Tatera","Tatera indica","(Hardwicke, 1807)",NA,NA,NA,"NA","Indian Gerbil"
21856,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","SCOMBRIDAE","Thunnus","Thunnus alalunga","(Bonnaterre, 1788)",NA,NA,NA,"LC","Albacore Tuna"
21860,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","SCOMBRIDAE","Thunnus","Thunnus thynnus","(Linnaeus, 1758)",NA,NA,NA,"EN","Atlantic Bluefin Tuna"
22250,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Xerocrassa","Xerocrassa jimenensis","(Puente &amp; Arrebola, 1996)",NA,NA,NA,"NT",NA
22253,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Xerocrassa","Xerocrassa molinae","Hidalgo, 1883",NA,NA,NA,"NT",NA
22254,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Xerocrassa","Xerocrassa montserratensis","Hidalgo, 1870",NA,NA,NA,"EN",NA
22255,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Xerocrassa","Xerocrassa zaharensis","Puente &amp; Arrebola, 1996",NA,NA,NA,"VU",NA
22563,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Tursiops","Tursiops truncatus","(Montagu, 1821)",NA,NA,NA,"VU","Common Bottlenose Dolphin"
22736,"ANIMALIA","MOLLUSCA","BIVALVIA","UNIONIDA","UNIONIDAE","Unio","Unio crassus","Philipsson, 1788",NA,NA,NA,"DD","Thick Shelled River Mussel"
22947,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Vespertilio","Vespertilio murinus","Linnaeus, 1758",NA,NA,NA,"NA","Particoloured Bat"
23050,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","Vulpes cana","Blanford, 1877",NA,NA,NA,"VU","Blanford's Fox"
23053,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","Vulpes rueppellii","(Schinz, 1825)",NA,NA,NA,"LC","Rüppell's Fox"
23062,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","Vulpes vulpes","(Linnaeus, 1758)",NA,NA,NA,"LC","Red Fox"
23142,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Xerosecta","Xerosecta adolfi","Pfeiffer, 1854",NA,NA,NA,"EN",NA
23144,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Xerus","Xerus erythropus","Desmarest, 1817",NA,NA,NA,"NA","Striped Ground Squirrel"
23148,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","XIPHIIDAE","Xiphias","Xiphias gladius","Linnaeus, 1758",NA,NA,NA,"NT","Swordfish"
23211,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","ZIPHIIDAE","Ziphius","Ziphius cavirostris","G. Cuvier, 1823",NA,NA,NA,"DD","Cuvier's Beaked Whale"
23259,"ANIMALIA","CHORDATA","ACTINOPTERYGII","GOBIIFORMES","GOBIIDAE","Gobius","Gobius ophiocephalus","Pallas, 1814",NA,NA,NA,"LC","Grass Goby"
27926,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","ERINACEIDAE","Atelerix","Atelerix algirus","(Lereboullet, 1842)",NA,NA,NA,"LC","North African Hedgehog"
29617,"ANIMALIA","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","COCHLOSTOMATIDAE","Rhabdotakra","Rhabdotakra canestrinii","(Adami, 1876)",NA,NA,NA,"VU",NA
29650,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","ERINACEIDAE","Erinaceus","Erinaceus europaeus","Linnaeus, 1758",NA,NA,NA,"LC","Western European Hedgehog"
29651,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Crocidura","Crocidura leucodon","(Hermann, 1780)",NA,NA,NA,"LC","Bicolored Shrew"
29652,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Crocidura","Crocidura russula","(Hermann, 1780)",NA,NA,NA,"LC","White-toothed Shrew"
29655,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Crocidura","Crocidura sicula","Miller, 1900",NA,NA,NA,"LC","Sicilian Shrew"
29656,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Crocidura","Crocidura suaveolens","(Pallas, 1811)",NA,NA,NA,"LC","Lesser Shrew"
29657,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Neomys","Neomys anomalus","Cabrera, 1907",NA,NA,NA,"LC","Southern Water Shrew"
